"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","redlist","status","hab","ecoregion"
"231",509272,509272,700483,"Species","Sergestes cornutus","Krøyer, 1855",107128,1,1,"Arthropoda","Decapoda","Sergestidae","Sergestes","Malacostraca","Sergestes cornutus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"232",509284,509284,700483,"Species","Sergestes henseni","(Ortmann, 1893)",240784,2,1,"Arthropoda","Decapoda","Sergestidae","Sergestes","Malacostraca","Sergestes henseni",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"233",509321,509321,700487,"Species","Sergia grandis","(Sund, 1920)",107134,1,1,"Arthropoda","Decapoda","Sergestidae","Sergia","Malacostraca","Sergia grandis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"234",509324,509324,700487,"Species","Sergia japonica","(Spence Bate, 1881)",107135,2,1,"Arthropoda","Decapoda","Sergestidae","Sergia","Malacostraca","Sergia japonica",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"235",509339,509339,700487,"Species","Sergia splendens","(Sund, 1920)",107137,4,1,"Arthropoda","Decapoda","Sergestidae","Sergia","Malacostraca","Sergia splendens",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"236",509586,509586,767598,"Species","Serratosagitta serratodentata","(Krohn, 1853)",105464,4,1,"Chaetognatha","Aphragmophora","Sagittidae","Serratosagitta","Sagittoidea","Serratosagitta serratodentata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"237",515151,515151,700820,"Species","Subeucalanus pileatus","(Giesbrecht, 1888)",104547,1,1,"Arthropoda","Calanoida","Subeucalanidae","Subeucalanus",NA,"Subeucalanus pileatus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"238",516448,516448,672278,"Species","Syracosphaera pulchra","Lohmann, 1902",235979,9,1,"Haptophyta","Syracosphaerales","Syracosphaeraceae","Syracosphaera","Prymnesiophyceae","Syracosphaera pulchra",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"239",516500,516500,516498,"Species","Systellaspis cristata","(Faxon, 1893)",107604,1,1,"Arthropoda","Decapoda","Oplophoridae","Systellaspis","Malacostraca","Systellaspis cristata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"240",517424,517424,517411,"Species","Telmatactis roseni","(Watzl, 1922)",283688,1,1,"Cnidaria","Actiniaria","Isophelliidae","Telmatactis","Anthozoa","Telmatactis roseni",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"241",517425,517425,517411,"Species","Telmatactis rufa","(Verrill, 1900)",283689,1,1,"Cnidaria","Actiniaria","Isophelliidae","Telmatactis","Anthozoa","Telmatactis rufa",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"242",518245,518245,518243,"Species","Tetrathyrus forcipatus","Claus, 1879",236625,3,1,"Arthropoda","Amphipoda","Platyscelidae","Tetrathyrus","Malacostraca","Tetrathyrus forcipatus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"243",518709,518709,761239,"Species","Thalassoma noronhanum","(Boulenger, 1890)",273588,1,1,"Chordata","Perciformes","Labridae","Thalassoma","Actinopteri","Thalassoma noronhanum",TRUE,"LC",NA,"Sao Pedro and Sao Paulo Islands"
"244",518773,518773,769815,"Species","Thalia cicar","van Soest, 1973",137278,2,1,"Chordata","Salpida","Salpidae","Thalia","Thaliacea","Thalia cicar",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"245",519005,519005,531490,"Species","Themisto gaudichaudii","Guérin, 1825",325384,1,1,"Arthropoda","Amphipoda","Hyperiidae","Themisto","Malacostraca","Themisto gaudichaudii",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"246",519481,519481,519480,"Species","Thunnus alalunga","(Bonnaterre, 1788)",127026,23,1,"Chordata","Perciformes","Scombridae","Thunnus","Actinopteri","Thunnus alalunga",TRUE,"NT",NA,"Sao Pedro and Sao Paulo Islands"
"247",519487,519487,519480,"Species","Thunnus obesus","(Lowe, 1839)",127028,639,3,"Chordata","Perciformes","Scombridae","Thunnus","Actinopteri","Thunnus obesus",TRUE,"VU",NA,"Sao Pedro and Sao Paulo Islands"
"248",519520,519520,701064,"Genus","Thyasira","Lamarck, 1818",138552,2,1,"Mollusca","Lucinoida","Thyasiridae","Thyasira","Bivalvia",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"249",519696,519696,442026,"Genus","Thysanoessa","Brandt, 1851",110679,2,1,"Arthropoda","Euphausiacea","Euphausiidae","Thysanoessa","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"250",519704,519704,519696,"Species","Thysanoessa longicaudata","(Krøyer, 1846)",110709,3,1,"Arthropoda","Euphausiacea","Euphausiidae","Thysanoessa","Malacostraca","Thysanoessa longicaudata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"251",520186,520186,701093,"Species","Tomopteris nisseni","Rosa, 1908",131562,2,1,"Annelida","Phyllodocida","Tomopteridae","Tomopteris","Polychaeta","Tomopteris nisseni",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"252",520193,520193,701093,"Species","Tomopteris septentrionalis","Steenstrup, 1849",131568,1,1,"Annelida","Phyllodocida","Tomopteridae","Tomopteris","Polychaeta","Tomopteris septentrionalis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"253",520304,520304,761684,"Genus","Tornus","Turton & Kingston, 1830",138559,4,1,"Mollusca","Littorinimorpha","Tornidae","Tornus","Gastropoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"254",520819,520819,520816,"Species","Travisiopsis lanceolata","Southern, 1910",131579,3,1,"Annelida","Phyllodocida","Typhloscolecidae","Travisiopsis","Polychaeta","Travisiopsis lanceolata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"255",521068,521068,701145,"Species","Trichodesmium thiebautii","Gomont ex Gomont, 1890",660966,1,1,"Cyanobacteria","Oscillatoriales","Phormidiaceae","Trichodesmium","Cyanophyceae","Trichodesmium thiebautii",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"256",522921,522921,768187,"Species","Turborotalita quinqueloba","(Natland, 1938)",113462,3,2,"Foraminifera","Globigerinida","Globigerinidae","Turborotalita","Globothalamea","Turborotalita quinqueloba",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"257",523641,523641,523639,"Species","Umbellosphaera tenuis","(Kamptner) Paasche, 1955",235983,3,1,"Haptophyta",NA,"Umbellosphaeraceae","Umbellosphaera","Haptophyta incertae sedis","Umbellosphaera tenuis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"258",523769,523769,762503,"Species","Undinula vulgaris","(Dana, 1849)",104473,4,1,"Arthropoda","Calanoida","Calanidae","Undinula",NA,"Undinula vulgaris",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"259",524388,524388,524383,"Species","Vanadis formosa","Claparède, 1870",129765,1,1,"Annelida","Phyllodocida","Alciopidae","Vanadis","Polychaeta","Vanadis formosa",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"260",525133,525133,525150,"Genus","Vibilia","Milne Edwards, 1830",101812,2,1,"Arthropoda","Amphipoda","Vibiliidae","Vibilia","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"261",526150,526150,526149,"Species","Xiphias gladius","Linnaeus, 1758",127094,58,1,"Chordata","Perciformes","Xiphiidae","Xiphias","Actinopteri","Xiphias gladius",TRUE,"LC",NA,"Sao Pedro and Sao Paulo Islands"
"262",526783,526783,701403,"Species","Zoanthus sociatus","(Ellis, 1768)",288843,1,1,"Cnidaria","Zoantharia","Zoanthidae","Zoanthus","Anthozoa","Zoanthus sociatus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"263",527057,527057,402845,"Species","Anemonia sargassiensis","Hargitt, 1908",283333,2,1,"Cnidaria","Actiniaria","Actiniidae","Anemonia","Anthozoa","Anemonia sargassiensis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"264",528556,528556,778076,"Species","Oikopleura (Vexillaria) dioica","Fol, 1872",103407,2,1,"Chordata","Copelata","Oikopleuridae","Oikopleura","Appendicularia","Oikopleura (Vexillaria) dioica",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"265",532074,532074,775107,"Species","Abyssaranea rupis","Wilson & Hessler, 1974",258627,4,2,"Arthropoda","Isopoda","Haplomunnidae","Abyssaranea","Malacostraca","Abyssaranea rupis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"266",534962,534962,772829,"Species","Atlantistylis chauvini","Reyss, 1975",181914,2,1,"Arthropoda","Cumacea","Diastylidae","Atlantistylis","Malacostraca","Atlantistylis chauvini",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"267",536668,536668,609164,"Species","Campylaspis aculeata","Jones, 1974",182372,1,1,"Arthropoda","Cumacea","Nannastacidae","Campylaspis","Malacostraca","Campylaspis aculeata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"268",536674,536674,609164,"Species","Campylaspis glebulosa","Jones, 1974",182403,3,1,"Arthropoda","Cumacea","Nannastacidae","Campylaspis","Malacostraca","Campylaspis glebulosa",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"269",540272,540272,768592,"Species","Disparella valida","Hessler, 1970",118547,2,1,"Arthropoda","Isopoda","Desmosomatidae","Disparella","Malacostraca","Disparella valida",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"270",541462,541462,441402,"Species","Eugerda fulcimandibulata","Hessler, 1970",118552,3,2,"Arthropoda","Isopoda","Desmosomatidae","Eugerda","Malacostraca","Eugerda fulcimandibulata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"271",541470,541470,441406,"Species","Eugerdella ischnomesoides","Hessler, 1970",118565,1,1,"Arthropoda","Isopoda","Desmosomatidae","Eugerdella","Malacostraca","Eugerdella ischnomesoides",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"272",544548,544548,456927,"Species","Ilyarachna triangulata","Menzies, 1962",255872,1,1,"Arthropoda","Isopoda","Munnopsidae","Ilyarachna","Malacostraca","Ilyarachna triangulata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"273",545051,545051,636717,"Species","Labidocera nerii","(Krøyer, 1849)",104733,1,1,"Arthropoda","Calanoida","Pontellidae","Labidocera",NA,"Labidocera nerii",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"274",548654,548654,475119,"Species","Nannoniscoides biscutatus","Siebenaller & Hessler, 1977",261392,2,1,"Arthropoda","Isopoda","Nannoniscidae","Nannoniscoides","Malacostraca","Nannoniscoides biscutatus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"275",548695,548695,475164,"Species","Nanocassiope melanodactyla","(A. Milne-Edwards, 1867)",107433,3,1,"Arthropoda","Decapoda","Xanthidae","Nanocassiope","Malacostraca","Nanocassiope melanodactyla",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"276",552484,552484,490706,"Species","Phalacrophorus uniformis","Reibisch, 1895",209713,1,1,"Annelida","Phyllodocida","Iospilidae","Phalacrophorus","Polychaeta","Phalacrophorus uniformis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"277",554046,554046,497918,"Species","Prochelator abyssalis","Hessler, 1970",118583,1,1,"Arthropoda","Isopoda","Desmosomatidae","Prochelator","Malacostraca","Prochelator abyssalis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"278",558840,558840,775478,"Species","Thylakogaster peterpauli","Wilson & Hessler, 1974",263528,5,2,"Arthropoda","Isopoda","Haplomunnidae","Thylakogaster","Malacostraca","Thylakogaster peterpauli",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"279",587435,587435,408463,"Species","Aulostomus strigosus","Wheeler, 1955",278081,1,1,"Chordata","Syngnathiformes","Aulostomidae","Aulostomus","Actinopteri","Aulostomus strigosus",TRUE,"LC",NA,"Sao Pedro and Sao Paulo Islands"
"280",587776,587776,745226,"Species","Enneanectes smithi","Lubbock & Edwards, 1981",280684,1,1,"Chordata","Perciformes","Tripterygiidae","Enneanectes","Actinopteri","Enneanectes smithi",TRUE,"VU",NA,"Sao Pedro and Sao Paulo Islands"
"281",588151,588151,698835,"Species","Muraena pavonina","Richardson, 1845",271902,1,1,"Chordata","Anguilliformes","Muraenidae","Muraena","Actinopteri","Muraena pavonina",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"282",588411,588411,769020,"Species","Prognathodes obliquus","(Lubbock & Edwards, 1980)",273377,1,1,"Chordata","Perciformes","Chaetodontidae","Prognathodes","Actinopteri","Prognathodes obliquus",TRUE,"DD",NA,"Sao Pedro and Sao Paulo Islands"
"283",588536,588536,700418,"Species","Scorpaenodes insularis","Eschmeyer, 1971",274747,1,1,"Chordata","Scorpaeniformes","Scorpaenidae","Scorpaenodes","Actinopteri","Scorpaenodes insularis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"284",588582,588582,513102,"Species","Stegastes sanctipauli","Lubbock & Edwards, 1981",276685,1,1,"Chordata","Perciformes","Pomacentridae","Stegastes","Actinopteri","Stegastes sanctipauli",TRUE,"VU",NA,"Sao Pedro and Sao Paulo Islands"
"285",606072,606072,775502,"Species","Bellibos (Bemerria) monicae","(Chardy, 1975)",264169,1,1,"Arthropoda","Isopoda","Munnopsidae","Bellibos","Malacostraca","Bellibos (Bemerria) monicae",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"286",608894,608894,485319,"Genus","Calocalanus","Giesbrecht, 1888",104193,1,1,"Arthropoda","Calanoida","Paracalanidae","Calocalanus",NA,NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"287",608899,608899,608894,"Species","Calocalanus pavo","(Dana, 1852)",104669,3,1,"Arthropoda","Calanoida","Paracalanidae","Calocalanus",NA,"Calocalanus pavo",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"288",609426,609426,416193,"Genus","Candacia","Dana, 1846",104157,1,1,"Arthropoda","Calanoida","Candaciidae","Candacia",NA,NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"289",610522,610522,741121,"Species","Caulerpa racemosa","(Forsskål) J.Agardh, 1873",144472,1,1,"Chlorophyta","Bryopsidales","Caulerpaceae","Caulerpa","Ulvophyceae","Caulerpa racemosa",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"290",610819,610819,418226,"Species","Centropages violaceus","(Claus, 1863)",104500,2,1,"Arthropoda","Calanoida","Centropagidae","Centropages",NA,"Centropages violaceus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"291",612404,612404,420889,"Species","Chelophyes appendiculata","(Eschscholtz, 1829)",135417,2,1,"Cnidaria","Siphonophorae","Diphyidae","Chelophyes","Hydrozoa","Chelophyes appendiculata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"292",614106,614106,696573,"Species","Clausocalanus furcatus","(Brady, 1883)",104503,4,1,"Arthropoda","Calanoida","Clausocalanidae","Clausocalanus",NA,"Clausocalanus furcatus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"293",614112,614112,696573,"Species","Clausocalanus lividus","Frost & Fleminger, 1968",104505,1,1,"Arthropoda","Calanoida","Clausocalanidae","Clausocalanus",NA,"Clausocalanus lividus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"294",615444,615444,1011836,"Genus","Conchoecia","Dana, 1849",127533,4,1,"Arthropoda","Halocyprida","Halocyprididae","Conchoecia","Ostracoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"295",616514,616514,427133,"Genus","Corycaeus","Dana, 1845",128634,2,1,"Arthropoda","Poecilostomatoida","Corycaeidae","Corycaeus",NA,NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"296",616642,616642,743005,"Species","Coryphaena hippurus","Linnaeus, 1758",126846,2,1,"Chordata","Perciformes","Coryphaenidae","Coryphaena","Actinopteri","Coryphaena hippurus",TRUE,"LC",NA,"Sao Pedro and Sao Paulo Islands"
"297",619795,619795,539535,"Species","Danielopolina carolinae","Kornicker & Sohn",NA,1,1,"Arthropoda","Halocyprida","Thaumatocyprididae","Danielopolina","Ostracoda","Danielopolina carolinae",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"298",620712,620712,784120,"Species","Diaphus brachycephalus","Tåning, 1928",126589,2,2,"Chordata","Myctophiformes","Myctophidae","Diaphus","Actinopteri","Diaphus brachycephalus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"299",620721,620721,784120,"Species","Diaphus dumerilii","(Bleeker, 1856)",126590,4,2,"Chordata","Myctophiformes","Myctophidae","Diaphus","Actinopteri","Diaphus dumerilii",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"300",620735,620735,784120,"Species","Diaphus lucidus","(Goode & Bean, 1896)",126593,2,2,"Chordata","Myctophiformes","Myctophidae","Diaphus","Actinopteri","Diaphus lucidus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"301",620737,620737,784120,"Species","Diaphus luetkeni","(Brauer, 1904)",158889,2,2,"Chordata","Myctophiformes","Myctophidae","Diaphus","Actinopteri","Diaphus luetkeni",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"302",621180,621180,621162,"Species","Dinophysis hastata","Stein, 1883",109627,1,1,"Myzozoa","Dinophysiales","Dinophysiaceae","Dinophysis","Dinophyceae","Dinophysis hastata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"303",621354,621354,849990,"Species","Diphyes dispar","Chamisso & Eysenhardt, 1821",135420,1,1,"Cnidaria","Siphonophorae","Diphyidae","Diphyes","Hydrozoa","Diphyes dispar",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"304",623163,623163,769015,"Species","Elagatis bipinnulata","(Quoy & Gaimard, 1825)",126809,12,1,"Chordata","Perciformes","Carangidae","Elagatis","Actinopteri","Elagatis bipinnulata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"305",623185,623185,803442,"Genus","Elasmopus","Costa, 1853",101671,3,1,"Arthropoda","Amphipoda","Maeridae","Elasmopus","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"306",623216,623216,623185,"Species","Elasmopus rapax","Costa, 1853",102805,3,1,"Arthropoda","Amphipoda","Maeridae","Elasmopus","Malacostraca","Elasmopus rapax",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"307",623224,623224,623185,"Species","Elasmopus spinidactylus","Chevreux, 1907",531715,2,1,"Arthropoda","Amphipoda","Maeridae","Elasmopus","Malacostraca","Elasmopus spinidactylus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"308",623575,623575,438445,"Species","Enchelycore nigricans","(Bonnaterre, 1788)",271808,1,1,"Chordata","Anguilliformes","Muraenidae","Enchelycore","Actinopteri","Enchelycore nigricans",TRUE,"LC",NA,"Sao Pedro and Sao Paulo Islands"
"309",625137,625137,745619,"Genus","Euchaeta","Philippi, 1843",104174,2,1,"Arthropoda","Calanoida","Euchaetidae","Euchaeta",NA,NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"310",625454,625454,745700,"Species","Eudoxoides mitra","(Huxley, 1859)",135423,3,1,"Cnidaria","Siphonophorae","Diphyidae","Eudoxoides","Hydrozoa","Eudoxoides mitra",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"311",625561,625561,779102,"Family","Eulimidae","Philippi, 1853",135,1,1,"Mollusca","Littorinimorpha","Eulimidae",NA,"Gastropoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"312",626317,626317,442725,"Species","Euterpina acutifrons","(Dana, 1847)",116162,1,1,"Arthropoda","Harpacticoida","Tachidiidae","Euterpina",NA,"Euterpina acutifrons",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"313",626510,626510,443060,"Species","Exocoetus volitans","Linnaeus, 1758",126385,2,2,"Chordata","Beloniformes","Exocoetidae","Exocoetus","Actinopteri","Exocoetus volitans",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"314",629048,629048,746895,"Genus","Globorotalia","Cushman, 1927",112200,2,1,"Foraminifera","Globigerinida","Globorotaliidae","Globorotalia","Globothalamea",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"315",631231,631231,450360,"Species","Halichoeres radiatus","(Linnaeus, 1758)",275793,1,1,"Chordata","Perciformes","Labridae","Halichoeres","Actinopteri","Halichoeres radiatus",TRUE,"LC",NA,"Sao Pedro and Sao Paulo Islands"
"316",634285,634285,836015,"Genus","Hyale","Rathke, 1837",101547,3,1,"Arthropoda","Amphipoda","Hyalidae","Hyale","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"317",634801,634801,456041,"Species","Hyperoche medusarum","(Kröyer, 1838)",103256,4,1,"Arthropoda","Amphipoda","Hyperiidae","Hyperoche","Malacostraca","Hyperoche medusarum",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"318",636268,636268,769050,"Species","Katsuwonus pelamis","(Linnaeus, 1758)",127018,704,1,"Chordata","Perciformes","Scombridae","Katsuwonus","Actinopteri","Katsuwonus pelamis",TRUE,"LC",NA,"Sao Pedro and Sao Paulo Islands"
"319",637718,637718,460752,"Species","Ledella ultima","(E. A. Smith, 1885)",428694,2,2,"Mollusca","Nuculanoida","Nuculanidae","Ledella","Bivalvia","Ledella ultima",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"320",639276,639276,767088,"Genus","Limacina","Bosc, 1817",138122,2,1,"Mollusca","Thecosomata","Limacinidae","Limacina","Gastropoda",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"321",640315,640315,464872,"Species","Lophelia pertusa","(Linnaeus, 1758)",135161,1,1,"Cnidaria","Scleractinia","Caryophylliidae","Lophelia","Anthozoa","Lophelia pertusa",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"322",641686,641686,750588,"Species","Macrosetella gracilis","(Dana, 1847)",116382,3,1,"Arthropoda","Harpacticoida","Miraciidae","Macrosetella",NA,"Macrosetella gracilis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"323",641968,641968,467474,"Species","Makaira nigricans","Lacepède, 1802",126950,60,1,"Chordata","Perciformes","Istiophoridae","Makaira","Actinopteri","Makaira nigricans",TRUE,"VU",NA,"Sao Pedro and Sao Paulo Islands"
"324",644603,644603,744984,"Genus","Microsetella","Brady & Robertson D., 1873",115341,1,1,"Arthropoda","Harpacticoida","Ectinosomatidae","Microsetella",NA,NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"325",644842,644842,751896,"Species","Miracia efferata","Dana, 1849",116383,4,1,"Arthropoda","Harpacticoida","Miraciidae","Miracia",NA,"Miracia efferata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"326",646926,646926,752461,"Species","Myripristis jacobus","Cuvier, 1829",159385,1,1,"Chordata","Beryciformes","Holocentridae","Myripristis","Actinopteri","Myripristis jacobus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"327",647143,647143,769248,"Species","Naiades cantrainii","Delle Chiaje, 1828",129753,1,1,"Annelida","Phyllodocida","Alciopidae","Naiades","Polychaeta","Naiades cantrainii",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"328",650772,650772,699175,"Species","Oithona robusta","Giesbrecht, 1891",106654,1,1,"Arthropoda","Cyclopoida","Oithonidae","Oithona",NA,"Oithona robusta",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"329",651484,651484,651483,"Species","Ophiaster hydroideus","(Lohmann) Lohmann, 1913",115099,2,1,"Haptophyta","Syracosphaerales","Syracosphaeraceae","Ophiaster","Prymnesiophyceae","Ophiaster hydroideus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"330",653304,653304,575394,"Species","Palythoa caribbaeorum","(Duchassaing & Michelotti, 1860)",288456,1,1,"Cnidaria","Zoanthidea","Sphenopidae","Palythoa","Anthozoa","Palythoa caribbaeorum",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"331",653519,653519,485148,"Species","Panulirus laevicauda","(Latreille, 1817)",382899,1,1,"Arthropoda","Decapoda","Palinuridae","Panulirus","Malacostraca","Panulirus laevicauda",TRUE,"DD",NA,"Sao Pedro and Sao Paulo Islands"
"332",657611,657611,491795,"Species","Phrosina semilunata","Risso, 1822",103273,3,1,"Arthropoda","Amphipoda","Phrosinidae","Phrosina","Malacostraca","Phrosina semilunata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"333",658751,658751,767839,"Species","Platypodiella spectabilis","(Herbst, 1794)",422143,1,1,"Arthropoda","Decapoda","Xanthidae","Platypodiella","Malacostraca","Platypodiella spectabilis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"334",659124,659124,494164,"Species","Pleuromamma abdominalis","(Lubbock, 1856)",104637,2,1,"Arthropoda","Calanoida","Metridinidae","Pleuromamma",NA,"Pleuromamma abdominalis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"335",659127,659127,494164,"Species","Pleuromamma borealis","Dahl F., 1893",104638,3,1,"Arthropoda","Calanoida","Metridinidae","Pleuromamma",NA,"Pleuromamma borealis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"336",660999,660999,497466,"Species","Prionace glauca","(Linnaeus, 1758)",105801,1,1,"Chordata","Carcharhiniformes","Carcharhinidae","Prionace","Elasmobranchii","Prionace glauca",TRUE,"NT",NA,"Sao Pedro and Sao Paulo Islands"
"337",661404,661404,779938,"Species","Pronoe capito","Guérin-Méneville, 1836",421617,1,1,"Arthropoda","Amphipoda","Pronoidae","Pronoe","Malacostraca","Pronoe capito",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"338",662208,662208,774015,"Species","Pseudocarcharias kamoharai","(Matsubara, 1936)",217632,33,1,"Chordata","Lamniformes","Pseudocarchariidae","Pseudocarcharias","Elasmobranchii","Pseudocarcharias kamoharai",TRUE,"NT",NA,"Sao Pedro and Sao Paulo Islands"
"339",662929,662929,500664,"Species","Pseudupeneus grandisquamis","(Gill, 1863)",273662,1,1,"Chordata","Perciformes","Mullidae","Pseudupeneus","Actinopteri","Pseudupeneus grandisquamis",TRUE,"LC",NA,"Sao Pedro and Sao Paulo Islands"
"340",664797,664797,503548,"Species","Rhincalanus cornutus","(Dana, 1849)",104542,2,1,"Arthropoda","Calanoida","Rhincalanidae","Rhincalanus",NA,"Rhincalanus cornutus",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"341",664801,664801,767643,"Species","Rhincodon typus","Smith, 1828",105847,6,2,"Chordata","Orectolobiformes","Rhincodontidae","Rhincodon","Elasmobranchii","Rhincodon typus",TRUE,"VU",NA,"Sao Pedro and Sao Paulo Islands"
"342",667368,667368,758808,"Species","Scolymia wellii","Laborel, 1967",287854,1,1,"Cnidaria","Scleractinia","Mussidae","Scolymia","Anthozoa","Scolymia wellii",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"343",668097,668097,700483,"Species","Sergestes guineensis","Crosnier & Forest",585603,2,1,"Arthropoda","Decapoda","Sergestidae","Sergestes","Malacostraca","Sergestes guineensis",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"344",668114,668114,700487,"Species","Sergia extenuata","(Burkenroad, 1940)",240789,2,1,"Arthropoda","Decapoda","Sergestidae","Sergia","Malacostraca","Sergia extenuata",NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
"345",670566,670566,842166,"Genus","Stenothoe","Dana, 1852",101770,2,1,"Arthropoda","Amphipoda","Stenothoidae","Stenothoe","Malacostraca",NA,NA,NA,NA,"Sao Pedro and Sao Paulo Islands"
