"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","redlist","status","records","datasets","phylum","order","family","genus","species","class","gisd","hab","ecoregion"
"869",657614,657614,793514,"Species","Phrygiopilus chuacucensis","Smalley",NA,NA,NA,2,1,"Arthropoda","Decapoda","Pseudothelphusidae","Phrygiopilus","Phrygiopilus chuacucensis","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"870",657621,657621,491819,"Species","Phtheirichthys lineatus","(Menzies, 1791)",126849,NA,NA,5,1,"Chordata","Perciformes","Echeneidae","Phtheirichthys","Phtheirichthys lineatus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"871",657894,657894,657893,"Subspecies","Physella (Costatella) squalida lacustris","(Clessin)",NA,NA,NA,1,1,"Mollusca","Basommatophora","Physidae","Physella","Physella (Costatella) squalida","Gastropoda",NA,NA,"Chiapas-Nicaragua"
"872",657909,657909,755800,"Species","Physiculus nematopus","Gilbert, 1890",272504,TRUE,"LC",5,2,"Chordata","Gadiformes","Moridae","Physiculus","Physiculus nematopus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"873",657911,657911,755800,"Species","Physiculus rastrelliger","Gilbert, 1890",272510,NA,NA,1,1,"Chordata","Gadiformes","Moridae","Physiculus","Physiculus rastrelliger","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"874",658526,658526,493173,"Species","Plagiotremus azaleus","(Jordan & Bollman, 1890)",278234,TRUE,"LC",25,2,"Chordata","Perciformes","Blenniidae","Plagiotremus","Plagiotremus azaleus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"875",658678,658678,776899,"Species","Platygillellus altivelis","Dawson, 1974",282271,TRUE,"NT",4,1,"Chordata","Perciformes","Dactyloscopidae","Platygillellus","Platygillellus altivelis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"876",658679,658679,776899,"Species","Platygillellus bussingi","Dawson, 1974",282273,TRUE,"NT",1,1,"Chordata","Perciformes","Dactyloscopidae","Platygillellus","Platygillellus bussingi","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"877",659573,659573,776912,"Species","Poeciliopsis elongata","(Günther, 1866)",282304,TRUE,"NT",1,1,"Chordata","Cyprinodontiformes","Poeciliidae","Poeciliopsis","Poeciliopsis elongata","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"878",659860,659860,699899,"Species","Polydactylus approximans","(Lay & Bennett, 1839)",276587,TRUE,"LC",69,5,"Chordata","Perciformes","Polynemidae","Polydactylus","Polydactylus approximans","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"879",659867,659867,699899,"Species","Polydactylus opercularis","(Gill, 1863)",367295,TRUE,"LC",23,3,"Chordata","Perciformes","Polynemidae","Polydactylus","Polydactylus opercularis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"880",660141,660141,496017,"Species","Pomacanthus zonipectus","(Gill, 1862)",276028,TRUE,"LC",11,2,"Chordata","Perciformes","Pomacanthidae","Pomacanthus","Pomacanthus zonipectus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"881",660147,660147,660145,"Subspecies","Pomacea flagellata costaricana","Martens",NA,NA,NA,2,1,"Mollusca",NA,"Ampullariidae","Pomacea","Pomacea flagellata","Gastropoda",NA,NA,"Chiapas-Nicaragua"
"882",660152,660152,660145,"Subspecies","Pomacea flagellata innexa","Crosse & Fischer",NA,NA,NA,3,1,"Mollusca",NA,"Ampullariidae","Pomacea","Pomacea flagellata","Gastropoda",NA,NA,"Chiapas-Nicaragua"
"883",660186,660186,496153,"Species","Pomadasys argenteus","(Forsskål, 1775)",218570,TRUE,"LC",1,1,"Chordata","Perciformes","Haemulidae","Pomadasys","Pomadasys argenteus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"884",660189,660189,496153,"Species","Pomadasys branickii","(Steindachner, 1879)",273503,TRUE,"LC",5,2,"Chordata","Perciformes","Haemulidae","Pomadasys","Pomadasys branickii","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"885",660193,660193,496153,"Species","Pomadasys crocro","(Cuvier, 1830)",273505,NA,NA,1,1,"Chordata","Perciformes","Haemulidae","Pomadasys","Pomadasys crocro","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"886",660196,660196,496153,"Species","Pomadasys macracanthus","(Günther, 1864)",273508,TRUE,"LC",6,1,"Chordata","Perciformes","Haemulidae","Pomadasys","Pomadasys macracanthus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"887",660265,660265,496317,"Species","Pontinus sierra","(Gilbert, 1890)",274693,TRUE,"LC",27,3,"Chordata","Scorpaeniformes","Scorpaenidae","Pontinus","Pontinus sierra","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"888",660447,660447,496641,"Species","Porichthys margaritatus","(Richardson, 1844)",275655,TRUE,"LC",66,4,"Chordata","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys margaritatus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"889",661108,661108,699990,"Species","Prionotus albirostris","Jordan & Bollman, 1890",276278,TRUE,"LC",13,2,"Chordata","Scorpaeniformes","Triglidae","Prionotus","Prionotus albirostris","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"890",661110,661110,699990,"Species","Prionotus birostratus","Richardson, 1844",276280,TRUE,"LC",8,2,"Chordata","Scorpaeniformes","Triglidae","Prionotus","Prionotus birostratus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"891",661124,661124,699990,"Species","Prionotus rubio","Jordan, 1886",276289,NA,NA,1,1,"Chordata","Scorpaeniformes","Triglidae","Prionotus","Prionotus rubio","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"892",661131,661131,699990,"Species","Prionotus stephanophrys","Lockington, 1881",276291,TRUE,"LC",43,4,"Chordata","Scorpaeniformes","Triglidae","Prionotus","Prionotus stephanophrys","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"893",661132,661132,699990,"Species","Prionotus teaguei","Briggs, 1956",276292,TRUE,"VU",1,1,"Chordata","Scorpaeniformes","Triglidae","Prionotus","Prionotus teaguei","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"894",661141,661141,756864,"Species","Prionurus punctatus","Gill, 1862",282349,TRUE,"LC",1,1,"Chordata","Perciformes","Acanthuridae","Prionurus","Prionurus punctatus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"895",661166,661166,771723,"Species","Pristigenys serrula","(Gilbert, 1891)",276037,TRUE,"LC",13,2,"Chordata","Perciformes","Priacanthidae","Pristigenys","Pristigenys serrula","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"896",661362,661362,498028,"Species","Prognichthys sealei","Abe, 1955",217874,TRUE,"LC",1,1,"Chordata","Beloniformes","Exocoetidae","Prognichthys","Prognichthys sealei","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"897",661406,661406,776929,"Species","Pronotogrammus eos","Gilbert, 1890",282364,NA,NA,7,2,"Chordata","Perciformes","Serranidae","Pronotogrammus","Pronotogrammus eos","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"898",661975,661975,661972,"Species","Psenes cyanophrys","Valenciennes, 1833",159427,NA,NA,4,1,"Chordata","Perciformes","Nomeidae","Psenes","Psenes cyanophrys","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"899",662493,662493,821824,"Species","Pseudomegamphopus barnardi","Myers, 1968",545599,NA,NA,2,1,"Arthropoda","Amphipoda","Neomegamphopidae","Pseudomegamphopus","Pseudomegamphopus barnardi","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"900",662521,662521,757282,"Species","Pseudomyrophis micropinna","Wade, 1946",282455,TRUE,"LC",1,1,"Chordata","Anguilliformes","Ophichthidae","Pseudomyrophis","Pseudomyrophis micropinna","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"901",662929,662929,500664,"Species","Pseudupeneus grandisquamis","(Gill, 1863)",273662,TRUE,"LC",41,4,"Chordata","Perciformes","Mullidae","Pseudupeneus","Pseudupeneus grandisquamis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"902",663416,663416,501467,"Species","Puffinus griseus","(Gmelin, 1789)",137202,NA,NA,2,1,"Chordata","Procellariiformes","Procellariidae","Puffinus","Puffinus griseus","Aves",NA,NA,"Chiapas-Nicaragua"
"903",663417,663417,501467,"Species","Puffinus lherminieri","Lesson, 1839",212633,TRUE,"LC",30,1,"Chordata","Procellariiformes","Procellariidae","Puffinus","Puffinus lherminieri","Aves",NA,NA,"Chiapas-Nicaragua"
"904",663421,663421,501467,"Species","Puffinus puffinus","(Brünnich, 1764)",137203,TRUE,"LC",2,1,"Chordata","Procellariiformes","Procellariidae","Puffinus","Puffinus puffinus","Aves",NA,NA,"Chiapas-Nicaragua"
"905",663633,663633,794056,"Species","Pusula radians","(Lamarck, 1810)",555749,NA,NA,1,1,"Mollusca","Littorinimorpha","Triviidae","Pusula","Pusula radians","Gastropoda",NA,NA,"Chiapas-Nicaragua"
"906",663820,663820,757636,"Species","Pyrgophorus guatemalensis","Crosse & Fischer",NA,NA,NA,3,1,"Mollusca","Littorinimorpha","Hydrobiidae","Pyrgophorus","Pyrgophorus guatemalensis","Gastropoda",NA,NA,"Chiapas-Nicaragua"
"907",663828,663828,757636,"Species","Pyrgophorus vulcani","(Martens)",NA,NA,NA,2,1,"Mollusca","Littorinimorpha","Hydrobiidae","Pyrgophorus","Pyrgophorus vulcani","Gastropoda",NA,NA,"Chiapas-Nicaragua"
"908",663988,663988,764978,"Species","Pythonichthys asodes","Rosenblatt & Rubinoff, 1972",282524,TRUE,"LC",3,1,"Chordata","Anguilliformes","Heterenchelyidae","Pythonichthys","Pythonichthys asodes","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"909",664032,664032,776981,"Species","Quassiremus nothochir","(Gilbert, 1890)",282534,TRUE,"LC",1,1,"Chordata","Anguilliformes","Ophichthidae","Quassiremus","Quassiremus nothochir","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"910",664046,664046,1011500,"Genus","Quinqueloculina","d'Orbigny, 1826",112040,NA,NA,4,1,"Foraminifera","Miliolida","Hauerinidae","Quinqueloculina",NA,"Tubothalamea",NA,NA,"Chiapas-Nicaragua"
"911",664189,664189,502486,"Species","Raja equatorialis","Jordan & Bollman, 1890",271576,TRUE,"DD",5,3,"Chordata","Rajiformes","Rajidae","Raja","Raja equatorialis","Elasmobranchii",NA,NA,"Chiapas-Nicaragua"
"912",664477,664477,503045,"Species","Remora remora","(Linnaeus, 1758)",126853,NA,NA,5,3,"Chordata","Perciformes","Echeneidae","Remora","Remora remora","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"913",664797,664797,503548,"Species","Rhincalanus cornutus","(Dana, 1849)",104542,NA,NA,1,1,"Arthropoda","Calanoida","Rhincalanidae","Rhincalanus","Rhincalanus cornutus",NA,NA,NA,"Chiapas-Nicaragua"
"914",664801,664801,767643,"Species","Rhincodon typus","Smith, 1828",105847,TRUE,"VU",9,4,"Chordata","Orectolobiformes","Rhincodontidae","Rhincodon","Rhincodon typus","Elasmobranchii",NA,NA,"Chiapas-Nicaragua"
"915",664828,664828,700223,"Species","Rhinobatos leucorhynchus","Günther, 1867",271600,TRUE,"NT",11,4,"Chordata","Rajiformes","Rhinobatidae","Rhinobatos","Rhinobatos leucorhynchus","Elasmobranchii",NA,NA,"Chiapas-Nicaragua"
"916",664831,664831,700223,"Species","Rhinobatos prahli","Acero P. & Franke, 1995",271607,TRUE,"DD",2,1,"Chordata","Rajiformes","Rhinobatidae","Rhinobatos","Rhinobatos prahli","Elasmobranchii",NA,NA,"Chiapas-Nicaragua"
"917",664961,664961,503888,"Species","Rhizoprionodon longurio","(Jordan & Gilbert, 1882)",271327,TRUE,"DD",2,2,"Chordata","Carcharhiniformes","Carcharhinidae","Rhizoprionodon","Rhizoprionodon longurio","Elasmobranchii",NA,NA,"Chiapas-Nicaragua"
"918",665155,665155,504317,"Species","Rhynchonereella angelini","(Kinberg, 1866)",416504,NA,NA,1,1,"Annelida","Phyllodocida","Alciopidae","Rhynchonereella","Rhynchonereella angelini","Polychaeta",NA,NA,"Chiapas-Nicaragua"
"919",665706,665706,505105,"Species","Rypticus bicolor","Valenciennes, 1846",275957,TRUE,"LC",25,3,"Chordata","Perciformes","Serranidae","Rypticus","Rypticus bicolor","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"920",665711,665711,505105,"Species","Rypticus nigripinnis","Gill, 1861",275961,TRUE,"LC",25,3,"Chordata","Perciformes","Serranidae","Rypticus","Rypticus nigripinnis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"921",665714,665714,505105,"Species","Rypticus saponaceus","(Bloch & Schneider, 1801)",275963,TRUE,"LC",3,1,"Chordata","Perciformes","Serranidae","Rypticus","Rypticus saponaceus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"922",665784,665784,777024,"Species","Saccogaster normae","Cohen & Nielsen, 1972",282643,NA,NA,1,1,"Chordata","Ophidiiformes","Bythitidae","Saccogaster","Saccogaster normae","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"923",666172,666172,666156,"Species","Sapphirina opalina","Dana, 1849",129054,NA,NA,2,1,"Arthropoda","Poecilostomatoida","Sapphirinidae","Sapphirina","Sapphirina opalina",NA,NA,NA,"Chiapas-Nicaragua"
"924",666436,666436,758511,"Species","Sargocentron suborbitalis","(Gill, 1863)",272219,TRUE,"LC",27,3,"Chordata","Beryciformes","Holocentridae","Sargocentron","Sargocentron suborbitalis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"925",666814,666814,700357,"Species","Scarus ghobban","Forsskål, 1775",219127,TRUE,"LC",4,2,"Chordata","Perciformes","Scaridae","Scarus","Scarus ghobban","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"926",666824,666824,700357,"Species","Scarus rubroviolaceus","Bleeker, 1847",219124,TRUE,"LC",2,2,"Chordata","Perciformes","Scaridae","Scarus","Scarus rubroviolaceus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"927",667377,667377,507935,"Species","Scomber japonicus","Houttuyn, 1782",127022,TRUE,"LC",5,3,"Chordata","Perciformes","Scombridae","Scomber","Scomber japonicus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"928",667399,667399,758817,"Species","Scomberomorus sierra","Jordan & Starks, 1895",273821,TRUE,"LC",11,2,"Chordata","Perciformes","Scombridae","Scomberomorus","Scomberomorus sierra","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"929",667466,667466,758838,"Species","Scorpaena histrio","Jenyns, 1840",274716,TRUE,"LC",10,4,"Chordata","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena histrio","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"930",667480,667480,758838,"Species","Scorpaena plumieri","Bloch, 1789",159564,NA,NA,12,4,"Chordata","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena plumieri","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"931",667482,667482,758838,"Species","Scorpaena russula","Jordan & Bollman, 1890",274735,TRUE,"LC",15,3,"Chordata","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena russula","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"932",667496,667496,700418,"Species","Scorpaenodes xyris","(Jordan & Gilbert, 1882)",274756,TRUE,"LC",36,4,"Chordata","Scorpaeniformes","Scorpaenidae","Scorpaenodes","Scorpaenodes xyris","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"933",667575,667575,773257,"Species","Scuticaria tigrina","(Lesson, 1828)",217530,NA,NA,1,1,"Chordata","Anguilliformes","Muraenidae","Scuticaria","Scuticaria tigrina","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"934",667781,667781,777047,"Species","Sectator ocyurus","(Jordan & Gilbert, 1882)",282744,NA,NA,9,2,"Chordata","Perciformes","Kyphosidae","Sectator","Sectator ocyurus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"935",667847,667847,758956,"Species","Selar crumenophthalmus","(Bloch, 1793)",159646,NA,NA,26,5,"Chordata","Perciformes","Carangidae","Selar","Selar crumenophthalmus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"936",667852,667852,758969,"Species","Selene brevoortii","(Gill, 1863)",273283,TRUE,"LC",10,3,"Chordata","Perciformes","Carangidae","Selene","Selene brevoortii","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"937",667854,667854,758969,"Species","Selene peruviana","(Guichenot, 1866)",273286,TRUE,"LC",39,3,"Chordata","Perciformes","Carangidae","Selene","Selene peruviana","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"938",668228,668228,759106,"Species","Serranus psittacinus","Valenciennes, 1846",273904,TRUE,"LC",25,3,"Chordata","Perciformes","Serranidae","Serranus","Serranus psittacinus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"939",669576,669576,512010,"Species","Sphoeroides annulatus","(Jenyns, 1842)",275272,TRUE,"LC",45,4,"Chordata","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"940",669583,669583,512010,"Species","Sphoeroides lobatus","(Steindachner, 1870)",275279,TRUE,"LC",21,4,"Chordata","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides lobatus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"941",669605,669605,759716,"Species","Sphyraena ensis","Jordan & Gilbert, 1882",273979,TRUE,"LC",23,4,"Chordata","Perciformes","Sphyraenidae","Sphyraena","Sphyraena ensis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"942",669633,669633,669623,"Species","Sphyrna tiburo","(Linnaeus, 1758)",158517,TRUE,"LC",1,1,"Chordata","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna tiburo","Elasmobranchii",NA,NA,"Chiapas-Nicaragua"
"943",670089,670089,700668,"Species","Squatina armata","(Philippi, 1887)",271665,TRUE,"DD",1,1,"Chordata","Squatiniformes","Squatinidae","Squatina","Squatina armata","Elasmobranchii",NA,NA,"Chiapas-Nicaragua"
"944",670101,670101,670094,"Species","Squilla biformis","Bigelow, 1891",409340,NA,NA,2,1,"Arthropoda","Stomatopoda","Squillidae","Squilla","Squilla biformis","Malacostraca",NA,NA,"Chiapas-Nicaragua"
"945",670239,670239,759967,"Species","Stathmonotus culebrai","Seale, 1940",282869,TRUE,"LC",9,2,"Chordata","Perciformes","Chaenopsidae","Stathmonotus","Stathmonotus culebrai","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"946",670310,670310,513102,"Species","Stegastes flavilatus","(Gill, 1862)",276668,TRUE,"LC",33,4,"Chordata","Perciformes","Pomacentridae","Stegastes","Stegastes flavilatus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"947",670322,670322,513102,"Species","Stegastes rectifraenum","(Gill, 1862)",276680,TRUE,"LC",1,1,"Chordata","Perciformes","Pomacentridae","Stegastes","Stegastes rectifraenum","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"948",670323,670323,513102,"Species","Stegastes redemptus","(Heller & Snodgrass, 1903)",276681,TRUE,"VU",3,1,"Chordata","Perciformes","Pomacentridae","Stegastes","Stegastes redemptus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"949",670413,670413,760015,"Species","Stellifer illecebrosus","Gilbert, 1898",276159,TRUE,"LC",8,2,"Chordata","Perciformes","Sciaenidae","Stellifer","Stellifer illecebrosus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"950",670417,670417,760015,"Species","Stellifer mancorensis","Chirichigno F., 1962",276161,TRUE,"LC",1,1,"Chordata","Perciformes","Sciaenidae","Stellifer","Stellifer mancorensis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"951",670438,670438,760791,"Genus","Stempellina","Thienemann",NA,NA,NA,1,1,"Arthropoda","Diptera","Chironomidae","Stempellina",NA,"Insecta",NA,NA,"Chiapas-Nicaragua"
"952",670523,670523,817631,"Species","Stenophysa impluviata","(Morelet)",NA,NA,NA,5,1,"Mollusca","Basommatophora","Physidae","Stenophysa","Stenophysa impluviata","Gastropoda",NA,NA,"Chiapas-Nicaragua"
"953",670525,670525,817631,"Species","Stenophysa maugeriae","(Gray)",NA,NA,NA,8,1,"Mollusca","Basommatophora","Physidae","Stenophysa","Stenophysa maugeriae","Gastropoda",NA,NA,"Chiapas-Nicaragua"
"954",670528,670528,856318,"Subspecies","Stenophysa peruviana spiculata","(Morelet)",NA,NA,NA,2,1,"Mollusca","Basommatophora","Physidae","Stenophysa","Stenophysa peruviana","Gastropoda",NA,NA,"Chiapas-Nicaragua"
"955",670975,670975,455048,"Order","Stomatopoda","Latreille, 1817",14355,NA,NA,4,1,"Arthropoda","Stomatopoda",NA,NA,NA,"Malacostraca",NA,NA,"Chiapas-Nicaragua"
"956",671306,671306,771720,"Species","Strongylura scapularis","(Jordan & Gilbert, 1882)",275984,TRUE,"LC",2,1,"Chordata","Beloniformes","Belonidae","Strongylura","Strongylura scapularis","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"957",671594,671594,760496,"Species","Sufflamen verres","(Gilbert & Starks, 1904)",276853,TRUE,"LC",19,4,"Chordata","Tetraodontiformes","Balistidae","Sufflamen","Sufflamen verres","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"958",671604,671604,515237,"Species","Sula leucogaster","(Boddaert, 1783)",212597,TRUE,"LC",7,1,"Chordata","Pelecaniformes","Sulidae","Sula","Sula leucogaster","Aves",NA,NA,"Chiapas-Nicaragua"
"959",671664,671664,700835,"Species","Syacium latifrons","(Jordan & Gilbert, 1882)",275840,TRUE,"LC",18,2,"Chordata","Pleuronectiformes","Paralichthyidae","Syacium","Syacium latifrons","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"960",671670,671670,700835,"Species","Syacium ovale","(Günther, 1864)",275843,TRUE,"LC",26,3,"Chordata","Pleuronectiformes","Paralichthyidae","Syacium","Syacium ovale","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"961",671793,671793,760563,"Species","Symphurus callopterus","Munroe & Mahadeva, 1989",274237,TRUE,"LC",19,2,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus callopterus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"962",671796,671796,760563,"Species","Symphurus chabanaudi","Mahadeva & Munroe, 1990",274239,TRUE,"LC",10,2,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus chabanaudi","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"963",671804,671804,760563,"Species","Symphurus elongatus","(Günther, 1868)",274241,TRUE,"LC",19,3,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus elongatus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"964",671808,671808,760563,"Species","Symphurus gorgonae","Chabanaud, 1948",274246,TRUE,"LC",2,2,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus gorgonae","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"965",671812,671812,760563,"Species","Symphurus leei","Jordan & Bollman, 1890",274251,TRUE,"LC",27,2,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus leei","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"966",671816,671816,760563,"Species","Symphurus melanurus","Clark, 1936",274257,TRUE,"LC",10,2,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus melanurus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"967",671817,671817,760563,"Species","Symphurus melasmatotheca","Munroe & Nizinski, 1990",274258,TRUE,"LC",7,1,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus melasmatotheca","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"968",671824,671824,760563,"Species","Symphurus oligomerus","Mahadeva & Munroe, 1990",274264,TRUE,"LC",12,2,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus oligomerus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"969",672065,672065,777104,"Species","Synbranchus marmoratus","Bloch, 1795",282920,NA,NA,10,1,"Chordata","Synbranchiformes","Synbranchidae","Synbranchus","Synbranchus marmoratus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"970",672225,672225,700896,"Species","Synodus evermanni","Jordan & Bollman, 1890",272124,TRUE,"LC",25,3,"Chordata","Aulopiformes","Synodontidae","Synodus","Synodus evermanni","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"971",672234,672234,700896,"Species","Synodus lacertinus","Gilbert, 1890",272130,TRUE,"LC",27,4,"Chordata","Aulopiformes","Synodontidae","Synodus","Synodus lacertinus","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"972",672235,672235,700896,"Species","Synodus lucioceps","(Ayres, 1855)",272132,TRUE,"LC",2,2,"Chordata","Aulopiformes","Synodontidae","Synodus","Synodus lucioceps","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"973",672243,672243,700896,"Species","Synodus scituliceps","Jordan & Gilbert, 1882",272139,TRUE,"LC",45,3,"Chordata","Aulopiformes","Synodontidae","Synodus","Synodus scituliceps","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"974",672244,672244,700896,"Species","Synodus sechurae","Hildebrand, 1946",272140,TRUE,"LC",5,2,"Chordata","Aulopiformes","Synodontidae","Synodus","Synodus sechurae","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"975",672278,672278,770506,"Genus","Syracosphaera","Lohmann, 1902",115084,NA,NA,1,1,"Haptophyta","Syracosphaerales","Syracosphaeraceae","Syracosphaera",NA,"Prymnesiophyceae",NA,NA,"Chiapas-Nicaragua"
"976",672496,672496,811980,"Subspecies","Tanystylum isthmiacum isthmiacum","Stock",NA,NA,NA,1,1,"Arthropoda","Pantopoda","Ammotheidae","Tanystylum","Tanystylum isthmiacum","Pycnogonida",NA,NA,"Chiapas-Nicaragua"
"977",672518,672518,822105,"Species","Taphius subpronus","(Martens)",NA,NA,NA,3,1,"Mollusca","Basommatophora","Planorbidae","Taphius","Taphius subpronus","Gastropoda",NA,NA,"Chiapas-Nicaragua"
"978",672954,672954,517392,"Species","Tellinella cumingii","(Hanley, 1844)",594061,NA,NA,1,1,"Mollusca","Cardiida","Tellinidae","Tellinella","Tellinella cumingii","Bivalvia",NA,NA,"Chiapas-Nicaragua"
"979",673019,673019,673017,"Species","Temora discaudata","Giesbrecht, 1889",220898,NA,NA,3,1,"Arthropoda","Calanoida","Temoridae","Temora","Temora discaudata",NA,NA,NA,"Chiapas-Nicaragua"
"980",673709,673709,761239,"Species","Thalassoma lucasanum","(Gill, 1862)",273584,TRUE,"LC",25,3,"Chordata","Perciformes","Labridae","Thalassoma","Thalassoma lucasanum","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"981",674162,674162,519480,"Species","Thunnus albacares","(Bonnaterre, 1788)",127027,TRUE,"NT",17,3,"Chordata","Perciformes","Scombridae","Thunnus","Thunnus albacares","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"982",674296,674296,761522,"Species","Thysanoteuthis rhombus","Troschel, 1857",141680,TRUE,"LC",1,1,"Mollusca","Oegopsida","Thysanoteuthidae","Thysanoteuthis","Thysanoteuthis rhombus","Cephalopoda",NA,NA,"Chiapas-Nicaragua"
"983",674499,674499,761650,"Species","Tomicodon abuelorum","Szelistowski, 1990",282984,TRUE,"EN",2,2,"Chordata","Gobiesociformes","Gobiesocidae","Tomicodon","Tomicodon abuelorum","Actinopteri",NA,NA,"Chiapas-Nicaragua"
"984",674745,674745,520492,"Species","Trachinotus kennedyi","Steindachner, 1876",273292,TRUE,"LC",6,2,"Chordata","Perciformes","Carangidae","Trachinotus","Trachinotus kennedyi","Actinopteri",NA,NA,"Chiapas-Nicaragua"
