"","id","valid_id","parent_id","rank_name","tname","records","datasets","phylum","order","family","genus","species","class","tauthor","worms_id","redlist","status","gisd","hab","ecoregion"
"3042",695736,695736,406160,"Species","Aristaeomorpha foliacea",35,3,"Arthropoda","Decapoda","Aristeidae","Aristaeomorpha","Aristaeomorpha foliacea","Malacostraca","(Risso, 1827)",158326,NA,NA,NA,NA,"Southwestern Caribbean"
"3043",695738,695738,406323,"Species","Armina elongata",2,1,"Mollusca","Nudibranchia","Arminidae","Armina","Armina elongata","Gastropoda","Ardila & Valdés, 2004",388585,NA,NA,NA,NA,"Southwestern Caribbean"
"3044",695740,695740,406323,"Species","Armina muelleri",2,1,"Mollusca","Nudibranchia","Arminidae","Armina","Armina muelleri","Gastropoda","(Ihering, 1886)",532413,NA,NA,NA,NA,"Southwestern Caribbean"
"3045",695743,695743,738915,"Species","Arothron hispidus",2,2,"Chordata","Tetraodontiformes","Tetraodontidae","Arothron","Arothron hispidus","Actinopteri","(Linnaeus, 1758)",219925,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"3046",695749,695749,406555,"Species","Asaphis deflorata",1,1,"Mollusca","Cardiida","Psammobiidae","Asaphis","Asaphis deflorata","Bivalvia","(Linnaeus, 1758)",213509,NA,NA,NA,NA,"Southwestern Caribbean"
"3047",695754,695754,457674,"Suborder","Asellota",1,1,"Arthropoda","Isopoda",NA,NA,NA,"Malacostraca","Latreille, 1802",13794,NA,NA,NA,NA,"Southwestern Caribbean"
"3048",695757,695757,406788,"Species","Aspella pyramidalis",1,1,"Mollusca","Neogastropoda","Muricidae","Aspella","Aspella pyramidalis","Gastropoda","(Broderip, 1833)",404877,NA,NA,NA,NA,"Southwestern Caribbean"
"3049",695763,695763,766218,"Class","Asteroidea",6,2,"Echinodermata",NA,NA,NA,NA,"Asteroidea","de Blainville, 1830",123080,NA,NA,NA,NA,"Southwestern Caribbean"
"3050",695767,695767,407268,"Species","Asteroschema oligactes",4,2,"Echinodermata","Euryalida","Asteroschematidae","Asteroschema","Asteroschema oligactes","Ophiuroidea","(Pallas, 1788)",243126,NA,NA,NA,NA,"Southwestern Caribbean"
"3051",695777,695777,769564,"Genus","Astrangia",15,4,"Cnidaria","Scleractinia","Rhizangiidae","Astrangia",NA,"Anthozoa","Milne Edwards & Haime, 1848",135126,NA,NA,NA,NA,"Southwestern Caribbean"
"3052",695778,695778,695777,"Species","Astrangia dentata",4,2,"Cnidaria","Scleractinia","Rhizangiidae","Astrangia","Astrangia dentata","Anthozoa","Verrill, 1866",287119,NA,NA,NA,NA,"Southwestern Caribbean"
"3053",695784,695784,739128,"Species","Astrapogon stellatus",10,4,"Chordata","Perciformes","Apogonidae","Astrapogon","Astrapogon stellatus","Actinopteri","(Cope, 1867)",279774,TRUE,"DD",NA,NA,"Southwestern Caribbean"
"3054",695787,695787,695798,"Genus","Astropecten",16,2,"Echinodermata","Paxillosida","Astropectinidae","Astropecten",NA,"Asteroidea","Gray, 1840",123245,NA,NA,NA,NA,"Southwestern Caribbean"
"3055",695788,695788,695787,"Species","Astropecten alligator",51,2,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Astropecten alligator","Asteroidea","Perrier, 1881",178645,NA,NA,NA,NA,"Southwestern Caribbean"
"3056",695795,695795,695787,"Species","Astropecten duplicatus",4,2,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Astropecten duplicatus","Asteroidea","Gray, 1840",178650,NA,NA,NA,NA,"Southwestern Caribbean"
"3057",695796,695796,695787,"Species","Astropecten marginatus",16,2,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Astropecten marginatus","Asteroidea","Gray, 1840",178667,NA,NA,NA,NA,"Southwestern Caribbean"
"3058",695797,695797,695787,"Species","Astropecten nitidus",22,2,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Astropecten nitidus","Asteroidea","Verrill, 1915",178668,NA,NA,NA,NA,"Southwestern Caribbean"
"3059",695798,695798,768730,"Family","Astropectinidae",1,1,"Echinodermata","Paxillosida","Astropectinidae",NA,NA,"Asteroidea","Gray, 1840",123127,NA,NA,NA,NA,"Southwestern Caribbean"
"3060",695799,695799,407620,"Species","Astrophyton muricatum",12,2,"Echinodermata","Euryalida","Gorgonocephalidae","Astrophyton","Astrophyton muricatum","Ophiuroidea","(Lamarck, 1816)",243214,NA,NA,NA,NA,"Southwestern Caribbean"
"3061",695800,695800,407623,"Species","Astropyga magnifica",8,2,"Echinodermata","Diadematoida","Diadematidae","Astropyga","Astropyga magnifica","Echinoidea","A.H. Clark, 1934",422486,NA,NA,NA,NA,"Southwestern Caribbean"
"3062",695807,695807,739204,"Species","Astyanax caucanus",1,1,"Chordata","Characiformes","Characidae","Astyanax","Astyanax caucanus","Actinopterygii","(Steindachner, 1879)",NA,NA,NA,NA,NA,"Southwestern Caribbean"
"3063",695808,695808,739204,"Species","Astyanax fasciatus",9,1,"Chordata","Characiformes","Characidae","Astyanax","Astyanax fasciatus","Actinopterygii","(Cuvier, 1819)",NA,NA,NA,NA,NA,"Southwestern Caribbean"
"3064",695812,695812,739246,"Species","Atherinella blackburni",4,3,"Chordata","Atheriniformes","Atherinopsidae","Atherinella","Atherinella blackburni","Actinopteri","(Schultz, 1949)",279796,NA,NA,NA,NA,"Southwestern Caribbean"
"3065",695813,695813,739246,"Species","Atherinella brasiliensis",4,1,"Chordata","Atheriniformes","Atherinopsidae","Atherinella","Atherinella brasiliensis","Actinopteri","(Quoy & Gaimard, 1825)",279797,NA,NA,NA,NA,"Southwestern Caribbean"
"3066",695817,695817,407974,"Species","Atlanta peronii",29,1,"Mollusca","Littorinimorpha","Atlantidae","Atlanta","Atlanta peronii","Gastropoda","Lesueur, 1817",138838,NA,NA,NA,NA,"Southwestern Caribbean"
"3067",695825,695825,408038,"Species","Atrina seminuda",14,1,"Mollusca","Ostreoida","Pinnidae","Atrina","Atrina seminuda","Bivalvia","(Lamarck, 1819)",420740,NA,NA,NA,NA,"Southwestern Caribbean"
"3068",695826,695826,408038,"Species","Atrina serrata",1,1,"Mollusca","Ostreoida","Pinnidae","Atrina","Atrina serrata","Bivalvia","(G. B. Sowerby I, 1825)",420741,NA,NA,NA,NA,"Southwestern Caribbean"
"3069",695833,695833,408458,"Species","Aulospongus samariensis",1,1,"Porifera","Axinellida","Raspailiidae","Aulospongus","Aulospongus samariensis","Demospongiae","Hooper, Lehnert & Zea, 1999",168015,NA,NA,NA,NA,"Southwestern Caribbean"
"3070",695836,695836,408463,"Species","Aulostomus maculatus",14,3,"Chordata","Syngnathiformes","Aulostomidae","Aulostomus","Aulostomus maculatus","Actinopteri","Valenciennes, 1841",278080,NA,NA,NA,NA,"Southwestern Caribbean"
"3071",695838,695838,399779,"Genus","Automate",7,1,"Arthropoda","Decapoda","Alpheidae","Automate",NA,"Malacostraca","de Man, 1888",106980,NA,NA,NA,NA,"Southwestern Caribbean"
"3072",695844,695844,1033118,"Species","Awaous tajasica",6,2,"Chordata","Perciformes","Gobiidae","Awaous","Awaous tajasica","Actinopteri","(Lichtenstein, 1822)",277426,NA,NA,NA,NA,"Southwestern Caribbean"
"3073",695845,695845,408887,"Species","Axinyssa flavolivescens",1,1,"Porifera","Suberitida","Halichondriidae","Axinyssa","Axinyssa flavolivescens","Demospongiae","Hofman & Kielman, 1992",165745,NA,NA,NA,NA,"Southwestern Caribbean"
"3074",695846,695846,408836,"Genus","Axiopsis",1,1,"Arthropoda","Decapoda","Axiidae","Axiopsis",NA,"Malacostraca","Borradaile, 1903",246229,NA,NA,NA,NA,"Southwestern Caribbean"
"3075",695852,695852,409002,"Species","Babelomurex dalli",6,1,"Mollusca","Neogastropoda","Muricidae","Babelomurex","Babelomurex dalli","Gastropoda","(Emerson & D'Attilio, 1963)",234158,NA,NA,NA,NA,"Southwestern Caribbean"
"3076",695854,695854,409002,"Species","Babelomurex mansfieldi",4,1,"Mollusca","Neogastropoda","Muricidae","Babelomurex","Babelomurex mansfieldi","Gastropoda","(McGinty, 1940)",410856,NA,NA,NA,NA,"Southwestern Caribbean"
"3077",695855,695855,409002,"Species","Babelomurex tectumsinense",3,1,"Mollusca","Neogastropoda","Muricidae","Babelomurex","Babelomurex tectumsinense","Gastropoda","(Deshayes, 1856)",410872,NA,NA,NA,NA,"Southwestern Caribbean"
"3078",695865,695865,409200,"Species","Bairdiella sanctaeluciae",7,2,"Chordata","Perciformes","Sciaenidae","Bairdiella","Bairdiella sanctaeluciae","Actinopteri","(Jordan, 1890)",276073,NA,NA,NA,NA,"Southwestern Caribbean"
"3079",695868,695868,409257,"Species","Balanophyllia bayeri",1,1,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Balanophyllia bayeri","Anthozoa","Cairns, 1979",286902,NA,NA,NA,NA,"Southwestern Caribbean"
"3080",695869,695869,409257,"Species","Balanophyllia caribbeana",8,3,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Balanophyllia caribbeana","Anthozoa","Cairns, 1977",286906,NA,NA,NA,NA,"Southwestern Caribbean"
"3081",695876,695876,409257,"Species","Balanophyllia wellsi",4,2,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Balanophyllia wellsi","Anthozoa","Cairns, 1977",286954,NA,NA,NA,NA,"Southwestern Caribbean"
"3082",695879,695879,695878,"Species","Balistes capriscus",24,3,"Chordata","Tetraodontiformes","Balistidae","Balistes","Balistes capriscus","Actinopteri","Gmelin, 1789",154721,NA,NA,NA,NA,"Southwestern Caribbean"
"3083",695883,695883,835899,"Genus","Bankia",4,1,"Mollusca","Myoida","Teredinidae","Bankia",NA,"Bivalvia","Gray, 1842",138534,NA,NA,NA,NA,"Southwestern Caribbean"
"3084",695884,695884,695883,"Species","Bankia fimbriatula",2,1,"Mollusca","Myoida","Teredinidae","Bankia","Bankia fimbriatula","Bivalvia","Moll & Roch, 1931",141599,NA,NA,NA,NA,"Southwestern Caribbean"
"3085",695885,695885,405587,"Genus","Barbatia",2,1,"Mollusca","Arcoida","Arcidae","Barbatia",NA,"Bivalvia","Gray, 1842",137672,NA,NA,NA,NA,"Southwestern Caribbean"
"3086",695887,695887,695885,"Species","Barbatia candida",15,1,"Mollusca","Arcoida","Arcidae","Barbatia","Barbatia candida","Bivalvia","(Helbling, 1779)",504386,NA,NA,NA,NA,"Southwestern Caribbean"
"3087",695888,695888,695885,"Species","Barbatia domingensis",9,2,"Mollusca","Arcoida","Arcidae","Barbatia","Barbatia domingensis","Bivalvia","(Lamarck, 1819)",582484,NA,NA,NA,NA,"Southwestern Caribbean"
"3088",695902,695902,739594,"Species","Bartschia significans",1,1,"Mollusca","Neogastropoda","Colubrariidae","Bartschia","Bartschia significans","Gastropoda","Rehder, 1943",490750,NA,NA,NA,NA,"Southwestern Caribbean"
"3089",695904,695904,739606,"Species","Bassia bassensis",1,1,"Cnidaria","Siphonophorae","Abylidae","Bassia","Bassia bassensis","Hydrozoa","(Quoy & Gaimard, 1833)",135404,NA,NA,NA,NA,"Southwestern Caribbean"
"3090",695905,695905,772706,"Species","Basterotia elliptica",1,1,"Mollusca",NA,"Basterotiidae","Basterotia","Basterotia elliptica","Bivalvia","(Récluz, 1850)",420829,NA,NA,NA,NA,"Southwestern Caribbean"
"3091",695917,695917,695916,"Species","Bathycongrus bullisi",15,3,"Chordata","Anguilliformes","Congridae","Bathycongrus","Bathycongrus bullisi","Actinopteri","(Smith & Kanazawa, 1977)",276866,NA,NA,NA,NA,"Southwestern Caribbean"
"3092",695918,695918,695916,"Species","Bathycongrus dubius",5,2,"Chordata","Anguilliformes","Congridae","Bathycongrus","Bathycongrus dubius","Actinopteri","(Breder, 1927)",276867,NA,NA,NA,NA,"Southwestern Caribbean"
"3093",695923,695923,739659,"Species","Bathygadus macrops",22,1,"Chordata","Gadiformes","Macrouridae","Bathygadus","Bathygadus macrops","Actinopteri","Goode & Bean, 1885",272309,NA,NA,NA,NA,"Southwestern Caribbean"
"3094",695926,695926,605696,"Species","Bathygobius mystacium",13,3,"Chordata","Perciformes","Gobiidae","Bathygobius","Bathygobius mystacium","Actinopteri","Ginsburg, 1947",277631,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"3095",695932,695932,410660,"Species","Bathypectinura heros",35,2,"Echinodermata","Ophiurida","Ophiodermatidae","Bathypectinura","Bathypectinura heros","Ophiuroidea","(Lyman, 1879)",124814,NA,NA,NA,NA,"Southwestern Caribbean"
"3096",695945,695945,778800,"Species","Batillaria minima",8,2,"Mollusca",NA,"Batillariidae","Batillaria","Batillaria minima","Gastropoda","(Gmelin, 1791)",446438,NA,NA,NA,NA,"Southwestern Caribbean"
"3097",695949,695949,739735,"Species","Batrachonotus fragosus",1,1,"Arthropoda","Decapoda","Inachoididae","Batrachonotus","Batrachonotus fragosus","Malacostraca","Stimpson, 1871",421962,NA,NA,NA,NA,"Southwestern Caribbean"
"3098",695951,695951,411059,"Species","Bellaspira margaritensis",14,1,"Mollusca","Neogastropoda","Drilliidae","Bellaspira","Bellaspira margaritensis","Gastropoda","McLean & L. Poorman, 1970",433129,NA,NA,NA,NA,"Southwestern Caribbean"
"3099",695962,695962,771197,"Genus","Bembrops",8,3,"Chordata","Perciformes","Percophidae","Bembrops",NA,"Actinopteri","Steindachner, 1876",159841,NA,NA,NA,NA,"Southwestern Caribbean"
"3100",695965,695965,695962,"Species","Bembrops ocellatus",30,4,"Chordata","Perciformes","Percophidae","Bembrops","Bembrops ocellatus","Actinopteri","Thompson & Suttkus, 1998",276583,NA,NA,NA,NA,"Southwestern Caribbean"
"3101",695970,695970,1029817,"Genus","Benthoctopus",1,1,"Mollusca","Octopoda","Enteroctopodidae","Benthoctopus",NA,"Cephalopoda","Grimpe, 1921",138266,NA,NA,NA,NA,"Southwestern Caribbean"
"3102",695973,695973,1014279,"Genus","Benthodesmus",3,2,"Chordata","Perciformes","Trichiuridae","Benthodesmus",NA,"Actinopteri","Goode & Bean, 1882",126096,NA,NA,NA,NA,"Southwestern Caribbean"
"3103",695977,695977,751062,"Genus","Benthomangelia",14,1,"Mollusca","Neogastropoda","Mangeliidae","Benthomangelia",NA,"Gastropoda","Thiele, 1925",137808,NA,NA,NA,NA,"Southwestern Caribbean"
"3104",695997,695997,695996,"Species","Bodianus diplotaenia",1,1,"Chordata","Perciformes","Labridae","Bodianus","Bodianus diplotaenia","Actinopteri","(Gill, 1862)",273527,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"3105",695999,695999,695996,"Species","Bodianus rufus",91,2,"Chordata","Perciformes","Labridae","Bodianus","Bodianus rufus","Actinopteri","(Linnaeus, 1758)",273541,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"3106",696010,696010,739991,"Species","Bollmannia boqueronensis",27,2,"Chordata","Perciformes","Gobiidae","Bollmannia","Bollmannia boqueronensis","Actinopteri","Evermann & Marsh, 1899",279927,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"3107",696018,696018,606802,"Subspecies","Boreotrophon aculeatus lacunellus",5,1,"Mollusca","Neogastropoda","Muricidae","Boreotrophon","Boreotrophon aculeatus","Gastropoda","(Dall, 1889)",NA,NA,NA,NA,NA,"Southwestern Caribbean"
"3108",696023,696023,740046,"Genus","Bothus",11,3,"Chordata","Pleuronectiformes","Bothidae","Bothus",NA,"Actinopteri","Rafinesque, 1810",126110,NA,NA,NA,NA,"Southwestern Caribbean"
"3109",696025,696025,696023,"Species","Bothus ocellatus",24,4,"Chordata","Pleuronectiformes","Bothidae","Bothus","Bothus ocellatus","Actinopteri","(Agassiz, 1831)",159275,NA,NA,NA,NA,"Southwestern Caribbean"
"3110",696032,696032,740091,"Species","Botula fusca",3,1,"Mollusca","Mytiloida","Mytilidae","Botula","Botula fusca","Bivalvia","(Gmelin, 1791)",420694,NA,NA,NA,NA,"Southwestern Caribbean"
"3111",696036,696036,412739,"Species","Brachidontes exustus",7,2,"Mollusca","Mytiloida","Mytilidae","Brachidontes","Brachidontes exustus","Bivalvia","(Linnaeus, 1758)",397026,NA,NA,NA,NA,"Southwestern Caribbean"
"3112",696048,696048,413112,"Species","Bregmaceros cantori",2,1,"Chordata","Gadiformes","Bregmacerotidae","Bregmaceros","Bregmaceros cantori","Actinopteri","Milliken & Houde, 1984",158924,NA,NA,NA,NA,"Southwestern Caribbean"
"3113",696049,696049,413112,"Species","Bregmaceros houdei",1,1,"Chordata","Gadiformes","Bregmacerotidae","Bregmaceros","Bregmaceros houdei","Actinopteri","Saksena & Richards, 1986",272291,NA,NA,NA,NA,"Southwestern Caribbean"
"3114",696052,696052,681016,"Species","Breviraja nigriventralis",3,1,"Chordata","Rajiformes","Rajidae","Breviraja","Breviraja nigriventralis","Elasmobranchii","McEachran & Matheson, 1985",275413,TRUE,"DD",NA,NA,"Southwestern Caribbean"
"3115",696062,696062,413226,"Species","Brissopsis atlantica",48,2,"Echinodermata","Spatangoida","Brissidae","Brissopsis","Brissopsis atlantica","Echinoidea","Mortensen, 1907",124372,NA,NA,NA,NA,"Southwestern Caribbean"
"3116",696063,696063,413226,"Species","Brissopsis elongata",54,2,"Echinodermata","Spatangoida","Brissidae","Brissopsis","Brissopsis elongata","Echinoidea","Mortensen, 1907",422510,NA,NA,NA,NA,"Southwestern Caribbean"
"3117",696064,696064,413236,"Species","Brissus unicolor",4,2,"Echinodermata","Spatangoida","Brissidae","Brissus","Brissus unicolor","Echinoidea","(Leske, 1778)",124380,NA,NA,NA,NA,"Southwestern Caribbean"
"3118",696075,696075,740258,"Species","Bryothamnion triquetrum",1,1,"Rhodophyta","Ceramiales","Rhodomelaceae","Bryothamnion","Bryothamnion triquetrum","Florideophyceae","(S.G.Gmelin) M.A.Howe, 1915",373117,NA,NA,NA,NA,"Southwestern Caribbean"
"3119",696077,696077,771742,"Species","Bryx dunckeri",7,3,"Chordata","Syngnathiformes","Syngnathidae","Bryx","Bryx dunckeri","Actinopteri","(Metzelaar, 1919)",159444,NA,NA,NA,NA,"Southwestern Caribbean"
"3120",696078,696078,771742,"Species","Bryx randalli",5,1,"Chordata","Syngnathiformes","Syngnathidae","Bryx","Bryx randalli","Actinopteri","(Herald, 1965)",276235,NA,NA,NA,NA,"Southwestern Caribbean"
"3121",696079,696079,778916,"Family","Buccinidae",19,1,"Mollusca","Neogastropoda","Buccinidae",NA,NA,"Gastropoda","Rafinesque, 1815",149,NA,NA,NA,NA,"Southwestern Caribbean"
"3122",696093,696093,413893,"Subspecies","Bursa granularis cubaniana",4,1,"Mollusca","Littorinimorpha","Bursidae","Bursa","Bursa granularis","Gastropoda","(d'Orbigny, 1842)",NA,NA,NA,NA,NA,"Southwestern Caribbean"
"3123",696104,696104,414096,"Species","Cadulus tersus",1,1,"Mollusca","Gadilida","Gadilidae","Cadulus","Cadulus tersus","Scaphopoda","Henderson, 1920",344303,NA,NA,NA,NA,"Southwestern Caribbean"
"3124",696126,696126,774967,"Species","Calaxius jenneri",3,2,"Arthropoda","Decapoda","Axiidae","Calaxius","Calaxius jenneri","Malacostraca","(Williams, 1974)",477535,NA,NA,NA,NA,"Southwestern Caribbean"
"3125",696129,696129,414545,"Species","Calcinus tibicen",4,3,"Arthropoda","Decapoda","Diogenidae","Calcinus","Calcinus tibicen","Malacostraca","(Herbst, 1791)",367457,NA,NA,NA,NA,"Southwestern Caribbean"
"3126",696133,696133,740540,"Species","Callechelys bilinearis",2,2,"Chordata","Anguilliformes","Ophichthidae","Callechelys","Callechelys bilinearis","Actinopteri","Kanazawa, 1952",275464,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"3127",696147,696147,781876,"Genus","Calliostoma",30,1,"Mollusca",NA,"Calliostomatidae","Calliostoma",NA,"Gastropoda","Swainson, 1840",138584,NA,NA,NA,NA,"Southwestern Caribbean"
"3128",696149,696149,696147,"Species","Calliostoma barbouri",1,1,"Mollusca",NA,"Calliostomatidae","Calliostoma","Calliostoma barbouri","Gastropoda","Clench & Aguayo, 1946",419405,NA,NA,NA,NA,"Southwestern Caribbean"
"3129",696151,696151,696147,"Species","Calliostoma fernandezi",2,1,"Mollusca",NA,"Calliostomatidae","Calliostoma","Calliostoma fernandezi","Gastropoda","Princz, 1978",532518,NA,NA,NA,NA,"Southwestern Caribbean"
"3130",696152,696152,696147,"Species","Calliostoma javanicum",1,1,"Mollusca",NA,"Calliostomatidae","Calliostoma","Calliostoma javanicum","Gastropoda","(Lamarck, 1822)",419417,NA,NA,NA,NA,"Southwestern Caribbean"
"3131",696156,696156,696147,"Species","Calliostoma pulchrum",1,1,"Mollusca",NA,"Calliostomatidae","Calliostoma","Calliostoma pulchrum","Gastropoda","(C. B. Adams, 1850)",419424,NA,NA,NA,NA,"Southwestern Caribbean"
"3132",696157,696157,696147,"Species","Calliostoma rosewateri",9,1,"Mollusca",NA,"Calliostomatidae","Calliostoma","Calliostoma rosewateri","Gastropoda","Clench & Turner, 1960",532536,NA,NA,NA,NA,"Southwestern Caribbean"
"3133",696158,696158,696147,"Species","Calliostoma semisuave",2,1,"Mollusca",NA,"Calliostomatidae","Calliostoma","Calliostoma semisuave","Gastropoda","Quinn, 1992",532540,NA,NA,NA,NA,"Southwestern Caribbean"
"3134",696159,696159,696147,"Species","Calliostoma serratulum",9,2,"Mollusca",NA,"Calliostomatidae","Calliostoma","Calliostoma serratulum","Gastropoda","Quinn, 1992",532541,NA,NA,NA,NA,"Southwestern Caribbean"
"3135",696160,696160,740592,"Species","Calliotropis lissocona",7,1,"Mollusca",NA,"Calliotropidae","Calliotropis","Calliotropis lissocona","Gastropoda","(Dall, 1881)",419384,NA,NA,NA,NA,"Southwestern Caribbean"
"3136",696165,696165,756823,"Genus","Callogorgia",3,1,"Cnidaria","Alcyonacea","Primnoidae","Callogorgia",NA,"Anthozoa","Gray, 1858",125317,NA,NA,NA,NA,"Southwestern Caribbean"
"3137",696167,696167,408836,"Genus","Calocaris",1,1,"Arthropoda","Decapoda","Axiidae","Calocaris",NA,"Malacostraca","Bell, 1853",107071,NA,NA,NA,NA,"Southwestern Caribbean"
"3138",696168,696168,820547,"Species","Calodisculus retiferus",2,1,"Mollusca","Heterobranchia incertae sedis","Architectonicidae","Calodisculus","Calodisculus retiferus","Gastropoda","(Dall, 1892)",NA,NA,NA,NA,NA,"Southwestern Caribbean"
"3139",696171,696171,609000,"Species","Calotrophon velero",10,1,"Mollusca","Neogastropoda","Muricidae","Calotrophon","Calotrophon velero","Gastropoda","(Vokes, 1970)",564309,NA,NA,NA,NA,"Southwestern Caribbean"
"3140",696198,696198,609426,"Species","Candacia elongata",1,1,"Arthropoda","Calanoida","Candaciidae","Candacia","Candacia elongata",NA,"(Boeck, 1872)",104477,NA,NA,NA,NA,"Southwestern Caribbean"
"3141",696209,696209,416280,"Species","Cantherhines macrocerus",2,1,"Chordata","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines macrocerus","Actinopteri","(Hollard, 1853)",276250,NA,NA,NA,NA,"Southwestern Caribbean"
"3142",696210,696210,416280,"Species","Cantherhines pullus",19,3,"Chordata","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines pullus","Actinopteri","(Ranzani, 1842)",159493,NA,NA,NA,NA,"Southwestern Caribbean"
"3143",696220,696220,416541,"Genus","Capulus",36,1,"Mollusca","Littorinimorpha","Capulidae","Capulus",NA,"Gastropoda","Montfort, 1810",137729,NA,NA,NA,NA,"Southwestern Caribbean"
"3144",696222,696222,696220,"Species","Capulus incurvatus",2,1,"Mollusca","Littorinimorpha","Capulidae","Capulus","Capulus incurvatus","Gastropoda","(Gmelin, 1791)",208543,NA,NA,NA,NA,"Southwestern Caribbean"
"3145",696224,696224,740883,"Species","Caquetaia kraussii",7,1,"Chordata","Perciformes","Cichlidae","Caquetaia","Caquetaia kraussii","Actinopterygii","(Steindachner, 1878)",NA,NA,NA,NA,NA,"Southwestern Caribbean"
"3146",696227,696227,740885,"Genus","Caranx",3,3,"Chordata","Perciformes","Carangidae","Caranx",NA,"Actinopteri","Lacepède, 1801",125936,NA,NA,NA,NA,"Southwestern Caribbean"
"3147",696229,696229,696227,"Species","Caranx caballus",4,2,"Chordata","Perciformes","Carangidae","Caranx","Caranx caballus","Actinopteri","Günther, 1868",273271,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"3148",696231,696231,696227,"Species","Caranx crysos",18,4,"Chordata","Perciformes","Carangidae","Caranx","Caranx crysos","Actinopteri","(Mitchill, 1815)",126802,TRUE,"LC",NA,NA,"Southwestern Caribbean"
"3149",696240,696240,681292,"Genus","Carcharhinus",3,3,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus",NA,"Elasmobranchii","Blainville, 1816",105719,NA,NA,NA,NA,"Southwestern Caribbean"
"3150",696241,696241,696240,"Species","Carcharhinus acronotus",1,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus acronotus","Elasmobranchii","(Poey, 1860)",158508,TRUE,"NT",NA,NA,"Southwestern Caribbean"
"3151",696253,696253,416859,"Species","Cardiomya ornatissima",9,1,"Mollusca",NA,"Cuspidariidae","Cardiomya","Cardiomya ornatissima","Bivalvia","(d'Orbigny, 1853)",408480,NA,NA,NA,NA,"Southwestern Caribbean"
"3152",696255,696255,416859,"Species","Cardiomya striata",12,1,"Mollusca",NA,"Cuspidariidae","Cardiomya","Cardiomya striata","Bivalvia","(Jeffreys, 1876)",139436,NA,NA,NA,NA,"Southwestern Caribbean"
"3153",696261,696261,779781,"Species","Carditamera gracilis",2,1,"Mollusca","Carditoida","Carditidae","Carditamera","Carditamera gracilis","Bivalvia","(Shuttleworth, 1856)",504860,NA,NA,NA,NA,"Southwestern Caribbean"
"3154",696267,696267,769802,"Species","Caretta caretta",70,6,"Chordata","Testudines","Cheloniidae","Caretta","Caretta caretta","Reptilia","(Linnaeus, 1758)",137205,TRUE,"EN",NA,NA,"Southwestern Caribbean"
"3155",696268,696268,767747,"Infraorder","Caridea",4,2,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca","Dana, 1852",106674,NA,NA,NA,NA,"Southwestern Caribbean"
"3156",696278,696278,741012,"Species","Caryometra atlantidis",30,2,"Echinodermata","Comatulida","Antedonidae","Caryometra","Caryometra atlantidis","Crinoidea","AH Clark, 1940",711953,NA,NA,NA,NA,"Southwestern Caribbean"
"3157",696282,696282,417267,"Species","Caryophyllia barbadensis",4,2,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Caryophyllia barbadensis","Anthozoa","Cairns, 1979",286730,NA,NA,NA,NA,"Southwestern Caribbean"
"3158",696283,696283,417267,"Species","Caryophyllia berteriana",32,5,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Caryophyllia berteriana","Anthozoa","Duchassaing, 1850",286731,NA,NA,NA,NA,"Southwestern Caribbean"
"3159",696288,696288,417443,"Species","Cassiopea frondosa",2,1,"Cnidaria","Rhizostomeae","Cassiopeidae","Cassiopea","Cassiopea frondosa","Scyphozoa","(Pallas, 1774)",287166,NA,NA,NA,NA,"Southwestern Caribbean"
"3160",696294,696294,417450,"Species","Cassis tuberosa",5,1,"Mollusca","Littorinimorpha","Cassidae","Cassis","Cassis tuberosa","Gastropoda","(Linnaeus, 1758)",224977,NA,NA,NA,NA,"Southwestern Caribbean"
"3161",696321,696321,417956,"Species","Cavolinia uncinata",17,1,"Mollusca","Thecosomata","Cavoliniidae","Cavolinia","Cavolinia uncinata","Gastropoda","(d'Orbigny, 1834)",139031,NA,NA,NA,NA,"Southwestern Caribbean"
"3162",696328,696328,418253,"Species","Centrophorus granulosus",3,3,"Chordata","Squaliformes","Centrophoridae","Centrophorus","Centrophorus granulosus","Elasmobranchii","(Bloch & Schneider, 1801)",105899,NA,NA,NA,NA,"Southwestern Caribbean"
