"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","redlist","status","hab","gisd","ecoregion"
"1277",520886,520886,520885,"Species","Tresus capax","(Gould, 1850)",367776,1,1,"Mollusca",NA,"Mactridae","Tresus","Bivalvia","Tresus capax",NA,NA,NA,NA,"Gulf of Alaska"
"1278",521048,521048,521046,"Species","Trichobranchus glacialis","Malmgren, 1866",131574,4,1,"Annelida","Terebellida","Trichobranchidae","Trichobranchus","Polychaeta","Trichobranchus glacialis",NA,NA,NA,NA,"Gulf of Alaska"
"1279",521176,521176,416541,"Genus","Trichotropis","Broderip & G. B. Sowerby I, 1829",137731,15,1,"Mollusca","Littorinimorpha","Capulidae","Trichotropis","Gastropoda",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1280",521412,521412,675324,"Species","Triglops jordani","(Jordan & Starks, 1904)",274398,1,1,"Chordata","Scorpaeniformes","Cottidae","Triglops","Actinopteri","Triglops jordani",NA,NA,NA,NA,"Gulf of Alaska"
"1281",521413,521413,675324,"Species","Triglops macellus","(Bean, 1884)",274399,55,4,"Chordata","Scorpaeniformes","Cottidae","Triglops","Actinopteri","Triglops macellus",NA,NA,NA,NA,"Gulf of Alaska"
"1282",521414,521414,675324,"Species","Triglops metopias","Gilbert & Burke, 1912",274400,1,1,"Chordata","Scorpaeniformes","Cottidae","Triglops","Actinopteri","Triglops metopias",NA,NA,NA,NA,"Gulf of Alaska"
"1283",521421,521421,675324,"Species","Triglops pingelii","Reinhardt, 1837",127207,89,6,"Chordata","Scorpaeniformes","Cottidae","Triglops","Actinopteri","Triglops pingelii",NA,NA,NA,NA,"Gulf of Alaska"
"1284",521423,521423,675324,"Species","Triglops scepticus","Gilbert, 1896",254531,21,3,"Chordata","Scorpaeniformes","Cottidae","Triglops","Actinopteri","Triglops scepticus",NA,NA,NA,NA,"Gulf of Alaska"
"1285",521424,521424,675324,"Species","Triglops xenostethus","Gilbert, 1896",274401,2,2,"Chordata","Scorpaeniformes","Cottidae","Triglops","Actinopteri","Triglops xenostethus",NA,NA,NA,NA,"Gulf of Alaska"
"1286",522379,522379,676011,"Species","Trypanosyllis aeolis","Langerhans, 1879",131463,1,1,"Annelida","Phyllodocida","Syllidae","Trypanosyllis","Polychaeta","Trypanosyllis aeolis",NA,NA,NA,NA,"Gulf of Alaska"
"1287",522921,522921,768187,"Species","Turborotalita quinqueloba","(Natland, 1938)",113462,51,2,"Foraminifera","Globigerinida","Globigerinidae","Turborotalita","Globothalamea","Turborotalita quinqueloba",NA,NA,NA,NA,"Gulf of Alaska"
"1288",522957,522957,770433,"Species","Turnerella mertensiana","(Postels & Ruprecht) F.Schmitz, 1893",372268,31,1,"Rhodophyta","Gigartinales","Furcellariaceae","Turnerella","Florideophyceae","Turnerella mertensiana",NA,NA,NA,NA,"Gulf of Alaska"
"1289",523100,523100,523099,"Species","Turtonia minuta","(Fabricius, 1780)",141875,51,3,"Mollusca","Veneroida","Veneridae","Turtonia","Bivalvia","Turtonia minuta",NA,NA,NA,NA,"Gulf of Alaska"
"1290",523284,523284,523283,"Genus","Typhloscolex","Busch, 1851",129722,5,1,"Annelida","Phyllodocida","Typhloscolecidae","Typhloscolex","Polychaeta",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1291",523286,523286,523284,"Species","Typhloscolex muelleri","Busch, 1851",131582,2,1,"Annelida","Phyllodocida","Typhloscolecidae","Typhloscolex","Polychaeta","Typhloscolex muelleri",NA,NA,NA,NA,"Gulf of Alaska"
"1292",523373,523373,523328,"Species","Typosyllis pulchra","(Berkeley & Berkeley, 1938)",334999,8,1,"Annelida","Phyllodocida","Syllidae","Typosyllis","Polychaeta","Typosyllis pulchra",NA,NA,NA,NA,"Gulf of Alaska"
"1293",523541,523541,523550,"Genus","Ulothrix","Kützing, 1833",144287,6,2,"Chlorophyta","Ulotrichales","Ulotrichaceae","Ulothrix","Ulvophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1294",523548,523548,523541,"Species","Ulothrix subflaccida","Wille, 1901",145931,1,1,"Chlorophyta","Ulotrichales","Ulotrichaceae","Ulothrix","Ulvophyceae","Ulothrix subflaccida",NA,NA,NA,NA,"Gulf of Alaska"
"1295",523550,523550,766876,"Family","Ulotrichaceae","Kützing, 1843",143790,2,1,"Chlorophyta","Ulotrichales","Ulotrichaceae",NA,"Ulvophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1296",523564,523564,701264,"Species","Ulva compressa","Linnaeus, 1753",234462,5,1,"Chlorophyta","Ulvales","Ulvaceae","Ulva","Ulvophyceae","Ulva compressa",NA,NA,NA,NA,"Gulf of Alaska"
"1297",523591,523591,701264,"Species","Ulva linza","Linnaeus, 1753",234474,73,1,"Chlorophyta","Ulvales","Ulvaceae","Ulva","Ulvophyceae","Ulva linza",NA,NA,NA,NA,"Gulf of Alaska"
"1298",523629,523629,770360,"Species","Ulvella setchellii","P.J.L.Dangeard, 1931",144888,1,1,"Chlorophyta","Ulvales","Ulvellaceae","Ulvella","Ulvophyceae","Ulvella setchellii",NA,NA,NA,NA,"Gulf of Alaska"
"1299",523642,523642,769179,"Genus","Umbellula","Gray, 1870",128499,1,1,"Cnidaria","Pennatulacea","Umbellulidae","Umbellula","Anthozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1300",523957,523957,737619,"Genus","Uria","Brisson, 1760",137041,35,4,"Chordata","Charadriiformes","Alcidae","Uria","Aves",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1301",523959,523959,523957,"Species","Uria lomvia","(Linnaeus, 1758)",137134,6,2,"Chordata","Charadriiformes","Alcidae","Uria","Aves","Uria lomvia",TRUE,"LC",NA,NA,"Gulf of Alaska"
"1302",524141,524141,523550,"Genus","Urospora","Areschoug, 1866",143805,27,1,"Chlorophyta","Ulotrichales","Ulotrichaceae","Urospora","Ulvophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1303",524196,524196,769777,"Species","Ursus maritimus","Phipps, 1774",137085,63,1,"Chordata","Carnivora","Ursidae","Ursus","Mammalia","Ursus maritimus",TRUE,"VU",NA,NA,"Gulf of Alaska"
"1304",524205,524205,677118,"Species","Urticina crassicornis","(Müller, 1776)",100832,37,2,"Cnidaria","Actiniaria","Actiniidae","Urticina","Anthozoa","Urticina crassicornis",NA,NA,NA,NA,"Gulf of Alaska"
"1305",524208,524208,677118,"Species","Urticina felina","(Linnaeus, 1761)",100834,1,1,"Cnidaria","Actiniaria","Actiniidae","Urticina","Anthozoa","Urticina felina",NA,NA,NA,NA,"Gulf of Alaska"
"1306",524578,524578,767152,"Genus","Velella","Lamarck, 1801",117200,1,1,"Cnidaria","Anthoathecata","Porpitidae","Velella","Hydrozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1307",524599,524599,779104,"Family","Velutinidae","Gray, 1840",143,1,1,"Mollusca","Littorinimorpha","Velutinidae",NA,"Gastropoda",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1308",525133,525133,525150,"Genus","Vibilia","Milne Edwards, 1830",101812,4,2,"Arthropoda","Amphipoda","Vibiliidae","Vibilia","Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1309",525137,525137,525133,"Species","Vibilia australis","Stebbing, 1888",325409,4,1,"Arthropoda","Amphipoda","Vibiliidae","Vibilia","Malacostraca","Vibilia australis",NA,NA,NA,NA,"Gulf of Alaska"
"1310",525246,525246,701332,"Genus","Virgularia","Lamarck, 1816",128503,92,2,"Cnidaria","Pennatulacea","Virgulariidae","Virgularia","Anthozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1311",525475,525475,421626,"Order","Volvocales","Oltmanns, 1904",18526,11,1,"Chlorophyta","Volvocales",NA,NA,"Chlorophyceae",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1312",525587,525587,769477,"Species","Weberella bursa","(Müller, 1806)",134232,13,1,"Porifera","Polymastiida","Polymastiidae","Weberella","Demospongiae","Weberella bursa",NA,NA,NA,NA,"Gulf of Alaska"
"1313",525740,525740,525790,"Family","Xanthidae","MacLeay, 1838",106769,2,1,"Arthropoda","Decapoda","Xanthidae",NA,"Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1314",526156,526156,777180,"Species","Xiphister atropurpureus","(Kittlitz, 1858)",283194,13,4,"Chordata","Perciformes","Stichaeidae","Xiphister","Actinopteri","Xiphister atropurpureus",NA,NA,NA,NA,"Gulf of Alaska"
"1315",526157,526157,777180,"Species","Xiphister mucosus","(Girard, 1858)",283195,8,2,"Chordata","Perciformes","Stichaeidae","Xiphister","Actinopteri","Xiphister mucosus",NA,NA,NA,NA,"Gulf of Alaska"
"1316",526313,526313,763100,"Species","Yoldia hyperborea","(Gould, 1841)",141989,7,1,"Mollusca","Nuculanoida","Yoldiidae","Yoldia","Bivalvia","Yoldia hyperborea",NA,NA,NA,NA,"Gulf of Alaska"
"1317",526481,526481,775559,"Species","Zaprora silenus","Jordan, 1896",254353,855,8,"Chordata","Perciformes","Zaproridae","Zaprora","Actinopteri","Zaprora silenus",NA,NA,NA,NA,"Gulf of Alaska"
"1318",526697,526697,526696,"Species","Ziphius cavirostris","Cuvier, 1823",137127,3,3,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius","Mammalia","Ziphius cavirostris",TRUE,"LC",NA,NA,"Gulf of Alaska"
"1319",527100,527100,738848,"Species","Aricidea (Acmira) lopezi","Berkeley & Berkeley, 1956",333036,2,1,"Annelida",NA,"Paraonidae","Aricidea","Polychaeta","Aricidea (Acmira) lopezi",NA,NA,NA,NA,"Gulf of Alaska"
"1320",527191,527191,775548,"Species","Brachyramphus brevirostris","(Vigors, 1829)",254310,9,1,"Chordata","Charadriiformes","Alcidae","Brachyramphus","Aves","Brachyramphus brevirostris",TRUE,"NT",NA,NA,"Gulf of Alaska"
"1321",528556,528556,778076,"Species","Oikopleura (Vexillaria) dioica","Fol, 1872",103407,4,1,"Chordata","Copelata","Oikopleuridae","Oikopleura","Appendicularia","Oikopleura (Vexillaria) dioica",NA,NA,NA,NA,"Gulf of Alaska"
"1322",528632,528632,699461,"Species","Pagurus capillatus","(Benedict, 1892)",254489,3,1,"Arthropoda","Decapoda","Paguridae","Pagurus","Malacostraca","Pagurus capillatus",NA,NA,NA,NA,"Gulf of Alaska"
"1323",531490,531490,748566,"Genus","Themisto","Guérin, 1825",101800,30,2,"Arthropoda","Amphipoda","Hyperiidae","Themisto","Malacostraca",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1324",532302,532302,396607,"Species","Achelia borealis","(Schimkewitsch, 1895)",134598,1,1,"Arthropoda","Pantopoda","Ammotheidae","Achelia","Pycnogonida","Achelia borealis",NA,NA,NA,NA,"Gulf of Alaska"
"1325",532499,532499,701064,"Genus","Adontorhina","Berry, 1947",345772,1,1,"Mollusca","Lucinoida","Thyasiridae","Adontorhina","Bivalvia",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1326",532650,532650,598231,"Species","Aglaophamus agilis","(Langerhans, 1880)",130343,1,1,"Annelida","Phyllodocida","Nephtyidae","Aglaophamus","Polychaeta","Aglaophamus agilis",NA,NA,NA,NA,"Gulf of Alaska"
"1327",533160,533160,401118,"Species","Amphilepis patens","Lyman, 1879",242631,1,1,"Echinodermata","Ophiurida","Amphilepididae","Amphilepis","Ophiuroidea","Amphilepis patens",NA,NA,NA,NA,"Gulf of Alaska"
"1328",533193,533193,401208,"Species","Amphiodia craterodmeta","H.L. Clark, 1911",242652,2,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Ophiuroidea","Amphiodia craterodmeta",NA,NA,NA,NA,"Gulf of Alaska"
"1329",533292,533292,401633,"Species","Amphiura carchara","H.L. Clark, 1911",242906,7,2,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea","Amphiura carchara",NA,NA,NA,NA,"Gulf of Alaska"
"1330",533945,533945,775607,"Species","Aphanasterias pycnopodia","Fisher, 1923",378815,1,1,"Echinodermata","Forcipulatida","Asteriidae","Aphanasterias","Asteroidea","Aphanasterias pycnopodia",NA,NA,NA,NA,"Gulf of Alaska"
"1331",534273,534273,405858,"Species","Argeia pugettensis","Dana, 1853",259044,16,1,"Arthropoda","Isopoda","Bopyridae","Argeia","Malacostraca","Argeia pugettensis",NA,NA,NA,NA,"Gulf of Alaska"
"1332",535040,535040,772186,"Species","Aulosaccus schulzei","Ijima, 1896",172025,4,1,"Porifera","Lyssacinosida","Rossellidae","Aulosaccus","Hexactinellida","Aulosaccus schulzei",NA,NA,NA,NA,"Gulf of Alaska"
"1333",535739,535739,772814,"Species","Bonelliopsis alaskana","Fisher, 1946",266626,1,1,"Annelida","Echiuroidea","Bonelliidae","Bonelliopsis","Polychaeta","Bonelliopsis alaskana",NA,NA,NA,NA,"Gulf of Alaska"
"1334",536112,536112,764760,"Species","Bylgides macrolepidus","(Moore, 1905)",333166,1,1,"Annelida","Phyllodocida","Polynoidae","Bylgides","Polychaeta","Bylgides macrolepidus",NA,NA,NA,NA,"Gulf of Alaska"
"1335",536350,536350,737042,"Genus","Calcigorgia","Broch, 1935",378315,2,1,"Cnidaria","Alcyonacea","Acanthogorgiidae","Calcigorgia","Anthozoa",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1336",536352,536352,536350,"Species","Calcigorgia spiculifera","Broch, 1935",378316,1,1,"Cnidaria","Alcyonacea","Acanthogorgiidae","Calcigorgia","Anthozoa","Calcigorgia spiculifera",NA,NA,NA,NA,"Gulf of Alaska"
"1337",537119,537119,696347,"Species","Ceramaster arcticus","(Verrill, 1909)",368804,1,1,"Echinodermata","Valvatida","Goniasteridae","Ceramaster","Asteroidea","Ceramaster arcticus",NA,NA,NA,NA,"Gulf of Alaska"
"1338",537124,537124,537122,"Subspecies","Ceramaster grenadensis patagonicus","(Sladen, 1889)",178085,1,1,"Echinodermata","Valvatida","Goniasteridae","Ceramaster","Asteroidea","Ceramaster grenadensis",NA,NA,NA,NA,"Gulf of Alaska"
"1339",537511,537511,612680,"Species","Chiridota discolor","Eschscholtz, 1829",152553,1,1,"Echinodermata","Apodida","Chiridotidae","Chiridota","Holothuroidea","Chiridota discolor",NA,NA,NA,NA,"Gulf of Alaska"
"1340",538904,538904,415677,"Genus","Crepipatella","Lesson, 1831",234136,1,1,"Mollusca","Littorinimorpha","Calyptraeidae","Crepipatella","Gastropoda",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1341",538936,538936,617760,"Species","Crossaster borealis","Fisher, 1906",292707,4,1,"Echinodermata","Valvatida","Solasteridae","Crossaster","Asteroidea","Crossaster borealis",NA,NA,NA,NA,"Gulf of Alaska"
"1342",538976,538976,429038,"Species","Crypthelia trophostega","Fisher, 1938",285799,2,1,"Cnidaria","Anthoathecata","Stylasteridae","Crypthelia","Hydrozoa","Crypthelia trophostega",NA,NA,NA,NA,"Gulf of Alaska"
"1343",539100,539100,429668,"Species","Culeolus pyramidalis","Ritter, 1907",250403,2,1,"Chordata","Stolidobranchia","Pyuridae","Culeolus","Ascidiacea","Culeolus pyramidalis",NA,NA,NA,NA,"Gulf of Alaska"
"1344",539228,539228,775835,"Species","Cyclohelia lamellata","Cairns, 1991",289768,1,1,"Cnidaria","Anthoathecata","Stylasteridae","Cyclohelia","Hydrozoa","Cyclohelia lamellata",NA,NA,NA,NA,"Gulf of Alaska"
"1345",539270,539270,430255,"Species","Cyclops columbianus","Lindberg, 1956",358006,6,1,"Arthropoda","Cyclopoida","Cyclopidae","Cyclops",NA,"Cyclops columbianus",NA,NA,NA,NA,"Gulf of Alaska"
"1346",539340,539340,768651,"Species","Cymbasoma rigidum","Thompson I.C., 1888",119788,14,1,"Arthropoda","Monstrilloida","Monstrillidae","Cymbasoma",NA,"Cymbasoma rigidum",NA,NA,NA,NA,"Gulf of Alaska"
"1347",539647,539647,743964,"Species","Dendrobathypathes boutillieri","Opresko, 2005",289787,3,1,"Cnidaria","Antipatharia","Schizopathidae","Dendrobathypathes","Anthozoa","Dendrobathypathes boutillieri",NA,NA,NA,NA,"Gulf of Alaska"
"1348",539659,539659,432720,"Species","Dendrodoa aggregata","Müller, 1776",103880,5,1,"Chordata","Stolidobranchia","Styelidae","Dendrodoa","Ascidiacea","Dendrodoa aggregata",NA,NA,NA,NA,"Gulf of Alaska"
"1349",540276,540276,435590,"Species","Disseta scopularis","(Brady, 1883)",346378,1,1,"Arthropoda","Calanoida","Heterorhabdidae","Disseta",NA,"Disseta scopularis",NA,NA,NA,NA,"Gulf of Alaska"
"1350",540543,540543,436794,"Species","Dynamene tuberculosa","Richardson, 1899",291369,1,1,"Arthropoda","Isopoda","Sphaeromatidae","Dynamene","Malacostraca","Dynamene tuberculosa",NA,NA,NA,NA,"Gulf of Alaska"
"1351",540815,540815,540807,"Species","Elaphoidella kodiakensis","Wilson, 1975",358438,1,1,"Arthropoda","Harpacticoida","Canthocamptidae","Elaphoidella",NA,"Elaphoidella kodiakensis",NA,NA,NA,NA,"Gulf of Alaska"
"1352",541382,541382,441054,"Species","Euchone longifissurata","Uschakov, 1950",327553,1,1,"Annelida","Sabellida","Sabellidae","Euchone","Polychaeta","Euchone longifissurata",NA,NA,NA,NA,"Gulf of Alaska"
"1353",541457,541457,441366,"Species","Eudorellopsis biplicata","Calman, 1912",157819,1,1,"Arthropoda","Cumacea","Leuconidae","Eudorellopsis","Malacostraca","Eudorellopsis biplicata",NA,NA,NA,NA,"Gulf of Alaska"
"1354",541471,541471,441406,"Species","Eugerdella minutula","Mezhov, 1986",255689,1,1,"Arthropoda","Isopoda","Desmosomatidae","Eugerdella","Malacostraca","Eugerdella minutula",NA,NA,NA,NA,"Gulf of Alaska"
"1355",542066,542066,443372,"Species","Farrea beringiana","Okada, 1932",171738,1,1,"Porifera","Hexactinosida","Farreidae","Farrea","Hexactinellida","Farrea beringiana",NA,NA,NA,NA,"Gulf of Alaska"
"1356",543172,543172,450559,"Species","Haliclystus stejnegeri","Kishinouye, 1899",287230,1,1,"Cnidaria","Stauromedusae","Haliclystidae","Haliclystus","Staurozoa","Haliclystus stejnegeri",NA,NA,NA,NA,"Gulf of Alaska"
"1357",543261,543261,531524,"Species","Haloschizopera apprisea","Gee & Fleeger, 1990",352067,2,1,"Arthropoda","Harpacticoida","Miraciidae","Haloschizopera",NA,"Haloschizopera apprisea",NA,NA,NA,NA,"Gulf of Alaska"
"1358",543459,543459,747734,"Species","Harpacticus compressus","Frost, 1967",352108,3,1,"Arthropoda","Harpacticoida","Harpacticidae","Harpacticus",NA,"Harpacticus compressus",NA,NA,NA,NA,"Gulf of Alaska"
"1359",543522,543522,769517,"Species","Hedgpethia chitinosa","(Hilton, 1943)",239761,1,1,"Arthropoda","Pantopoda","Colossendeidae","Hedgpethia","Pycnogonida","Hedgpethia chitinosa",NA,NA,NA,NA,"Gulf of Alaska"
"1360",543523,543523,769517,"Species","Hedgpethia dofleini","(Loman, 1911)",240003,1,1,"Arthropoda","Pantopoda","Colossendeidae","Hedgpethia","Pycnogonida","Hedgpethia dofleini",NA,NA,NA,NA,"Gulf of Alaska"
"1361",543707,543707,632747,"Species","Henricia tumida","Verrill, 1914",369147,2,1,"Echinodermata","Spinulosida","Echinasteridae","Henricia","Asteroidea","Henricia tumida",NA,NA,NA,NA,"Gulf of Alaska"
"1362",543745,543745,769218,"Species","Herrmannella kodiakensis","Humes, 1995",356640,4,1,"Arthropoda","Poecilostomatoida","Lichomolgidae","Herrmannella",NA,"Herrmannella kodiakensis",NA,NA,NA,NA,"Gulf of Alaska"
"1363",544042,544042,544029,"Species","Holascus undulatus","Schulze, 1899",171925,1,1,"Porifera","Lyssacinosida","Euplectellidae","Holascus","Hexactinellida","Holascus undulatus",NA,NA,NA,NA,"Gulf of Alaska"
"1364",545523,545523,461734,"Species","Leptasterias hylodes","Fisher, 1930",379714,9,1,"Echinodermata","Forcipulatida","Asteriidae","Leptasterias","Asteroidea","Leptasterias hylodes",NA,NA,NA,NA,"Gulf of Alaska"
"1365",545575,545575,771597,"Species","Leptodiaptomus sicilis","(Forbes S.A., 1882)",359000,1,1,"Arthropoda","Calanoida","Diaptomidae","Leptodiaptomus",NA,"Leptodiaptomus sicilis",NA,NA,NA,NA,"Gulf of Alaska"
"1366",545745,545745,528096,"Subspecies","Lethasterias nanimensis chelifera","(Verrill, 1914)",369076,2,1,"Echinodermata","Forcipulatida","Asteriidae","Lethasterias","Asteroidea","Lethasterias nanimensis",NA,NA,NA,NA,"Gulf of Alaska"
"1367",546011,546011,463618,"Species","Lineus torquatus","Coe, 1901",155900,1,1,"Nemertea",NA,"Lineidae","Lineus","Anopla","Lineus torquatus",NA,NA,NA,NA,"Gulf of Alaska"
"1368",547846,547846,471838,"Species","Mirabilicoxa richardsoni","Mezhov, 1986",255700,2,2,"Arthropoda","Isopoda","Desmosomatidae","Mirabilicoxa","Malacostraca","Mirabilicoxa richardsoni",NA,NA,NA,NA,"Gulf of Alaska"
"1369",547996,547996,752032,"Species","Molgula oregonia","Ritter, 1913",250904,1,1,"Chordata","Stolidobranchia","Molgulidae","Molgula","Ascidiacea","Molgula oregonia",NA,NA,NA,NA,"Gulf of Alaska"
"1370",548118,548118,472898,"Subspecies","Monstrilla wandelii tropica","Suárez-Morales, 1996",362862,4,1,"Arthropoda","Monstrilloida","Monstrillidae","Monstrilla",NA,"Monstrilla wandelii",NA,NA,NA,NA,"Gulf of Alaska"
"1371",548663,548663,752556,"Species","Nannoniscus cristatus","Mezhov, 1986",256304,1,1,"Arthropoda","Isopoda","Nannoniscidae","Nannoniscus","Malacostraca","Nannoniscus cristatus",NA,NA,NA,NA,"Gulf of Alaska"
"1372",548667,548667,752556,"Species","Nannoniscus menziesi","Mezhov, 1986",256309,1,1,"Arthropoda","Isopoda","Nannoniscidae","Nannoniscus","Malacostraca","Nannoniscus menziesi",NA,NA,NA,NA,"Gulf of Alaska"
"1373",549159,549159,477641,"Species","Nephtys schmitti","Hartman, 1938",334154,1,1,"Annelida","Phyllodocida","Nephtyidae","Nephtys","Polychaeta","Nephtys schmitti",NA,NA,NA,NA,"Gulf of Alaska"
"1374",549453,549453,768445,"Species","Notostomum cyclostomum","(Johansson, 1898)",370644,4,1,"Annelida","Rhynchobdellida","Piscicolidae","Notostomum","Clitellata","Notostomum cyclostomum",NA,NA,NA,NA,"Gulf of Alaska"
"1375",550167,550167,481560,"Species","Ophiacantha lepidota","H.L. Clark, 1911",243370,1,1,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiacantha","Ophiuroidea","Ophiacantha lepidota",NA,NA,NA,NA,"Gulf of Alaska"
"1376",550200,550200,481560,"Species","Ophiacantha trachybactra","H.L. Clark, 1911",243420,1,1,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiacantha","Ophiuroidea","Ophiacantha trachybactra",NA,NA,NA,NA,"Gulf of Alaska"
"1377",550474,550474,753881,"Species","Ophiopenia disacantha","H.L. Clark, 1911",243904,2,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiopenia","Ophiuroidea","Ophiopenia disacantha",NA,NA,NA,NA,"Gulf of Alaska"
"1378",550475,550475,753881,"Species","Ophiopenia tetracantha","H.L. Clark, 1911",243905,1,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiopenia","Ophiuroidea","Ophiopenia tetracantha",NA,NA,NA,NA,"Gulf of Alaska"
"1379",550489,550489,482232,"Species","Ophiophthalmus cataleimmoidus","(H.L. Clark, 1911)",245721,6,1,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiophthalmus","Ophiuroidea","Ophiophthalmus cataleimmoidus",NA,NA,NA,NA,"Gulf of Alaska"
"1380",550492,550492,482232,"Species","Ophiophthalmus normani","(Lyman, 1879)",245720,9,1,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiophthalmus","Ophiuroidea","Ophiophthalmus normani",NA,NA,NA,NA,"Gulf of Alaska"
"1381",550622,550622,699382,"Species","Ophiura atacta","H.L. Clark, 1911",244259,1,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiura","Ophiuroidea","Ophiura atacta",NA,NA,NA,NA,"Gulf of Alaska"
"1382",550628,550628,699382,"Species","Ophiura cryptolepis","H.L. Clark, 1911",244266,4,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiura","Ophiuroidea","Ophiura cryptolepis",NA,NA,NA,NA,"Gulf of Alaska"
"1383",550643,550643,699382,"Species","Ophiura luetkenii","(Lyman, 1860)",244282,1,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiura","Ophiuroidea","Ophiura luetkenii",NA,NA,NA,NA,"Gulf of Alaska"
"1384",550657,550657,699382,"Species","Ophiura quadrispina","H.L. Clark, 1911",244297,5,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiura","Ophiuroidea","Ophiura quadrispina",NA,NA,NA,NA,"Gulf of Alaska"
"1385",550733,550733,482923,"Species","Orbiniella nuda","Hobson, 1974",329840,56,1,"Annelida",NA,"Orbiniidae","Orbiniella","Polychaeta","Orbiniella nuda",NA,NA,NA,NA,"Gulf of Alaska"
"1386",551059,551059,699461,"Species","Pagurus brandti","(Benedict, 1892)",366661,7,1,"Arthropoda","Decapoda","Paguridae","Pagurus","Malacostraca","Pagurus brandti",NA,NA,NA,NA,"Gulf of Alaska"
"1387",551274,551274,485443,"Species","Paracerceis cordata","(Richardson, 1899)",261819,1,1,"Arthropoda","Isopoda","Sphaeromatidae","Paracerceis","Malacostraca","Paracerceis cordata",NA,NA,NA,NA,"Gulf of Alaska"
"1388",551787,551787,767559,"Species","Paraugaptilus meridionalis","Wolfenden, 1911",104367,1,1,"Arthropoda","Calanoida","Arietellidae","Paraugaptilus",NA,"Paraugaptilus meridionalis",NA,NA,NA,NA,"Gulf of Alaska"
"1389",552240,552240,489324,"Species","Pentidotea wosnesenskii","(Brandt, 1851)",261982,4,2,"Arthropoda","Isopoda","Idoteidae","Pentidotea","Malacostraca","Pentidotea wosnesenskii",NA,NA,NA,NA,"Gulf of Alaska"
"1390",554071,554071,772784,"Species","Prometor grandis","Zenkevitch, 1957",234509,1,1,"Annelida","Echiuroidea","Bonelliidae","Prometor","Polychaeta","Prometor grandis",NA,NA,NA,NA,"Gulf of Alaska"
"1391",554175,554175,774921,"Species","Protoariciella oligobranchia","Hobson, 1976",329935,10,1,"Annelida",NA,"Orbiniidae","Protoariciella","Polychaeta","Protoariciella oligobranchia",NA,NA,NA,NA,"Gulf of Alaska"
"1392",554562,554562,500271,"Subspecies","Pseudopolydora kempi japonica","Imajima & Hartman, 1964",335668,3,1,"Annelida","Spionida","Spionidae","Pseudopolydora","Polychaeta","Pseudopolydora kempi",NA,NA,NA,NA,"Gulf of Alaska"
"1393",555114,555114,502435,"Species","Radicipes verrilli","(Wright, 1885)",286163,4,2,"Cnidaria","Alcyonacea","Chrysogorgiidae","Radicipes","Anthozoa","Radicipes verrilli",NA,NA,NA,NA,"Gulf of Alaska"
"1394",555234,555234,1014206,"Genus","Rhabdocalyptus","Schulze, 1886",178290,101,1,"Porifera","Lyssacinosida","Rossellidae","Rhabdocalyptus","Hexactinellida",NA,NA,NA,NA,NA,"Gulf of Alaska"
"1395",555514,555514,504811,"Species","Rocinela cornuta","Richardson, 1898",157911,4,1,"Arthropoda","Isopoda","Aegidae","Rocinela","Malacostraca","Rocinela cornuta",NA,NA,NA,NA,"Gulf of Alaska"
"1396",555561,555561,504952,"Subspecies","Rossia pacifica diegensis","Berry, 1912",342197,1,1,"Mollusca","Sepiida","Sepiolidae","Rossia","Cephalopoda","Rossia pacifica",NA,NA,NA,NA,"Gulf of Alaska"
