"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","hab","redlist","status","gisd","ecoregion"
"688",607848,607848,764760,"Species","Bylgides sarsi","(Kinberg in Malmgren, 1866)",130735,6,1,"Annelida","Phyllodocida","Polynoidae","Bylgides","Polychaeta","Bylgides sarsi",NA,NA,NA,NA,"Chukchi Sea"
"689",608182,608182,414462,"Species","Calanus glacialis","Jaschnov, 1955",104465,483,9,"Arthropoda","Calanoida","Calanidae","Calanus",NA,"Calanus glacialis",NA,NA,NA,NA,"Chukchi Sea"
"690",608189,608189,414462,"Species","Calanus hyperboreus","Krøyer, 1838",104467,74,8,"Arthropoda","Calanoida","Calanidae","Calanus",NA,"Calanus hyperboreus",NA,NA,NA,NA,"Chukchi Sea"
"691",608894,608894,485319,"Genus","Calocalanus","Giesbrecht, 1888",104193,1,1,"Arthropoda","Calanoida","Paracalanidae","Calocalanus",NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"692",609627,609627,416445,"Species","Caprella carina","Mayer, 1903",423255,1,1,"Arthropoda","Amphipoda","Caprellidae","Caprella","Malacostraca","Caprella carina",NA,NA,NA,NA,"Chukchi Sea"
"693",609661,609661,609660,"Subspecies","Caprella striata glacialis","Mayer",NA,2,1,"Arthropoda","Amphipoda","Caprellidae","Caprella","Malacostraca","Caprella striata",NA,NA,NA,NA,"Chukchi Sea"
"694",610921,610921,418484,"Species","Cepphus columba","Pallas, 1811",343902,2,1,"Chordata","Charadriiformes","Alcidae","Cepphus","Aves","Cepphus columba",NA,TRUE,"LC",NA,"Chukchi Sea"
"695",611913,611913,420006,"Species","Chaetozone setosa","Malmgren, 1867",129955,3,1,"Annelida","Terebellida","Cirratulidae","Chaetozone","Polychaeta","Chaetozone setosa",NA,NA,NA,NA,"Chukchi Sea"
"696",612431,612431,775550,"Species","Chesnonia verrucosa","(Lockington, 1880)",254507,1,1,"Chordata","Scorpaeniformes","Agonidae","Chesnonia","Actinopteri","Chesnonia verrucosa",NA,NA,NA,NA,"Chukchi Sea"
"697",612719,612719,612715,"Species","Chirolophis snyderi","(Taranetz, 1938)",254578,5,2,"Chordata","Perciformes","Stichaeidae","Chirolophis","Actinopteri","Chirolophis snyderi",NA,TRUE,"DD",NA,"Chukchi Sea"
"698",612904,612904,421413,"Species","Chlamys rubida","(Hinds, 1845)",254460,1,1,"Mollusca","Pectinoida","Pectinidae","Chlamys","Bivalvia","Chlamys rubida",NA,NA,NA,NA,"Chukchi Sea"
"699",612931,612931,421413,"Species","Chlamys wainwrighttensis","Macneil",NA,1,1,"Mollusca","Pectinoida","Pectinidae","Chlamys","Bivalvia","Chlamys wainwrighttensis",NA,NA,NA,NA,"Chukchi Sea"
"700",613210,613210,741952,"Genus","Chromadorella","Filipjev, 1918",2278,1,1,"Nematoda","Chromadorida","Chromadoridae","Chromadorella","Chromadorea",NA,NA,NA,NA,NA,"Chukchi Sea"
"701",613211,613211,748589,"Genus","Chromadorita","Filipjev, 1922",2294,1,1,"Nematoda","Chromadorida","Chromadoridae","Chromadorita","Chromadorea",NA,NA,NA,NA,NA,"Chukchi Sea"
"702",613355,613355,422331,"Species","Chrysaora melanaster","Brandt, 1838",287209,2,2,"Cnidaria","Semaeostomeae","Pelagiidae","Chrysaora","Scyphozoa","Chrysaora melanaster",NA,NA,NA,NA,"Chukchi Sea"
"703",613777,613777,423114,"Species","Cistenides granulata","(Linnaeus, 1767)",238377,12,1,"Annelida","Terebellida","Pectinariidae","Cistenides","Polychaeta","Cistenides granulata",NA,NA,NA,NA,"Chukchi Sea"
"704",614309,614309,816794,"Species","Clinopegma magna","(Dall, 1895)",490909,1,1,"Mollusca","Neogastropoda","Buccinidae","Clinopegma","Gastropoda","Clinopegma magna",NA,NA,NA,NA,"Chukchi Sea"
"705",614533,614533,415775,"Genus","Clytia","Lamouroux, 1812",117030,3,1,"Cnidaria","Leptothecata","Campanulariidae","Clytia","Hydrozoa",NA,NA,NA,NA,NA,"Chukchi Sea"
"706",615444,615444,1011836,"Genus","Conchoecia","Dana, 1849",127533,8,1,"Arthropoda","Halocyprida","Halocyprididae","Conchoecia","Ostracoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"707",616102,616102,1030751,"Subclass","Copepoda","Milne Edwards, 1840",1080,406,10,"Arthropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"708",616379,616379,742909,"Species","Coregonus clupeaformis","(Mitchill, 1818)",158726,12,3,"Chordata","Salmoniformes","Salmonidae","Coregonus","Actinopteri","Coregonus clupeaformis",NA,NA,NA,NA,"Chukchi Sea"
"709",616972,616972,427540,"Species","Coscinodiscus oculus-iridis","(Ehrenberg) Ehrenberg, 1840",341484,2,1,"Ochrophyta","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Bacillariophyceae","Coscinodiscus oculus-iridis",NA,NA,NA,NA,"Chukchi Sea"
"710",617767,617767,617760,"Species","Crossaster papposus","(Linnaeus, 1767)",124154,42,2,"Echinodermata","Valvatida","Solasteridae","Crossaster","Asteroidea","Crossaster papposus",NA,NA,NA,NA,"Chukchi Sea"
"711",617945,617945,429192,"Species","Cryptonatica affinis","(Gmelin, 1791)",140525,15,2,"Mollusca","Littorinimorpha","Naticidae","Cryptonatica","Gastropoda","Cryptonatica affinis",NA,NA,NA,NA,"Chukchi Sea"
"712",617950,617950,771517,"Family","Cryptoniscidae","Kossmann, 1880",146881,1,1,"Arthropoda","Isopoda","Cryptoniscidae",NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"713",618105,618105,738303,"Phylum","Ctenophora","Eschscholtz, 1829",1248,35,5,"Ctenophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"714",619779,619779,857663,"Species","Dallia pectoralis","Bean, 1880",NA,7,4,"Chordata","Esociformes","Umbridae",NA,"Actinopterygii","Dallia pectoralis",NA,TRUE,"LC",NA,"Chukchi Sea"
"715",620171,620171,607570,"Genus","Dendrobeania","Levinsen, 1909",110842,2,1,"Bryozoa","Cheilostomatida","Bugulidae","Dendrobeania","Gymnolaemata",NA,NA,NA,NA,NA,"Chukchi Sea"
"716",620179,620179,432695,"Subspecies","Dendrobeania murrayana fruticosa","(Packard)",NA,1,1,"Bryozoa","Cheilostomatida","Bugulidae","Dendrobeania","Gymnolaemata","Dendrobeania murrayana",NA,NA,NA,NA,"Chukchi Sea"
"717",620692,620692,433611,"Species","Diaphanoeca grandis","Ellis, 1930",105571,4,1,"Choanozoa","Acanthoecida","Acanthoecidae","Diaphanoeca","Choanoflagellatea","Diaphanoeca grandis",NA,NA,NA,NA,"Chukchi Sea"
"718",620799,620799,433784,"Species","Diastylis bidentata","Calman, 1912",181931,6,3,"Arthropoda","Cumacea","Diastylidae","Diastylis","Malacostraca","Diastylis bidentata",NA,NA,NA,NA,"Chukchi Sea"
"719",620806,620806,433784,"Species","Diastylis glabra","Zimmer, 1900",110478,2,2,"Arthropoda","Cumacea","Diastylidae","Diastylis","Malacostraca","Diastylis glabra",NA,NA,NA,NA,"Chukchi Sea"
"720",621154,621154,434467,"Species","Dinobryon balticum","(Schütt) Lemmermann, 1900",160552,50,1,"Ochrophyta","Chromulinales","Dinobryaceae","Dinobryon","Chrysophyceae","Dinobryon balticum",NA,NA,NA,NA,"Chukchi Sea"
"721",621161,621161,744453,"Class","Dinophyceae","Fritsch, 1927",19542,1572,2,"Myzozoa",NA,NA,NA,"Dinophyceae",NA,NA,NA,NA,NA,"Chukchi Sea"
"722",621162,621162,434508,"Genus","Dinophysis","Ehrenberg, 1839",109462,1,1,"Myzozoa","Dinophysiales","Dinophysiaceae","Dinophysis","Dinophyceae",NA,TRUE,NA,NA,NA,"Chukchi Sea"
"723",622231,622231,755469,"Class","Dothideomycetes","sensu O.E. Erikss. & Winka, 1997",147577,3,1,"Ascomycota",NA,NA,NA,"Dothideomycetes",NA,NA,NA,NA,NA,"Chukchi Sea"
"724",622755,622755,770728,"Class","Echinoidea","Leske, 1778",123082,51,2,"Echinodermata",NA,NA,NA,"Echinoidea",NA,NA,NA,NA,NA,"Chukchi Sea"
"725",622852,622852,778516,"Genus","Echiurus","Guérin-Méneville, 1831",110358,1,1,"Annelida","Echiuroidea","Echiuridae","Echiurus","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"726",622854,622854,622852,"Species","Echiurus echiurus","(Pallas, 1766)",110377,11,1,"Annelida","Echiuroidea","Echiuridae","Echiurus","Polychaeta","Echiurus echiurus",NA,NA,NA,NA,"Chukchi Sea"
"727",622856,622856,622854,"Subspecies","Echiurus echiurus alaskanus","Fisher, 1948",NA,1,1,NA,"Echiuroidea","Echiuridae","Echiurus",NA,"Echiurus echiurus",NA,NA,NA,NA,"Chukchi Sea"
"728",622919,622919,744984,"Genus","Ectinosoma","Boeck, 1865",115333,3,1,"Arthropoda","Harpacticoida","Ectinosomatidae","Ectinosoma",NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"729",623279,623279,768968,"Species","Eleginus gracilis","(Tilesius, 1810)",254537,98,4,"Chordata","Gadiformes","Gadidae","Eleginus","Actinopteri","Eleginus gracilis",NA,NA,NA,NA,"Chukchi Sea"
"730",623392,623392,438208,"Species","Elpidia glacialis","Théel, 1876",124726,1,1,"Echinodermata","Elasipodida","Elpidiidae","Elpidia","Holothuroidea","Elpidia glacialis",NA,NA,NA,NA,"Chukchi Sea"
"731",623435,623435,763080,"Genus","Elzalia","Gerlach, 1957",2457,1,1,"Nematoda","Monhysterida","Xyalidae","Elzalia","Chromadorea",NA,NA,NA,NA,NA,"Chukchi Sea"
"732",623778,623778,623775,"Species","Ennucula tenuis","(Montagu, 1808)",140584,35,3,"Mollusca","Nuculida","Nuculidae","Ennucula","Bivalvia","Ennucula tenuis",NA,NA,NA,NA,"Chukchi Sea"
"733",624069,624069,777271,"Infraorder","Epicaridea","Latreille, 1831",13795,3,2,"Arthropoda","Isopoda",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"734",624119,624119,745353,"Species","Epilabidocera amphitrites","(McMurrich, 1916)",254330,14,4,"Arthropoda","Calanoida","Pontellidae","Epilabidocera",NA,"Epilabidocera amphitrites",NA,NA,NA,NA,"Chukchi Sea"
"735",624737,624737,440450,"Genus","Eteone","Savigny, 1818",129443,1,1,"Annelida","Phyllodocida","Phyllodocidae","Eteone","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"736",624740,624740,624737,"Species","Eteone longa","(Fabricius, 1780)",130616,14,1,"Annelida","Phyllodocida","Phyllodocidae","Eteone","Polychaeta","Eteone longa",NA,NA,NA,NA,"Chukchi Sea"
"737",625021,625021,440734,"Species","Eualus macilentus","(Krøyer, 1841)",158359,1,1,"Arthropoda","Decapoda","Thoridae","Eualus","Malacostraca","Eualus macilentus",NA,NA,NA,NA,"Chukchi Sea"
"738",625137,625137,745619,"Genus","Euchaeta","Philippi, 1843",104174,7,1,"Arthropoda","Calanoida","Euchaetidae","Euchaeta",NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"739",625246,625246,441054,"Species","Euchone analis","(Kröyer, 1856)",130903,9,1,"Annelida","Sabellida","Sabellidae","Euchone","Polychaeta","Euchone analis",NA,NA,NA,NA,"Chukchi Sea"
"740",625445,625445,697420,"Species","Eudorella emarginata","(Krøyer, 1846)",110524,4,2,"Arthropoda","Cumacea","Leuconidae","Eudorella","Malacostraca","Eudorella emarginata",NA,NA,NA,NA,"Chukchi Sea"
"741",625824,625824,440898,"Order","Euphausiacea","Dana, 1852",1128,72,4,"Arthropoda","Euphausiacea",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"742",626108,626108,442462,"Species","Eurytemora pacifica","Sato, 1913",232028,8,2,"Arthropoda","Calanoida","Temoridae","Eurytemora",NA,"Eurytemora pacifica",NA,NA,NA,NA,"Chukchi Sea"
"743",626305,626305,442694,"Species","Eusyllis blomstrandi","Malmgren, 1867",131290,1,1,"Annelida","Phyllodocida","Syllidae","Eusyllis","Polychaeta","Eusyllis blomstrandi",NA,NA,NA,NA,"Chukchi Sea"
"744",626392,626392,767707,"Genus","Evadne","Lovén, 1836",106267,39,3,"Arthropoda","Diplostraca","Podonidae","Evadne","Branchiopoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"745",627224,627224,627233,"Genus","Flustra","Linnaeus, 1761",110911,21,2,"Bryozoa","Cheilostomatida","Flustridae","Flustra","Gymnolaemata",NA,NA,NA,NA,NA,"Chukchi Sea"
"746",627233,627233,771330,"Family","Flustridae","Fleming, 1828",110749,3,1,"Bryozoa","Cheilostomatida","Flustridae",NA,"Gymnolaemata",NA,NA,NA,NA,NA,"Chukchi Sea"
"747",627414,627414,444464,"Species","Fratercula corniculata","(Naumann, 1821)",343903,41,1,"Chordata","Charadriiformes","Alcidae","Fratercula","Aves","Fratercula corniculata",NA,TRUE,"LC",NA,"Chukchi Sea"
"748",627892,627892,746519,"Family","Gadidae","Rafinesque, 1810",125469,63,2,"Chordata","Gadiformes","Gadidae",NA,"Actinopteri",NA,NA,NA,NA,NA,"Chukchi Sea"
"749",628170,628170,738061,"Suborder","Gammaridea","Latreille, 1802",1207,53,5,"Arthropoda","Amphipoda",NA,NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"750",629694,629694,447909,"Genus","Golfingia","Lankester, 1885",136021,1,1,"Sipuncula","Golfingiida","Golfingiidae","Golfingia","Sipunculidea",NA,NA,NA,NA,NA,"Chukchi Sea"
"751",630607,630607,449321,"Species","Gymnocanthus galeatus","Bean, 1881",254514,2,2,"Chordata","Scorpaeniformes","Cottidae","Gymnocanthus","Actinopteri","Gymnocanthus galeatus",NA,NA,NA,NA,"Chukchi Sea"
"752",630686,630686,699389,"Order","Gymnosomata","Blainville, 1824",164,3,1,"Mollusca","Gymnosomata",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"753",631035,631035,747431,"Genus","Halalaimus","de Man, 1888",2548,1,1,"Nematoda","Enoplida","Oxystominidae","Halalaimus","Enoplea",NA,NA,NA,NA,NA,"Chukchi Sea"
"754",631241,631241,450470,"Genus","Halichondria","Fleming, 1828",131807,2,1,"Porifera","Suberitida","Halichondriidae","Halichondria","Demospongiae",NA,NA,NA,NA,NA,"Chukchi Sea"
"755",631494,631494,450895,"Species","Halitholus cirratus","Hartlaub, 1913",157951,6,1,"Cnidaria","Anthoathecata","Pandeidae","Halitholus","Hydrozoa","Halitholus cirratus",NA,NA,NA,NA,"Chukchi Sea"
"756",631911,631911,660005,"Genus","Harmothoe","Kinberg, 1856",129491,6,2,"Annelida","Phyllodocida","Polynoidae","Harmothoe","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"757",631928,631928,631911,"Species","Harmothoe extenuata","(Grube, 1840)",130762,3,1,"Annelida","Phyllodocida","Polynoidae","Harmothoe","Polychaeta","Harmothoe extenuata",NA,NA,NA,NA,"Chukchi Sea"
"758",632038,632038,451752,"Species","Harpiniopsis kobjakovae","(Bulycheva, 1936)",548922,4,1,"Arthropoda","Amphipoda","Phoxocephalidae","Harpiniopsis","Malacostraca","Harpiniopsis kobjakovae",NA,NA,NA,NA,"Chukchi Sea"
"759",632428,632428,768561,"Species","Hemiarthrus abdominalis","(Krøyer, 1840)",118217,14,1,"Arthropoda","Isopoda","Bopyridae","Hemiarthrus","Malacostraca","Hemiarthrus abdominalis",NA,NA,NA,NA,"Chukchi Sea"
"760",632747,632747,437058,"Genus","Henricia","Gray, 1840",123276,16,1,"Echinodermata","Spinulosida","Echinasteridae","Henricia","Asteroidea",NA,NA,NA,NA,NA,"Chukchi Sea"
"761",633040,633040,775070,"Species","Heterocope septentrionalis","Juday & Muttkowski, 1915",254622,2,1,"Arthropoda","Calanoida","Temoridae","Heterocope",NA,"Heterocope septentrionalis",NA,NA,NA,NA,"Chukchi Sea"
"762",633427,633427,768041,"Species","Hincksina nigrans","(Hincks, 1882)",NA,1,1,"Bryozoa","Cheilostomatida","Flustridae","Hincksina","Gymnolaemata","Hincksina nigrans",NA,NA,NA,NA,"Chukchi Sea"
"763",633532,633532,454209,"Species","Hippoglossus stenolepis","Schmidt, 1904",274290,4,2,"Chordata","Pleuronectiformes","Pleuronectidae","Hippoglossus","Actinopteri","Hippoglossus stenolepis",NA,NA,NA,NA,"Chukchi Sea"
"764",633571,633571,454257,"Species","Hippomedon denticulatus","(Bate, 1857)",102570,5,1,"Arthropoda","Amphipoda","Lysianassidae","Hippomedon","Malacostraca","Hippomedon denticulatus",NA,NA,NA,NA,"Chukchi Sea"
"765",634766,634766,748566,"Genus","Hyperia","Latreille, 1823",101796,3,2,"Arthropoda","Amphipoda","Hyperiidae","Hyperia","Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"766",634772,634772,634766,"Species","Hyperia galba","(Montagu, 1815)",103251,12,2,"Arthropoda","Amphipoda","Hyperiidae","Hyperia","Malacostraca","Hyperia galba",NA,NA,NA,NA,"Chukchi Sea"
"767",634801,634801,456041,"Species","Hyperoche medusarum","(Kröyer, 1838)",103256,6,3,"Arthropoda","Amphipoda","Hyperiidae","Hyperoche","Malacostraca","Hyperoche medusarum",NA,NA,NA,NA,"Chukchi Sea"
"768",635026,635026,775557,"Species","Hypsagonus quadricornis","(Valenciennes, 1829)",254508,1,1,"Chordata","Scorpaeniformes","Agonidae","Hypsagonus","Actinopteri","Hypsagonus quadricornis",NA,NA,NA,NA,"Chukchi Sea"
"769",635142,635142,743064,"Genus","Icelus","Krøyer, 1845",126150,3,2,"Chordata","Scorpaeniformes","Cottidae","Icelus","Actinopteri",NA,NA,NA,NA,NA,"Chukchi Sea"
"770",635211,635211,775283,"Species","Idarcturus murdochi","(Benedict)",NA,2,1,"Arthropoda","Isopoda","Arcturidae","Idarcturus","Malacostraca","Idarcturus murdochi",NA,NA,NA,NA,"Chukchi Sea"
"771",635502,635502,544620,"Species","Iolella alaskensis","Benedict",NA,1,1,"Arthropoda","Isopoda","Janiridae","Iolella","Malacostraca","Iolella alaskensis",NA,NA,NA,NA,"Chukchi Sea"
"772",635632,635632,1014148,"Family","Isaeidae","Dana, 1852",101388,2,1,"Arthropoda","Amphipoda","Isaeidae",NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"773",635727,635727,457501,"Species","Ischyrocerus anguipes","Krøyer, 1838",102412,1,1,"Arthropoda","Amphipoda","Ischyroceridae","Ischyrocerus","Malacostraca","Ischyrocerus anguipes",NA,NA,NA,NA,"Chukchi Sea"
"774",636022,636022,767556,"Species","Jaschnovia tolli","(Linko, 1913)",247787,21,3,"Arthropoda","Calanoida","Aetideidae","Jaschnovia",NA,"Jaschnovia tolli",NA,NA,NA,NA,"Chukchi Sea"
"775",636350,636350,458568,"Species","Keratella cochlearis","(Gosse, 1851)",134990,1,1,"Rotifera","Ploima","Brachionidae","Keratella","Eurotatoria","Keratella cochlearis",NA,NA,NA,NA,"Chukchi Sea"
"776",637248,637248,637247,"Genus","Lamprops","G.O. Sars, 1863",110408,23,2,"Arthropoda","Cumacea","Lampropidae","Lamprops","Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"777",637324,637324,460115,"Species","Laonome kroyeri","Malmgren, 1866",254745,10,1,"Annelida","Sabellida","Sabellidae","Laonome","Polychaeta","Laonome kroyeri",NA,NA,NA,NA,"Chukchi Sea"
"778",637363,637363,460223,"Species","Larus hyperboreus","Gunnerus, 1767",137145,58,2,"Chordata","Charadriiformes","Laridae","Larus","Aves","Larus hyperboreus",NA,TRUE,"LC",NA,"Chukchi Sea"
"779",637504,637504,816673,"Species","Latisipho hypolispus","(Dall, 1891)",491062,8,2,"Mollusca","Neogastropoda","Buccinidae","Latisipho","Gastropoda","Latisipho hypolispus",NA,NA,NA,NA,"Chukchi Sea"
"780",637822,637822,637810,"Species","Leitoscoloplos pugettensis","(Pettibone, 1957)",254746,33,2,"Annelida",NA,"Orbiniidae","Leitoscoloplos","Polychaeta","Leitoscoloplos pugettensis",NA,NA,NA,NA,"Chukchi Sea"
"781",638280,638280,461696,"Species","Leptagonus decagonus","(Bloch & Schneider, 1801)",127191,5,2,"Chordata","Scorpaeniformes","Agonidae","Leptagonus","Actinopteri","Leptagonus decagonus",NA,NA,NA,NA,"Chukchi Sea"
"782",638291,638291,461734,"Species","Leptasterias groenlandica","(Steenstrup, 1857)",369176,8,2,"Echinodermata","Forcipulatida","Asteriidae","Leptasterias","Asteroidea","Leptasterias groenlandica",NA,NA,NA,NA,"Chukchi Sea"
"783",638292,638292,638291,"Subspecies","Leptasterias groenlandica cribraria","(Stimpson)",NA,1,1,"Echinodermata","Forcipulatida","Asteriidae","Leptasterias","Asteroidea","Leptasterias groenlandica",NA,NA,NA,NA,"Chukchi Sea"
"784",639276,639276,767088,"Genus","Limacina","Bosc, 1817",138122,3,1,"Mollusca","Thecosomata","Limacinidae","Limacina","Gastropoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"785",639640,639640,750039,"Genus","Liparis","Scopoli, 1777",126160,26,5,"Chordata","Scorpaeniformes","Liparidae","Liparis","Actinopteri",NA,NA,NA,NA,NA,"Chukchi Sea"
"786",639661,639661,639640,"Species","Liparis tunicatus","Reinhardt, 1836",154825,96,4,"Chordata","Scorpaeniformes","Liparidae","Liparis","Actinopteri","Liparis tunicatus",NA,NA,NA,NA,"Chukchi Sea"
"787",640816,640816,750380,"Genus","Lumbrineris","Blainville, 1828",129337,13,1,"Annelida","Eunicida","Lumbrineridae","Lumbrineris","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"788",641012,641012,775730,"Genus","Lycodes","Reinhardt, 1831",126104,1,1,"Chordata","Perciformes","Zoarcidae","Lycodes","Actinopteri",NA,NA,NA,NA,NA,"Chukchi Sea"
"789",641035,641035,641012,"Species","Lycodes polaris","(Sabine, 1824)",127111,58,4,"Chordata","Perciformes","Zoarcidae","Lycodes","Actinopteri","Lycodes polaris",NA,NA,NA,NA,"Chukchi Sea"
"790",641249,641249,641247,"Species","Lysippe labiata","Malmgren, 1866",129800,10,1,"Annelida","Terebellida","Ampharetidae","Lysippe","Polychaeta","Lysippe labiata",NA,NA,NA,NA,"Chukchi Sea"
"791",641359,641359,750506,"Species","Macoma calcarea","(Gmelin, 1791)",141580,18,2,"Mollusca","Cardiida","Tellinidae","Macoma","Bivalvia","Macoma calcarea",NA,NA,NA,NA,"Chukchi Sea"
"792",642142,642142,766932,"Class","Mammalia","Linnaeus, 1758",1837,3,2,"Chordata",NA,NA,NA,"Mammalia",NA,NA,NA,NA,NA,"Chukchi Sea"
"793",643354,643354,698606,"Genus","Melita","Leach, 1814",101679,7,2,"Arthropoda","Amphipoda","Melitidae","Melita","Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"794",643478,643478,469642,"Species","Melphidippa macruroides","Gurjanova, 1946",423514,2,1,"Arthropoda","Amphipoda","Melphidippidae","Melphidippa","Malacostraca","Melphidippa macruroides",NA,NA,NA,NA,"Chukchi Sea"
"795",643613,643613,768309,"Genus","Meringosphaera","Lohmann, 1932",115075,1,1,"Ochrophyta","Mischococcales","Pleurochloridaceae","Meringosphaera","Xanthophyceae",NA,NA,NA,NA,NA,"Chukchi Sea"
"796",644145,644145,470724,"Species","Metridia pacifica","Brodsky, 1950",196784,82,5,"Arthropoda","Calanoida","Metridinidae","Metridia",NA,"Metridia pacifica",NA,NA,NA,NA,"Chukchi Sea"
"797",644159,644159,470740,"Species","Metridium fimbriatum","Verrill",NA,1,1,"Cnidaria","Actiniaria","Metridiidae","Metridium","Anthozoa","Metridium fimbriatum",NA,NA,NA,NA,"Chukchi Sea"
"798",644444,644444,751769,"Genus","Microlaimus","de Man, 1880",2366,1,1,"Nematoda","Desmodorida","Microlaimidae","Microlaimus","Chromadorea",NA,NA,NA,NA,NA,"Chukchi Sea"
"799",644603,644603,744984,"Genus","Microsetella","Brady & Robertson D., 1873",115341,3,2,"Arthropoda","Harpacticoida","Ectinosomatidae","Microsetella",NA,NA,NA,NA,NA,NA,"Chukchi Sea"
"800",645493,645493,472691,"Species","Monoculodes packardi","Boeck, 1871",102892,1,1,"Arthropoda","Amphipoda","Oedicerotidae","Monoculodes","Malacostraca","Monoculodes packardi",NA,NA,NA,NA,"Chukchi Sea"
"801",645508,645508,767460,"Species","Monoculopsis longicornis","(Boeck, 1871)",102901,4,1,"Arthropoda","Amphipoda","Oedicerotidae","Monoculopsis","Malacostraca","Monoculopsis longicornis",NA,NA,NA,NA,"Chukchi Sea"
"802",646394,646394,646412,"Genus","Munna","Krøyer, 1839",118374,21,2,"Arthropoda","Isopoda","Munnidae","Munna","Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"803",646412,646412,771516,"Family","Munnidae","G.O. Sars, 1897",118263,1,1,"Arthropoda","Isopoda","Munnidae",NA,"Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
"804",646630,646630,474050,"Species","Musculus glacialis","(Leche, 1883)",467467,2,1,"Mollusca","Mytiloida","Mytilidae","Musculus","Bivalvia","Musculus glacialis",NA,NA,NA,NA,"Chukchi Sea"
"805",646641,646641,474050,"Species","Musculus niger","(J.E. Gray, 1824)",140474,5,2,"Mollusca","Mytiloida","Mytilidae","Musculus","Bivalvia","Musculus niger",NA,NA,NA,NA,"Chukchi Sea"
"806",646821,646821,646819,"Suborder","Myodocopina","Sars, 1866",150189,2,1,"Arthropoda","Myodocopida",NA,NA,"Ostracoda",NA,NA,NA,NA,NA,"Chukchi Sea"
"807",646848,646848,752435,"Species","Myoxocephalus jaok","(Cuvier, 1829)",254527,18,4,"Chordata","Scorpaeniformes","Cottidae","Myoxocephalus","Actinopteri","Myoxocephalus jaok",NA,NA,NA,NA,"Chukchi Sea"
"808",646984,646984,474736,"Species","Mysis nordenskioldi","Audzijonyte & Väinölä, 2007",446382,1,1,"Arthropoda","Mysida","Mysidae","Mysis","Malacostraca","Mysis nordenskioldi",NA,NA,NA,NA,"Chukchi Sea"
"809",646985,646985,474736,"Species","Mysis oculata","(Fabricius, 1780)",120115,9,3,"Arthropoda","Mysida","Mysidae","Mysis","Malacostraca","Mysis oculata",NA,NA,NA,NA,"Chukchi Sea"
"810",646989,646989,474736,"Species","Mysis segerstralei","Audzijonyte & Vainola, 2005",389361,1,1,"Arthropoda","Mysida","Mysidae","Mysis","Malacostraca","Mysis segerstralei",NA,NA,NA,NA,"Chukchi Sea"
"811",647053,647053,474828,"Species","Mytilus trossulus","Gould, 1850",140482,1,1,"Mollusca","Mytiloida","Mytilidae","Mytilus","Bivalvia","Mytilus trossulus",NA,NA,NA,NA,"Chukchi Sea"
"812",648044,648044,821444,"Species","Nectocrangon lar",NA,589582,13,1,"Arthropoda","Decapoda","Crangonidae","Nectocrangon","Malacostraca","Nectocrangon lar",NA,NA,NA,NA,"Chukchi Sea"
"813",648910,648910,477748,"Species","Nereimyra aphroditoides","(O. Fabricius, 1780)",130179,1,1,"Annelida","Phyllodocida","Hesionidae","Nereimyra","Polychaeta","Nereimyra aphroditoides",NA,NA,NA,NA,"Chukchi Sea"
"814",649217,649217,753148,"Genus","Nicomache","Malmgren, 1865",129357,1,1,"Annelida",NA,"Maldanidae","Nicomache","Polychaeta",NA,NA,NA,NA,NA,"Chukchi Sea"
"815",650403,650403,753551,"Species","Odius carinatus","(Bate, 1862)",102861,1,1,"Arthropoda","Amphipoda","Ochlesidae","Odius","Malacostraca","Odius carinatus",NA,NA,NA,NA,"Chukchi Sea"
"816",651238,651238,781281,"Genus","Onisimus","Boeck, 1871",101631,7,2,"Arthropoda","Amphipoda","Uristidae","Onisimus","Malacostraca",NA,NA,NA,NA,NA,"Chukchi Sea"
