"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","redlist","status","records","datasets","phylum","order","family","genus","species","class","gisd","ecoregion"
"247",545453,545453,461361,"Species","Lepidonotus willeyi","Benham, 1915",328824,NA,NA,1,1,"Annelida","Phyllodocida","Polynoidae","Lepidonotus","Lepidonotus willeyi","Polychaeta",NA,"Western Galapagos Islands"
"248",545484,545484,638131,"Species","Lepidotheca macropora","Cairns, 1986",289278,NA,NA,8,2,"Cnidaria","Anthoathecata","Stylasteridae","Lepidotheca","Lepidotheca macropora","Hydrozoa",NA,"Western Galapagos Islands"
"249",548414,548414,473955,"Species","Muricea purpurea","Verrill, 1864",287571,NA,NA,4,2,"Cnidaria","Alcyonacea","Plexauridae","Muricea","Muricea purpurea","Anthozoa",NA,"Western Galapagos Islands"
"250",548707,548707,531585,"Species","Naobranchia maxima","Ho, 1975",353651,NA,NA,2,1,"Arthropoda","Siphonostomatoida","Lernaeopodidae","Naobranchia","Naobranchia maxima",NA,NA,"Western Galapagos Islands"
"251",548715,548715,768797,"Species","Narcissia gracilis","A.H. Clark, 1916",368964,NA,NA,1,1,"Echinodermata","Valvatida","Ophidiasteridae","Narcissia","Narcissia gracilis","Asteroidea",NA,"Western Galapagos Islands"
"252",549232,549232,478026,"Species","Nerocila californica","Schioedte & Meinert, 1881",256841,NA,NA,2,1,"Arthropoda","Isopoda","Cymothoidae","Nerocila","Nerocila californica","Malacostraca",NA,"Western Galapagos Islands"
"253",549738,549738,479989,"Species","Octopus oculifer","(Hoyle, 1904)",342010,NA,NA,1,1,"Mollusca","Octopoda","Octopodidae","Octopus","Octopus oculifer","Cephalopoda",NA,"Western Galapagos Islands"
"254",550703,550703,482705,"Species","Opistognathus galapagensis","Allen & Robertson, 1991",276452,TRUE,"LC",2,2,"Chordata","Perciformes","Opistognathidae","Opistognathus","Opistognathus galapagensis","Actinopteri",NA,"Western Galapagos Islands"
"255",553304,553304,699862,"Species","Pocillopora inflata","Glynn, 1999",289250,TRUE,"VU",2,2,"Cnidaria","Scleractinia","Pocilloporidae","Pocillopora","Pocillopora inflata","Anthozoa",NA,"Western Galapagos Islands"
"256",553447,553447,495417,"Species","Polyclinum johnsoni","Monniot C. & Monniot F., 1989",251103,NA,NA,1,1,"Chordata","Aplousobranchia","Polyclinidae","Polyclinum","Polyclinum johnsoni","Ascidiacea",NA,"Western Galapagos Islands"
"257",555889,555889,700357,"Species","Scarus perrico","Jordan & Gilbert, 1882",276057,TRUE,"LC",10,1,"Chordata","Perciformes","Scaridae","Scarus","Scarus perrico","Actinopteri",NA,"Western Galapagos Islands"
"258",556286,556286,769018,"Species","Seriola peruana","Steindachner, 1881",276650,TRUE,"LC",6,3,"Chordata","Perciformes","Carangidae","Seriola","Seriola peruana","Actinopteri",NA,"Western Galapagos Islands"
"259",557287,557287,760055,"Species","Stenohelia concinna","Boschma, 1964",285838,NA,NA,8,2,"Cnidaria","Anthoathecata","Stylasteridae","Stenohelia","Stenohelia concinna","Hydrozoa",NA,"Western Galapagos Islands"
"260",557667,557667,760377,"Species","Stylaster divergens","Marenzeller, 1904",285872,NA,NA,2,2,"Cnidaria","Anthoathecata","Stylasteridae","Stylaster","Stylaster divergens","Hydrozoa",NA,"Western Galapagos Islands"
"261",557679,557679,760377,"Species","Stylaster galapagensis","Cairns, 1986",285879,NA,NA,6,2,"Cnidaria","Anthoathecata","Stylasteridae","Stylaster","Stylaster galapagensis","Hydrozoa",NA,"Western Galapagos Islands"
"262",557685,557685,760377,"Species","Stylaster marenzelleri","Cairns, 1986",285891,NA,NA,2,2,"Cnidaria","Anthoathecata","Stylasteridae","Stylaster","Stylaster marenzelleri","Hydrozoa",NA,"Western Galapagos Islands"
"263",561868,561868,778008,"Genus","Appendicularia","Fol, 1874",103357,NA,NA,9,1,"Chordata","Copelata","Fritillariidae","Appendicularia",NA,"Appendicularia",NA,"Western Galapagos Islands"
"264",564855,564855,775788,"Species","Botruanthus benedeni","(Torrey & Kleeberger, 1909)",289528,NA,NA,2,1,"Cnidaria","Spirularia","Botrucnidiferidae","Botruanthus","Botruanthus benedeni","Anthozoa",NA,"Western Galapagos Islands"
"265",564962,564962,417897,"Species","Caulolatilus hubbsi","Dooley, 1978",276215,TRUE,"LC",1,1,"Chordata","Perciformes","Malacanthidae","Caulolatilus","Caulolatilus hubbsi","Actinopteri",NA,"Western Galapagos Islands"
"266",566586,566586,754249,"Species","Pacifigorgia darwinii","(Hickson, 1928)",290574,NA,NA,5,2,"Cnidaria","Alcyonacea","Gorgoniidae","Pacifigorgia","Pacifigorgia darwinii","Anthozoa",NA,"Western Galapagos Islands"
"267",588037,588037,462483,"Species","Lestidiops pacificus","(Parr, 1931)",272095,NA,NA,1,1,"Chordata","Aulopiformes","Paralepididae","Lestidiops","Lestidiops pacificus","Actinopteri",NA,"Western Galapagos Islands"
"268",588248,588248,483254,"Species","Orthopristis cantharinus","(Jenyns, 1840)",275740,TRUE,"DD",8,1,"Chordata","Perciformes","Haemulidae","Orthopristis","Orthopristis cantharinus","Actinopteri",NA,"Western Galapagos Islands"
"269",597481,597481,748172,"Order","Actiniaria",NA,1360,NA,NA,2,2,"Cnidaria","Actiniaria",NA,NA,NA,"Anthozoa",NA,"Western Galapagos Islands"
"270",598073,598073,773668,"Species","Aetobatus narinari","(Euphrasen, 1790)",217426,TRUE,"NT",1,1,"Chordata","Myliobatiformes","Myliobatidae","Aetobatus","Aetobatus narinari","Elasmobranchii",NA,"Western Galapagos Islands"
"271",598333,598333,771738,"Species","Agonostomus monticola","(Bancroft, 1834)",159413,TRUE,"LC",3,2,"Chordata","Perciformes","Mugilidae","Agonostomus","Agonostomus monticola","Actinopteri",NA,"Western Galapagos Islands"
"272",598827,598827,399750,"Species","Alopias pelagicus","Nakamura, 1935",220019,TRUE,"VU",1,1,"Chordata","Lamniformes","Alopiidae","Alopias","Alopias pelagicus","Elasmobranchii",NA,"Western Galapagos Islands"
"273",598864,598864,737741,"Species","Alphestes immaculatus","Breder, 1936",279568,TRUE,"LC",11,2,"Chordata","Perciformes","Serranidae","Alphestes","Alphestes immaculatus","Actinopteri",NA,"Western Galapagos Islands"
"274",599082,599082,599075,"Species","Aluterus scriptus","(Osbeck, 1765)",159491,NA,NA,2,1,"Chordata","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus scriptus","Actinopteri",NA,"Western Galapagos Islands"
"275",599455,599455,773075,"Species","Ammodytoides gilli","(Bean, 1895)",276856,TRUE,"LC",1,1,"Chordata","Perciformes","Ammodytidae","Ammodytoides","Ammodytoides gilli","Actinopteri",NA,"Western Galapagos Islands"
"276",600646,600646,695537,"Species","Anarchias galapagensis","(Seale, 1940)",271800,TRUE,"LC",4,1,"Chordata","Anguilliformes","Muraenidae","Anarchias","Anarchias galapagensis","Actinopteri",NA,"Western Galapagos Islands"
"277",600781,600781,695543,"Species","Anchoa ischana","(Jordan & Gilbert, 1882)",275520,TRUE,"LC",1,1,"Chordata","Clupeiformes","Engraulidae","Anchoa","Anchoa ischana","Actinopteri",NA,"Western Galapagos Islands"
"278",601018,601018,402912,"Species","Anguilla marmorata","Quoy & Gaimard, 1824",217457,TRUE,"LC",2,1,"Chordata","Anguilliformes","Anguillidae","Anguilla","Anguilla marmorata","Actinopteri",NA,"Western Galapagos Islands"
"279",601084,601084,738321,"Species","Anisotremus interruptus","(Gill, 1862)",279619,TRUE,"LC",18,3,"Chordata","Perciformes","Haemulidae","Anisotremus","Anisotremus interruptus","Actinopteri",NA,"Western Galapagos Islands"
"280",601087,601087,738321,"Species","Anisotremus scapularis","(Tschudi, 1846)",279622,TRUE,"LC",39,2,"Chordata","Perciformes","Haemulidae","Anisotremus","Anisotremus scapularis","Actinopteri",NA,"Western Galapagos Islands"
"281",602057,602057,695650,"Species","Apogon dovii","Günther, 1862",273009,TRUE,"LC",15,3,"Chordata","Perciformes","Apogonidae","Apogon","Apogon dovii","Actinopteri",NA,"Western Galapagos Islands"
"282",602089,602089,695650,"Species","Apogon pacificus","(Herre, 1935)",273065,TRUE,"LC",9,3,"Chordata","Perciformes","Apogonidae","Apogon","Apogon pacificus","Actinopteri",NA,"Western Galapagos Islands"
"283",602269,602269,767317,"Genus","Arachnanthus","Carlgren, 1912",100779,NA,NA,1,1,"Cnidaria",NA,"Arachnactidae","Arachnanthus",NA,"Anthozoa",NA,"Western Galapagos Islands"
"284",602306,602306,405302,"Species","Araeosoma leptaleum","A. Agassiz & H.L. Clark, 1909",513118,NA,NA,1,1,"Echinodermata","Echinothurioida","Echinothuriidae","Araeosoma","Araeosoma leptaleum","Echinoidea",NA,"Western Galapagos Islands"
"285",602698,602698,405954,"Species","Argyropelecus affinis","Garman, 1899",127307,NA,NA,1,1,"Chordata","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus affinis","Actinopteri",NA,"Western Galapagos Islands"
"286",602699,602699,405954,"Species","Argyropelecus lychnus","Garman, 1899",158836,NA,NA,1,1,"Chordata","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus lychnus","Actinopteri",NA,"Western Galapagos Islands"
"287",603002,603002,738915,"Species","Arothron meleagris","(Anonymous, 1798)",219926,TRUE,"LC",1,1,"Chordata","Tetraodontiformes","Tetraodontidae","Arothron","Arothron meleagris","Actinopteri",NA,"Western Galapagos Islands"
"288",603103,603103,738963,"Genus","Ascidia","Linnaeus, 1767",103483,NA,NA,1,1,"Chordata","Phlebobranchia","Ascidiidae","Ascidia",NA,"Ascidiacea",NA,"Western Galapagos Islands"
"289",603707,603707,407510,"Species","Astronesthes boulengeri","Gilchrist, 1902",217621,NA,NA,4,1,"Chordata","Stomiiformes","Stomiidae","Astronesthes","Astronesthes boulengeri","Actinopteri",NA,"Western Galapagos Islands"
"290",603722,603722,407510,"Species","Astronesthes martensii","Klunzinger, 1871",217623,NA,NA,1,1,"Chordata","Stomiiformes","Stomiidae","Astronesthes","Astronesthes martensii","Actinopteri",NA,"Western Galapagos Islands"
"291",603923,603923,739246,"Species","Atherinella nesiotes","(Myers & Wade, 1942)",279804,TRUE,"DD",3,3,"Chordata","Atheriniformes","Atherinopsidae","Atherinella","Atherinella nesiotes","Actinopteri",NA,"Western Galapagos Islands"
"292",604611,604611,776223,"Species","Azurina eupalama","Heller & Snodgrass, 1903",279851,TRUE,"CR",3,2,"Chordata","Perciformes","Pomacentridae","Azurina","Azurina eupalama","Actinopteri",NA,"Western Galapagos Islands"
"293",604787,604787,739484,"Species","Balaenoptera edeni","Anderson, 1878",137089,TRUE,"DD",62,5,"Chordata","Cetartiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera edeni","Mammalia",NA,"Western Galapagos Islands"
"294",604975,604975,695878,"Species","Balistes polylepis","Steindachner, 1876",275234,TRUE,"LC",8,2,"Chordata","Tetraodontiformes","Balistidae","Balistes","Balistes polylepis","Actinopteri",NA,"Western Galapagos Islands"
"295",605696,605696,775720,"Genus","Bathygobius","Bleeker, 1878",204736,NA,NA,7,1,"Chordata","Perciformes","Gobiidae","Bathygobius",NA,"Actinopteri",NA,"Western Galapagos Islands"
"296",605703,605703,605696,"Species","Bathygobius lineatus","(Jenyns, 1841)",277629,TRUE,"VU",4,1,"Chordata","Perciformes","Gobiidae","Bathygobius","Bathygobius lineatus","Actinopteri",NA,"Western Galapagos Islands"
"297",606062,606062,411064,"Species","Bellator loxias","(Jordan, 1897)",276275,TRUE,"LC",1,1,"Chordata","Scorpaeniformes","Triglidae","Bellator","Bellator loxias","Actinopteri",NA,"Western Galapagos Islands"
"298",606211,606211,695973,"Species","Benthodesmus tenuis","(Günther, 1877)",159834,NA,NA,2,1,"Chordata","Perciformes","Trichiuridae","Benthodesmus","Benthodesmus tenuis","Actinopteri",NA,"Western Galapagos Islands"
"299",606617,606617,695996,"Species","Bodianus eclancheri","(Valenciennes, 1846)",273528,TRUE,"LC",52,4,"Chordata","Perciformes","Labridae","Bodianus","Bodianus eclancheri","Actinopteri",NA,"Western Galapagos Islands"
"300",606887,606887,696023,"Species","Bothus leopardinus","(Günther, 1862)",274186,TRUE,"LC",5,1,"Chordata","Pleuronectiformes","Bothidae","Bothus","Bothus leopardinus","Actinopteri",NA,"Western Galapagos Islands"
"301",607088,607088,767747,"Infraorder","Brachyura","Latreille, 1802",106673,NA,NA,7,1,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca",NA,"Western Galapagos Islands"
"302",607329,607329,413296,"Species","Brotula ordwayi","Hildebrand & Barton, 1949",275890,TRUE,"LC",3,1,"Chordata","Ophidiiformes","Ophidiidae","Brotula","Brotula ordwayi","Actinopteri",NA,"Western Galapagos Islands"
"303",607458,607458,771742,"Species","Bryx veleronis","Herald, 1940",276236,TRUE,"DD",1,1,"Chordata","Syngnathiformes","Syngnathidae","Bryx","Bryx veleronis","Actinopteri",NA,"Western Galapagos Islands"
"304",608083,608083,820526,"Species","Caenocentrotus gibbosus","(L. Agassiz in L. Agassiz & Desor, 1846)",513158,NA,NA,6,1,"Echinodermata","Camarodonta","Echinometridae","Caenocentrotus","Caenocentrotus gibbosus","Echinoidea",NA,"Western Galapagos Islands"
"305",608127,608127,820531,"Species","Calamocrinus diomedae","Agassiz, 1890",714410,NA,NA,2,2,"Echinodermata","Hyocrinida","Hyocrinidae","Calamocrinus","Calamocrinus diomedae","Crinoidea",NA,"Western Galapagos Islands"
"306",608138,608138,414417,"Species","Calamus brachysomus","(Lockington, 1880)",275967,TRUE,"LC",2,1,"Chordata","Perciformes","Sparidae","Calamus","Calamus brachysomus","Actinopteri",NA,"Western Galapagos Islands"
"307",608145,608145,414417,"Species","Calamus taurinus","(Jenyns, 1840)",275974,TRUE,"NT",12,2,"Chordata","Perciformes","Sparidae","Calamus","Calamus taurinus","Actinopteri",NA,"Western Galapagos Islands"
"308",608346,608346,414728,"Species","Calliactis polypus","(Forsskål, 1775)",220515,NA,NA,4,2,"Cnidaria","Actiniaria","Hormathiidae","Calliactis","Calliactis polypus","Anthozoa",NA,"Western Galapagos Islands"
"309",609531,609531,769078,"Species","Canthidermis maculata","(Bloch, 1786)",127398,NA,NA,2,1,"Chordata","Tetraodontiformes","Balistidae","Canthidermis","Canthidermis maculata","Actinopteri",NA,"Western Galapagos Islands"
"310",609554,609554,416304,"Species","Canthigaster punctatissima","(Günther, 1870)",275264,TRUE,"LC",3,1,"Chordata","Tetraodontiformes","Tetraodontidae","Canthigaster","Canthigaster punctatissima","Actinopteri",NA,"Western Galapagos Islands"
"311",609559,609559,416304,"Species","Canthigaster valentini","(Bleeker, 1853)",219947,TRUE,"LC",2,1,"Chordata","Tetraodontiformes","Tetraodontidae","Canthigaster","Canthigaster valentini","Actinopteri",NA,"Western Galapagos Islands"
"312",609715,609715,416575,"Species","Carangoides otrynter","(Jordan & Gilbert, 1883)",276243,TRUE,"LC",1,1,"Chordata","Perciformes","Carangidae","Carangoides","Carangoides otrynter","Actinopteri",NA,"Western Galapagos Islands"
"313",609747,609747,696227,"Species","Caranx melampygus","Cuvier, 1833",218419,NA,NA,1,1,"Chordata","Perciformes","Carangidae","Caranx","Caranx melampygus","Actinopteri",NA,"Western Galapagos Islands"
"314",609753,609753,696227,"Species","Caranx sexfasciatus","Quoy & Gaimard, 1825",218404,TRUE,"LC",1,1,"Chordata","Perciformes","Carangidae","Caranx","Caranx sexfasciatus","Actinopteri",NA,"Western Galapagos Islands"
"315",609811,609811,696240,"Species","Carcharhinus limbatus","(Müller & Henle, 1839)",105793,TRUE,"NT",2,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus limbatus","Elasmobranchii",NA,"Western Galapagos Islands"
"316",610627,610627,417897,"Species","Caulolatilus princeps","(Jenyns, 1840)",276217,TRUE,"LC",35,4,"Chordata","Perciformes","Malacanthidae","Caulolatilus","Caulolatilus princeps","Actinopteri",NA,"Western Galapagos Islands"
"317",610839,610839,741280,"Species","Centropomus viridis","Lockington, 1877",280070,TRUE,"LC",2,2,"Chordata","Perciformes","Centropomidae","Centropomus","Centropomus viridis","Actinopteri",NA,"Western Galapagos Islands"
"318",611627,611627,776298,"Species","Chaenomugil proboscideus","(Günther, 1861)",280101,TRUE,"LC",2,1,"Chordata","Perciformes","Mugilidae","Chaenomugil","Chaenomugil proboscideus","Actinopteri",NA,"Western Galapagos Islands"
"319",611825,611825,696396,"Species","Chaetodon humeralis","Günther, 1860",273343,TRUE,"LC",11,1,"Chordata","Perciformes","Chaetodontidae","Chaetodon","Chaetodon humeralis","Actinopteri",NA,"Western Galapagos Islands"
"320",612191,612191,741702,"Species","Chauliodus barbatus","Garman, 1899",275053,NA,NA,10,1,"Chordata","Stomiiformes","Stomiidae","Chauliodus","Chauliodus barbatus","Actinopteri",NA,"Western Galapagos Islands"
"321",612198,612198,741702,"Species","Chauliodus sloani","Bloch & Schneider, 1801",127338,NA,NA,1,1,"Chordata","Stomiiformes","Stomiidae","Chauliodus","Chauliodus sloani","Actinopteri",NA,"Western Galapagos Islands"
"322",612242,612242,420623,"Species","Cheilopogon atrisignis","(Jenkins, 1903)",217863,NA,NA,1,1,"Chordata","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon atrisignis","Actinopteri",NA,"Western Galapagos Islands"
"323",612243,612243,420623,"Species","Cheilopogon cyanopterus","(Valenciennes, 1847)",217862,NA,NA,1,1,"Chordata","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon cyanopterus","Actinopteri",NA,"Western Galapagos Islands"
"324",612246,612246,420623,"Species","Cheilopogon furcatus","(Mitchill, 1815)",159261,NA,NA,1,1,"Chordata","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon furcatus","Actinopteri",NA,"Western Galapagos Islands"
"325",612250,612250,420623,"Species","Cheilopogon nigricans","(Bennett, 1840)",217861,NA,NA,1,1,"Chordata","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon nigricans","Actinopteri",NA,"Western Galapagos Islands"
"326",612257,612257,420623,"Species","Cheilopogon spilonotopterus","(Bleeker, 1865)",272163,NA,NA,2,1,"Chordata","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon spilonotopterus","Actinopteri",NA,"Western Galapagos Islands"
"327",612450,612450,612446,"Species","Chiasmodon subniger","Garman, 1899",273379,NA,NA,1,1,"Chordata","Perciformes","Chiasmodontidae","Chiasmodon","Chiasmodon subniger","Actinopteri",NA,"Western Galapagos Islands"
"328",613231,613231,422102,"Species","Chromis atrilobata","Gill, 1862",273712,TRUE,"LC",28,1,"Chordata","Perciformes","Pomacentridae","Chromis","Chromis atrilobata","Actinopteri",NA,"Western Galapagos Islands"
"329",613721,613721,422967,"Species","Cirrhitichthys oxycephalus","(Bleeker, 1855)",218853,NA,NA,18,3,"Chordata","Perciformes","Cirrhitidae","Cirrhitichthys","Cirrhitichthys oxycephalus","Actinopteri",NA,"Western Galapagos Islands"
"330",613722,613722,422985,"Species","Cirrhitus rivulatus","Valenciennes, 1846",279160,TRUE,"LC",28,2,"Chordata","Perciformes","Cirrhitidae","Cirrhitus","Cirrhitus rivulatus","Actinopteri",NA,"Western Galapagos Islands"
"331",613840,613840,1011617,"Infraorder","Cladocera","Latreille, 1829",1076,NA,NA,2,1,"Arthropoda","Diplostraca",NA,NA,NA,"Branchiopoda",NA,"Western Galapagos Islands"
"332",616102,616102,1030751,"Subclass","Copepoda","Milne Edwards, 1840",1080,NA,NA,9,1,"Arthropoda",NA,NA,NA,NA,NA,NA,"Western Galapagos Islands"
"333",616506,616506,742959,"Species","Corvula macrops","(Steindachner, 1876)",280403,TRUE,"DD",1,1,"Chordata","Perciformes","Sciaenidae","Corvula","Corvula macrops","Actinopteri",NA,"Western Galapagos Islands"
"334",616640,616640,743005,"Species","Coryphaena equiselis","Linnaeus, 1758",126845,TRUE,"LC",5,1,"Chordata","Perciformes","Coryphaenidae","Coryphaena","Coryphaena equiselis","Actinopteri",NA,"Western Galapagos Islands"
"335",616642,616642,743005,"Species","Coryphaena hippurus","Linnaeus, 1758",126846,TRUE,"LC",7,3,"Chordata","Perciformes","Coryphaenidae","Coryphaena","Coryphaena hippurus","Actinopteri",NA,"Western Galapagos Islands"
"336",616648,616648,743008,"Species","Coryphaenoides bulbiceps","(Garman, 1899)",272321,NA,NA,2,2,"Chordata","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides bulbiceps","Actinopteri",NA,"Western Galapagos Islands"
"337",616693,616693,696765,"Species","Coryphopterus urospilus","Ginsburg, 1938",276435,TRUE,"LC",11,3,"Chordata","Perciformes","Gobiidae","Coryphopterus","Coryphopterus urospilus","Actinopteri",NA,"Western Galapagos Islands"
"338",617470,617470,776358,"Species","Cratinus agassizii","Steindachner, 1878",280421,TRUE,"NT",19,2,"Chordata","Perciformes","Serranidae","Cratinus","Cratinus agassizii","Actinopteri",NA,"Western Galapagos Islands"
"339",618105,618105,738303,"Phylum","Ctenophora","Eschscholtz, 1829",1248,NA,NA,2,1,"Ctenophora",NA,NA,NA,NA,NA,NA,"Western Galapagos Islands"
"340",618591,618591,682209,"Species","Cyclopecten exquisitus","Grau, 1959",390725,NA,NA,2,1,"Mollusca","Pectinoida","Propeamussiidae","Cyclopecten","Cyclopecten exquisitus","Bivalvia",NA,"Western Galapagos Islands"
"341",619481,619481,696947,"Species","Cypselurus callopterus","(Günther, 1866)",278730,TRUE,"LC",5,1,"Chordata","Beloniformes","Exocoetidae","Cypselurus","Cypselurus callopterus","Actinopteri",NA,"Western Galapagos Islands"
"342",619739,619739,431894,"Species","Dactyloscopus lacteus","(Myers & Wade, 1946)",276400,TRUE,"VU",6,2,"Chordata","Perciformes","Dactyloscopidae","Dactyloscopus","Dactyloscopus lacteus","Actinopteri",NA,"Western Galapagos Islands"
"343",620022,620022,432454,"Species","Decapterus muroadsi","(Temminck & Schlegel, 1844)",273279,NA,NA,3,2,"Chordata","Perciformes","Carangidae","Decapterus","Decapterus muroadsi","Actinopteri",NA,"Western Galapagos Islands"
"344",620055,620055,773047,"Species","Decodon melasma","Gomon, 1974",276745,TRUE,"LC",1,1,"Chordata","Perciformes","Labridae","Decodon","Decodon melasma","Actinopteri",NA,"Western Galapagos Islands"
"345",620657,620657,776395,"Species","Dialommus fuscus","Gilbert, 1891",280517,TRUE,"VU",8,3,"Chordata","Perciformes","Labrisomidae","Dialommus","Dialommus fuscus","Actinopteri",NA,"Western Galapagos Islands"
"346",620659,620659,776395,"Species","Dialommus macrocephalus","(Günther, 1861)",280518,TRUE,"LC",3,1,"Chordata","Perciformes","Labrisomidae","Dialommus","Dialommus macrocephalus","Actinopteri",NA,"Western Galapagos Islands"
"347",620853,620853,620851,"Species","Dibranchus cracens","Bradbury, McCosker & Long, 1999",272605,NA,NA,5,2,"Chordata","Lophiiformes","Ogcocephalidae","Dibranchus","Dibranchus cracens","Actinopteri",NA,"Western Galapagos Islands"
"348",620855,620855,620851,"Species","Dibranchus erinaceus","(Garman, 1899)",272607,NA,NA,1,1,"Chordata","Lophiiformes","Ogcocephalidae","Dibranchus","Dibranchus erinaceus","Actinopteri",NA,"Western Galapagos Islands"
"349",620856,620856,620851,"Species","Dibranchus hystrix","Garman, 1899",272608,NA,NA,1,1,"Chordata","Lophiiformes","Ogcocephalidae","Dibranchus","Dibranchus hystrix","Actinopteri",NA,"Western Galapagos Islands"
"350",621161,621161,744453,"Class","Dinophyceae","Fritsch, 1927",19542,NA,NA,2,1,"Myzozoa",NA,NA,NA,NA,"Dinophyceae",NA,"Western Galapagos Islands"
"351",621227,621227,434603,"Species","Diodon holocanthus","Linnaeus, 1758",127402,NA,NA,5,1,"Chordata","Tetraodontiformes","Diodontidae","Diodon","Diodon holocanthus","Actinopteri",NA,"Western Galapagos Islands"
"352",621228,621228,434603,"Species","Diodon hystrix","Linnaeus, 1758",127403,NA,NA,8,1,"Chordata","Tetraodontiformes","Diodontidae","Diodon","Diodon hystrix","Actinopteri",NA,"Western Galapagos Islands"
"353",621312,621312,697091,"Species","Diogenichthys laternatus","(Garman, 1899)",272701,NA,NA,15,1,"Chordata","Myctophiformes","Myctophidae","Diogenichthys","Diogenichthys laternatus","Actinopteri",NA,"Western Galapagos Islands"
"354",621354,621354,849990,"Species","Diphyes dispar","Chamisso & Eysenhardt, 1821",135420,NA,NA,1,1,"Cnidaria","Siphonophorae","Diphyidae","Diphyes","Diphyes dispar","Hydrozoa",NA,"Western Galapagos Islands"
"355",621368,621368,434800,"Species","Diplacanthopoma jordani","Garman, 1899",275883,NA,NA,6,2,"Chordata","Ophidiiformes","Bythitidae","Diplacanthopoma","Diplacanthopoma jordani","Actinopteri",NA,"Western Galapagos Islands"
"356",621379,621379,434822,"Species","Diplectrum eumelum","Rosenblatt & Johnson, 1974",276178,TRUE,"LC",1,1,"Chordata","Perciformes","Serranidae","Diplectrum","Diplectrum eumelum","Actinopteri",NA,"Western Galapagos Islands"
"357",622177,622177,622175,"Subspecies","Doryrhamphus excisus excisus","Kaup, 1856",293586,TRUE,"LC",10,3,"Chordata","Syngnathiformes","Syngnathidae","Doryrhamphus","Doryrhamphus excisus","Actinopteri",NA,"Western Galapagos Islands"
"358",623163,623163,769015,"Species","Elagatis bipinnulata","(Quoy & Gaimard, 1825)",126809,NA,NA,2,1,"Chordata","Perciformes","Carangidae","Elagatis","Elagatis bipinnulata","Actinopteri",NA,"Western Galapagos Islands"
"359",623281,623281,745070,"Species","Eleotrica cableae","Ginsburg, 1933",280635,TRUE,"VU",5,1,"Chordata","Perciformes","Gobiidae","Eleotrica","Eleotrica cableae","Actinopteri",NA,"Western Galapagos Islands"
"360",623574,623574,438445,"Species","Enchelycore lichenosa","(Jordan & Snyder, 1901)",271807,NA,NA,3,1,"Chordata","Anguilliformes","Muraenidae","Enchelycore","Enchelycore lichenosa","Actinopteri",NA,"Western Galapagos Islands"
"361",624165,624165,439446,"Species","Epinephelus analogus","Gill, 1863",273835,TRUE,"LC",1,1,"Chordata","Perciformes","Serranidae","Epinephelus","Epinephelus analogus","Actinopteri",NA,"Western Galapagos Islands"
"362",624169,624169,439446,"Species","Epinephelus cifuentesi","Lavenberg & Grove, 1993",273842,TRUE,"NT",2,1,"Chordata","Perciformes","Serranidae","Epinephelus","Epinephelus cifuentesi","Actinopteri",NA,"Western Galapagos Islands"
"363",624188,624188,439446,"Species","Epinephelus labriformis","(Jenyns, 1840)",273858,TRUE,"LC",64,3,"Chordata","Perciformes","Serranidae","Epinephelus","Epinephelus labriformis","Actinopteri",NA,"Western Galapagos Islands"
"364",624992,624992,624990,"Species","Etrumeus teres","(DeKay, 1842)",158693,NA,NA,3,1,"Chordata","Clupeiformes","Dussumieriidae","Etrumeus","Etrumeus teres","Actinopteri",NA,"Western Galapagos Islands"
"365",625137,625137,745619,"Genus","Euchaeta","Philippi, 1843",104174,NA,NA,1,1,"Arthropoda","Calanoida","Euchaetidae","Euchaeta",NA,NA,NA,"Western Galapagos Islands"
"366",625258,625258,441080,"Species","Eucidaris thouarsii","(L. Agassiz & Desor, 1846)",513266,NA,NA,3,1,"Echinodermata","Cidaroida","Cidaridae","Eucidaris","Eucidaris thouarsii","Echinoidea",NA,"Western Galapagos Islands"
"367",625263,625263,697401,"Species","Eucinostomus argenteus","Baird & Girard, 1855",159732,TRUE,"LC",1,1,"Chordata","Perciformes","Gerreidae","Eucinostomus","Eucinostomus argenteus","Actinopteri",NA,"Western Galapagos Islands"
"368",625265,625265,697401,"Species","Eucinostomus dowii","(Gill, 1863)",276417,TRUE,"LC",4,1,"Chordata","Perciformes","Gerreidae","Eucinostomus","Eucinostomus dowii","Actinopteri",NA,"Western Galapagos Islands"
