"","id","valid_id","parent_id","rank_name","tname","tauthor","records","datasets","phylum","family","genus","species","class","order","worms_id","redlist","status","gisd","hab","ecoregion"
"7657",696420,696420,612201,"Species","Chaunax pictus","Lowe, 1846",4,2,"Chordata","Chaunacidae","Chaunax","Chaunax pictus","Actinopteri","Lophiiformes",126539,NA,NA,NA,NA,"Floridian"
"7658",696421,696421,612201,"Species","Chaunax suttkusi","Caruso, 1989",11,3,"Chordata","Chaunacidae","Chaunax","Chaunax suttkusi","Actinopteri","Lophiiformes",126540,NA,NA,NA,NA,"Floridian"
"7659",696425,696425,411377,"Genus","Cheiraster","Studer, 1883",6,1,"Echinodermata","Benthopectinidae","Cheiraster",NA,"Asteroidea","Notomyotida",123240,NA,NA,NA,NA,"Floridian"
"7660",696426,696426,772615,"Species","Cheiraster (Barbadosaster) echinulatus","(Perrier, 1875)",29,3,"Echinodermata","Benthopectinidae","Cheiraster","Cheiraster (Barbadosaster) echinulatus","Asteroidea","Notomyotida",178242,NA,NA,NA,NA,"Floridian"
"7661",696427,696427,768885,"Species","Cheiraster (Cheiraster) planus","Verrill, 1915",1,1,"Echinodermata","Benthopectinidae","Cheiraster","Cheiraster (Cheiraster) planus","Asteroidea","Notomyotida",178239,NA,NA,NA,NA,"Floridian"
"7662",696429,696429,772616,"Species","Cheiraster (Christopheraster) blakei","A.M. Clark, 1981",2,1,"Echinodermata","Benthopectinidae","Cheiraster","Cheiraster (Christopheraster) blakei","Asteroidea","Notomyotida",178245,NA,NA,NA,NA,"Floridian"
"7663",696432,696432,769803,"Species","Chelonia mydas","(Linnaeus, 1758)",56,12,"Chordata","Cheloniidae","Chelonia","Chelonia mydas","Reptilia","Testudines",137206,TRUE,"EN",NA,NA,"Floridian"
"7664",696450,696450,741783,"Species","Chione cancellata","(Linnaeus, 1767)",548,6,"Mollusca","Veneridae","Chione","Chione cancellata","Bivalvia","Veneroida",397040,NA,NA,NA,NA,"Floridian"
"7665",696457,696457,741783,"Species","Chione paphia","(Linnaeus, 1767)",7,3,"Mollusca","Veneridae","Chione","Chione paphia","Bivalvia","Veneroida",NA,NA,NA,NA,NA,"Floridian"
"7666",696465,696465,776311,"Species","Chirocentrodon bleekerianus","(Poey, 1867)",1,1,"Chordata","Pristigasteridae","Chirocentrodon","Chirocentrodon bleekerianus","Actinopteri","Clupeiformes",280154,TRUE,"LC",NA,NA,"Floridian"
"7667",696474,696474,421347,"Species","Chiton marmoratus","Gmelin, 1791",4,2,"Mollusca","Chitonidae","Chiton","Chiton marmoratus","Polyplacophora","Chitonida",386780,NA,NA,NA,NA,"Floridian"
"7668",696478,696478,779019,"Family","Chitonidae","Rafinesque, 1815",3,2,"Mollusca","Chitonidae",NA,NA,"Polyplacophora","Chitonida",64,NA,NA,NA,NA,"Floridian"
"7669",696485,696485,421413,"Species","Chlamys munda","(Reeve, 1853)",71,1,"Mollusca","Pectinidae","Chlamys","Chlamys munda","Bivalvia","Pectinoida",NA,NA,NA,NA,NA,"Floridian"
"7670",696520,696520,422306,"Species","Chrysallida gemmulosa","(C. B. Adams, 1850)",1,1,"Mollusca","Pyramidellidae","Chrysallida","Chrysallida gemmulosa","Gastropoda","Heterobranchia incertae sedis",420440,NA,NA,NA,NA,"Floridian"
"7671",696529,696529,753065,"Family","Chrysopetalidae","Ehlers, 1864",156,5,"Annelida","Chrysopetalidae",NA,NA,"Polychaeta","Phyllodocida",944,NA,NA,NA,NA,"Floridian"
"7672",696537,696537,422690,"Species","Cinachyrella alloclada","(Uliczka, 1929)",54,4,"Porifera","Tetillidae","Cinachyrella","Cinachyrella alloclada","Demospongiae","Spirophorida",171291,NA,NA,NA,NA,"Floridian"
"7673",696538,696538,422690,"Species","Cinachyrella kuekenthali","(Uliczka, 1929)",22,2,"Porifera","Tetillidae","Cinachyrella","Cinachyrella kuekenthali","Demospongiae","Spirophorida",171308,NA,NA,NA,NA,"Floridian"
"7674",696540,696540,422804,"Species","Cirolana parva","Hansen, 1890",58,5,"Arthropoda","Cirolanidae","Cirolana","Cirolana parva","Malacostraca","Isopoda",220697,NA,NA,NA,NA,"Floridian"
"7675",696565,696565,770266,"Genus","Cladophora","Kützing, 1843",102,2,"Chlorophyta","Cladophoraceae","Cladophora",NA,"Ulvophyceae","Cladophorales",143996,NA,NA,NA,NA,"Floridian"
"7676",696570,696570,763632,"Species","Clathria (Microciona) adioristica","(de Laubenfels, 1953)",10,2,"Porifera","Microcionidae","Clathria","Clathria (Microciona) adioristica","Demospongiae","Poecilosclerida",167607,NA,NA,NA,NA,"Floridian"
"7677",696573,696573,423702,"Genus","Clausocalanus","Giesbrecht, 1888",1,1,"Arthropoda","Clausocalanidae","Clausocalanus",NA,NA,"Calanoida",104161,NA,NA,NA,NA,"Floridian"
"7678",696582,696582,424047,"Species","Clio pyramidata","Linnaeus, 1767",6,1,"Mollusca","Cliidae","Clio","Clio pyramidata","Gastropoda","Thecosomata",139033,NA,NA,NA,NA,"Floridian"
"7679",696589,696589,742345,"Species","Clypeaster chesheri","Serafy, 1970",10,3,"Echinodermata","Clypeasteridae","Clypeaster","Clypeaster chesheri","Echinoidea","Clypeasteroida",422494,NA,NA,NA,NA,"Floridian"
"7680",696590,696590,742345,"Species","Clypeaster euclastus","H.L. Clark, 1941",3,2,"Echinodermata","Clypeasteridae","Clypeaster","Clypeaster euclastus","Echinoidea","Clypeasteroida",422495,NA,NA,NA,NA,"Floridian"
"7681",696594,696594,742345,"Species","Clypeaster rosaceus","(Linnaeus, 1758)",21,2,"Echinodermata","Clypeasteridae","Clypeaster","Clypeaster rosaceus","Echinoidea","Clypeasteroida",367962,NA,NA,NA,NA,"Floridian"
"7682",696595,696595,742345,"Species","Clypeaster subdepressus","(Gray, 1825)",96,5,"Echinodermata","Clypeasteridae","Clypeaster","Clypeaster subdepressus","Echinoidea","Clypeasteroida",422499,NA,NA,NA,NA,"Floridian"
"7683",696603,696603,779794,"Species","Coccometra nigrolineata","AH Clark, 1918",1,1,"Echinodermata","Antedonidae","Coccometra","Coccometra nigrolineata","Crinoidea","Comatulida",422441,NA,NA,NA,NA,"Floridian"
"7684",696611,696611,742379,"Species","Cochlespira elegans","(Dall, 1881)",4,1,"Mollusca","Cochlespiridae","Cochlespira","Cochlespira elegans","Gastropoda","Neogastropoda",420260,NA,NA,NA,NA,"Floridian"
"7685",696617,696617,742397,"Species","Codakia orbicularis","(Linnaeus, 1758)",123,4,"Mollusca","Lucinidae","Codakia","Codakia orbicularis","Bivalvia","Lucinoida",420787,NA,NA,NA,NA,"Floridian"
"7686",696619,696619,779795,"Species","Coelocerus spinosus","A. Milne-Edwards, 1875",2,1,"Arthropoda","Epialtidae","Coelocerus","Coelocerus spinosus","Malacostraca","Decapoda",422004,NA,NA,NA,NA,"Floridian"
"7687",696621,696621,742449,"Species","Coelorinchus caelorhincus","(Risso, 1810)",5,2,"Chordata","Macrouridae","Coelorinchus","Coelorinchus caelorhincus","Actinopteri","Gadiformes",398381,TRUE,"DD",NA,NA,"Floridian"
"7688",696622,696622,742449,"Species","Coelorinchus caribbaeus","(Goode & Bean, 1885)",2,1,"Chordata","Macrouridae","Coelorinchus","Coelorinchus caribbaeus","Actinopteri","Gadiformes",280261,NA,NA,NA,NA,"Floridian"
"7689",696624,696624,425148,"Species","Coenocyathus parvulus","(Cairns, 1979)",5,4,"Cnidaria","Caryophylliidae","Coenocyathus","Coenocyathus parvulus","Anthozoa","Scleractinia",286785,NA,NA,NA,NA,"Floridian"
"7690",696633,696633,425261,"Species","Collodes trispinosus","Stimpson, 1871",49,5,"Arthropoda","Inachoididae","Collodes","Collodes trispinosus","Malacostraca","Decapoda",421966,NA,NA,NA,NA,"Floridian"
"7691",696636,696636,773280,"Species","Coloconger meadi","Kanazawa, 1957",2,2,"Chordata","Colocongridae","Coloconger","Coloconger meadi","Actinopteri","Anguilliformes",277416,NA,NA,NA,NA,"Floridian"
"7692",696641,696641,742524,"Species","Colpophyllia natans","(Houttuyn, 1772)",184,5,"Cnidaria","Mussidae","Colpophyllia","Colpophyllia natans","Anthozoa","Scleractinia",289697,TRUE,"LC",NA,NA,"Floridian"
"7693",696650,696650,696646,"Species","Columbella mercatoria","(Linnaeus, 1758)",5,2,"Mollusca","Columbellidae","Columbella","Columbella mercatoria","Gastropoda","Neogastropoda",208599,NA,NA,NA,NA,"Floridian"
"7694",696656,696656,742570,"Species","Comactinia echinoptera","(Müller, 1840)",10,2,"Echinodermata","Comatulidae","Comactinia","Comactinia echinoptera","Crinoidea","Comatulida",246740,NA,NA,NA,NA,"Floridian"
"7695",696664,696664,742629,"Species","Compsodrillia tristicha","(Dall, 1889)",2,1,"Mollusca","Pseudomelatomidae","Compsodrillia","Compsodrillia tristicha","Gastropoda","Neogastropoda",420406,NA,NA,NA,NA,"Floridian"
"7696",696672,696672,767116,"Family","Conidae","Fleming, 1822",17,4,"Mollusca","Conidae",NA,NA,"Gastropoda","Neogastropoda",14107,NA,NA,NA,NA,"Floridian"
"7697",696678,696678,696672,"Genus","Conus","Linnaeus, 1758",37,5,"Mollusca","Conidae","Conus",NA,"Gastropoda","Neogastropoda",137813,NA,NA,NA,NA,"Floridian"
"7698",696679,696679,696678,"Species","Conus amphiurgus","Dall, 1889",13,2,"Mollusca","Conidae","Conus","Conus amphiurgus","Gastropoda","Neogastropoda",420199,TRUE,"LC",NA,NA,"Floridian"
"7699",696690,696690,696678,"Species","Conus ermineus","Born, 1778",3,1,"Mollusca","Conidae","Conus","Conus ermineus","Gastropoda","Neogastropoda",215538,TRUE,"LC",NA,NA,"Floridian"
"7700",696706,696706,696678,"Species","Conus regius","Gmelin, 1791",6,3,"Mollusca","Conidae","Conus","Conus regius","Gastropoda","Neogastropoda",420220,TRUE,"LC",NA,NA,"Floridian"
"7701",696709,696709,696678,"Species","Conus villepinii","P. Fischer & Bernardi, 1857",9,2,"Mollusca","Conidae","Conus","Conus villepinii","Gastropoda","Neogastropoda",420226,TRUE,"LC",NA,NA,"Floridian"
"7702",696728,696728,426683,"Species","Coralliophila abbreviata","(Lamarck, 1816)",1,1,"Mollusca","Muricidae","Coralliophila","Coralliophila abbreviata","Gastropoda","Neogastropoda",NA,NA,NA,NA,NA,"Floridian"
"7703",696730,696730,426683,"Species","Coralliophila caribaea","Abbott, 1958",8,2,"Mollusca","Muricidae","Coralliophila","Coralliophila caribaea","Gastropoda","Neogastropoda",419933,NA,NA,NA,NA,"Floridian"
"7704",696739,696739,426834,"Genus","Corbula","Bruguière, 1797",107,4,"Mollusca","Corbulidae","Corbula",NA,"Bivalvia","Myoida",137841,NA,NA,NA,NA,"Floridian"
"7705",696750,696750,696739,"Species","Corbula operculata","Philippi, 1848",303,4,"Mollusca","Corbulidae","Corbula","Corbula operculata","Bivalvia","Myoida",505875,NA,NA,NA,NA,"Floridian"
"7706",696756,696756,427034,"Species","Coronaster briareus","(Verrill, 1882)",10,2,"Echinodermata","Asteriidae","Coronaster","Coronaster briareus","Asteroidea","Forcipulatida",178807,NA,NA,NA,NA,"Floridian"
"7707",696757,696757,742946,"Family","Corophiidae","Leach, 1814",32,4,"Arthropoda","Corophiidae",NA,NA,"Malacostraca","Amphipoda",101376,NA,NA,NA,NA,"Floridian"
"7708",696765,696765,775720,"Genus","Coryphopterus","Gill, 1863",19,7,"Chordata","Gobiidae","Coryphopterus",NA,"Actinopteri","Perciformes",159735,NA,NA,NA,NA,"Floridian"
"7709",696777,696777,427970,"Species","Cosmioconcha calliglypta","(Dall, 1901)",4,2,"Mollusca","Columbellidae","Cosmioconcha","Cosmioconcha calliglypta","Gastropoda","Neogastropoda",511686,NA,NA,NA,NA,"Floridian"
"7710",696778,696778,427970,"Species","Cosmioconcha nitens","(C. B. Adams, 1850)",3,1,"Mollusca","Columbellidae","Cosmioconcha","Cosmioconcha nitens","Gastropoda","Neogastropoda",419992,NA,NA,NA,NA,"Floridian"
"7711",696781,696781,773591,"Species","Cosmocampus brachycephalus","(Poey, 1868)",3,2,"Chordata","Syngnathidae","Cosmocampus","Cosmocampus brachycephalus","Actinopteri","Syngnathiformes",278058,NA,NA,NA,NA,"Floridian"
"7712",696794,696794,743127,"Species","Crassinella martinicensis","(d'Orbigny, 1853)",410,5,"Mollusca","Crassatellidae","Crassinella","Crassinella martinicensis","Bivalvia","Carditoida",420844,NA,NA,NA,NA,"Floridian"
"7713",696800,696800,428341,"Species","Crassispira fuscescens","(Reeve, 1843)",4,1,"Mollusca","Pseudomelatomidae","Crassispira","Crassispira fuscescens","Gastropoda","Neogastropoda",420269,NA,NA,NA,NA,"Floridian"
"7714",696801,696801,1014408,"Genus","Crassostrea","Sacco, 1897",2,2,"Mollusca","Ostreidae","Crassostrea",NA,"Bivalvia","Ostreoida",138297,NA,NA,NA,NA,"Floridian"
"7715",696802,696802,696801,"Species","Crassostrea rhizophorae","(Guilding, 1828)",3,1,"Mollusca","Ostreidae","Crassostrea","Crassostrea rhizophorae","Bivalvia","Ostreoida",420777,NA,NA,NA,NA,"Floridian"
"7716",696808,696808,428593,"Species","Crepidula convexa","Say, 1822",13,3,"Mollusca","Calyptraeidae","Crepidula","Crepidula convexa","Gastropoda","Littorinimorpha",160228,NA,NA,NA,NA,"Floridian"
"7717",696811,696811,428593,"Species","Crepidula plana","Say, 1822",92,6,"Mollusca","Calyptraeidae","Crepidula","Crepidula plana","Gastropoda","Littorinimorpha",160230,NA,NA,NA,NA,"Floridian"
"7718",696822,696822,696821,"Species","Crossota rufobrunnea","(Kramp, 1913)",4,1,"Cnidaria","Rhopalonematidae","Crossota","Crossota rufobrunnea","Hydrozoa","Trachymedusae",117856,NA,NA,NA,NA,"Floridian"
"7719",696825,696825,415677,"Genus","Crucibulum","Schumacher, 1817",1,1,"Mollusca","Calyptraeidae","Crucibulum",NA,"Gastropoda","Littorinimorpha",160231,NA,NA,NA,NA,"Floridian"
"7720",696826,696826,696825,"Species","Crucibulum auricula","(Gmelin, 1791)",34,3,"Mollusca","Calyptraeidae","Crucibulum","Crucibulum auricula","Gastropoda","Littorinimorpha",419705,NA,NA,NA,NA,"Floridian"
"7721",696829,696829,696825,"Species","Crucibulum planum","Schumacher, 1817",1,1,"Mollusca","Calyptraeidae","Crucibulum","Crucibulum planum","Gastropoda","Littorinimorpha",419706,NA,NA,NA,NA,"Floridian"
"7722",696834,696834,743280,"Species","Cryoturris fargoi","McGinty, 1955",2,1,"Mollusca","Mangeliidae","Cryoturris","Cryoturris fargoi","Gastropoda","Neogastropoda",420331,NA,NA,NA,NA,"Floridian"
"7723",696841,696841,429291,"Species","Cryptotomus roseus","Cope, 1871",449,15,"Chordata","Scaridae","Cryptotomus","Cryptotomus roseus","Actinopteri","Perciformes",277118,TRUE,"LC",NA,NA,"Floridian"
"7724",696857,696857,743973,"Family","Cucumariidae","Ludwig, 1894",3,3,"Echinodermata","Cucumariidae",NA,NA,"Holothuroidea","Dendrochirotida",123187,NA,NA,NA,NA,"Floridian"
"7725",696870,696870,429892,"Species","Cuspidaria jeffreysi","(Dall, 1881)",21,4,"Mollusca","Cuspidariidae","Cuspidaria","Cuspidaria jeffreysi","Bivalvia",NA,139447,NA,NA,NA,NA,"Floridian"
"7726",696874,696874,429989,"Species","Cuvierina columnella","(Rang, 1827)",1,1,"Mollusca","Cuvierinidae","Cuvierina","Cuvierina columnella","Gastropoda","Thecosomata",139036,NA,NA,NA,NA,"Floridian"
"7727",696878,696878,767946,"Genus","Cyclaspis","Sars, 1865",849,5,"Arthropoda","Bodotriidae","Cyclaspis",NA,"Malacostraca","Cumacea",110388,NA,NA,NA,NA,"Floridian"
"7728",696879,696879,696878,"Species","Cyclaspis varians","Calman, 1912",179,3,"Arthropoda","Bodotriidae","Cyclaspis","Cyclaspis varians","Malacostraca","Cumacea",157810,NA,NA,NA,NA,"Floridian"
"7729",696889,696889,1013277,"Genus","Cyclosalpa","de Blainville, 1827",1,1,"Chordata","Salpidae","Cyclosalpa",NA,"Thaliacea","Salpida",137227,NA,NA,NA,NA,"Floridian"
"7730",696891,696891,761684,"Genus","Cyclostremiscus","Pilsbry & Olsson, 1945",1,1,"Mollusca","Tornidae","Cyclostremiscus",NA,"Gastropoda","Littorinimorpha",160249,NA,NA,NA,NA,"Floridian"
"7731",696892,696892,696891,"Species","Cyclostremiscus beauii","(P. Fischer, 1857)",19,5,"Mollusca","Tornidae","Cyclostremiscus","Cyclostremiscus beauii","Gastropoda","Littorinimorpha",419656,NA,NA,NA,NA,"Floridian"
"7732",696893,696893,696891,"Species","Cyclostremiscus jeannae","Pilsbry & McGinty, 1946",4,1,"Mollusca","Tornidae","Cyclostremiscus","Cyclostremiscus jeannae","Gastropoda","Littorinimorpha",419659,NA,NA,NA,NA,"Floridian"
"7733",696894,696894,747128,"Genus","Cyclothone","Goode & Bean, 1883",5,2,"Chordata","Gonostomatidae","Cyclothone",NA,"Actinopteri","Stomiiformes",126187,NA,NA,NA,NA,"Floridian"
"7734",696898,696898,430465,"Species","Cylichnella bidentata","(d'Orbigny, 1841)",71,6,"Mollusca","Cylichnidae","Cylichnella","Cylichnella bidentata","Gastropoda","Cephalaspidea",420538,NA,NA,NA,NA,"Floridian"
"7735",696899,696899,743596,"Genus","Cylindrobulla","P. Fischer, 1857",4,2,"Mollusca","Cylindrobullidae","Cylindrobulla",NA,"Gastropoda","Sacoglossa",183502,NA,NA,NA,NA,"Floridian"
"7736",696902,696902,430581,"Species","Cymatium femorale","(Linnaeus, 1758)",3,1,"Mollusca","Ranellidae","Cymatium","Cymatium femorale","Gastropoda","Littorinimorpha",225025,NA,NA,NA,NA,"Floridian"
"7737",696928,696928,743673,"Species","Cyphoma signatum","Pilsbry & McGinty, 1939",5,2,"Mollusca","Ovulidae","Cyphoma","Cyphoma signatum","Gastropoda","Littorinimorpha",419732,NA,NA,NA,NA,"Floridian"
"7738",696943,696943,773101,"Species","Cypraecassis testiculus","(Linnaeus, 1758)",6,2,"Mollusca","Cassidae","Cypraecassis","Cypraecassis testiculus","Gastropoda","Littorinimorpha",224277,NA,NA,NA,NA,"Floridian"
"7739",696947,696947,746041,"Genus","Cypselurus","Swainson, 1838",4,4,"Chordata","Exocoetidae","Cypselurus",NA,"Actinopteri","Beloniformes",206252,NA,NA,NA,NA,"Floridian"
"7740",696956,696956,776377,"Species","Dactylobatus clarkii","(Bigelow & Schroeder, 1958)",2,2,"Chordata","Rajidae","Dactylobatus","Dactylobatus clarkii","Elasmobranchii","Rajiformes",280475,TRUE,"DD",NA,NA,"Floridian"
"7741",696957,696957,431878,"Species","Dactylopterus volitans","(Linnaeus, 1758)",3,1,"Chordata","Dactylopteridae","Dactylopterus","Dactylopterus volitans","Actinopteri","Scorpaeniformes",127232,NA,NA,NA,NA,"Floridian"
"7742",696961,696961,431894,"Species","Dactyloscopus tridigitatus","Gill, 1859",1,1,"Chordata","Dactyloscopidae","Dactyloscopus","Dactyloscopus tridigitatus","Actinopteri","Perciformes",276406,TRUE,"LC",NA,NA,"Floridian"
"7743",696978,696978,696975,"Species","Dasyatis guttata","(Bloch & Schneider, 1801)",2,1,"Chordata","Dasyatidae","Dasyatis","Dasyatis guttata","Elasmobranchii","Myliobatiformes",271434,TRUE,"DD",NA,NA,"Floridian"
"7744",696980,696980,696975,"Species","Dasyatis sabina","(Lesueur, 1824)",17,5,"Chordata","Dasyatidae","Dasyatis","Dasyatis sabina","Elasmobranchii","Myliobatiformes",158527,TRUE,"LC",NA,NA,"Floridian"
"7745",696989,696989,432454,"Species","Decapterus tabl","Berry, 1968",1,1,"Chordata","Carangidae","Decapterus","Decapterus tabl","Actinopteri","Perciformes",159484,NA,NA,NA,NA,"Floridian"
"7746",697003,697003,432585,"Species","Deltocyathus eccentricus","Cairns, 1979",5,4,"Cnidaria","Deltocyathidae","Deltocyathus","Deltocyathus eccentricus","Anthozoa","Scleractinia",135155,NA,NA,NA,NA,"Floridian"
"7747",697004,697004,432585,"Species","Deltocyathus italicus","(Michelotti, 1838)",17,4,"Cnidaria","Deltocyathidae","Deltocyathus","Deltocyathus italicus","Anthozoa","Scleractinia",135156,NA,NA,NA,NA,"Floridian"
"7748",697005,697005,432641,"Species","Democrinus conifer","(AH Clark, 1909)",8,1,"Echinodermata","Bourgueticrinidae","Democrinus","Democrinus conifer","Crinoidea","Comatulida",124183,NA,NA,NA,NA,"Floridian"
"7749",697008,697008,432724,"Species","Dendrodoris krebsii","(Mörch, 1863)",4,2,"Mollusca","Dendrodorididae","Dendrodoris","Dendrodoris krebsii","Gastropoda","Nudibranchia",420607,NA,NA,NA,NA,"Floridian"
"7750",697020,697020,432926,"Species","Dentalium laqueatum","Verrill, 1885",49,6,"Mollusca","Dentaliidae","Dentalium","Dentalium laqueatum","Scaphopoda","Dentaliida",344159,NA,NA,NA,NA,"Floridian"
"7751",697026,697026,773106,"Species","Dermatolepis inermis","(Valenciennes, 1833)",5,2,"Chordata","Serranidae","Dermatolepis","Dermatolepis inermis","Actinopteri","Perciformes",276920,TRUE,"NT",NA,NA,"Floridian"
"7752",697031,697031,433198,"Species","Dermomurex pauperculus","(C. B. Adams, 1850)",3,2,"Mollusca","Muricidae","Dermomurex","Dermomurex pauperculus","Gastropoda","Neogastropoda",406301,NA,NA,NA,NA,"Floridian"
"7753",697033,697033,433253,"Species","Desmapsamma anchorata","(Carter, 1882)",6,2,"Porifera","Desmacididae","Desmapsamma","Desmapsamma anchorata","Demospongiae","Poecilosclerida",169121,NA,NA,NA,NA,"Floridian"
"7754",697053,697053,784120,"Species","Diaphus garmani","Gilbert, 1906",4,1,"Chordata","Myctophidae","Diaphus","Diaphus garmani","Actinopteri","Myctophiformes",158888,NA,NA,NA,NA,"Floridian"
"7755",697054,697054,433743,"Species","Diapterus auratus","Ranzani, 1842",7,2,"Chordata","Gerreidae","Diapterus","Diapterus auratus","Actinopteri","Perciformes",159726,TRUE,"LC",NA,NA,"Floridian"
"7756",697073,697073,773046,"Species","Dictyurus occidentalis","J.Agardh, 1847",2,1,"Rhodophyta","Dasyaceae","Dictyurus","Dictyurus occidentalis","Florideophyceae","Ceramiales",213678,NA,NA,NA,NA,"Floridian"
"7757",697078,697078,744479,"Genus","Diodora","Gray, 1821",9,4,"Mollusca","Fissurellidae","Diodora",NA,"Gastropoda",NA,138011,NA,NA,NA,NA,"Floridian"
"7758",697083,697083,697078,"Species","Diodora jaumei","Aguayo & Rehder, 1936",5,1,"Mollusca","Fissurellidae","Diodora","Diodora jaumei","Gastropoda",NA,419342,NA,NA,NA,NA,"Floridian"
"7759",697084,697084,697078,"Species","Diodora listeri","(d'Orbigny, 1847)",18,3,"Mollusca","Fissurellidae","Diodora","Diodora listeri","Gastropoda",NA,419343,NA,NA,NA,NA,"Floridian"
"7760",697085,697085,697078,"Species","Diodora meta","(Ihering, 1927)",4,1,"Mollusca","Fissurellidae","Diodora","Diodora meta","Gastropoda",NA,419344,NA,NA,NA,NA,"Floridian"
"7761",697086,697086,697078,"Species","Diodora minuta","(Lamarck, 1822)",4,2,"Mollusca","Fissurellidae","Diodora","Diodora minuta","Gastropoda",NA,419345,NA,NA,NA,NA,"Floridian"
"7762",697088,697088,697078,"Species","Diodora sayi","(Dall, 1889)",15,3,"Mollusca","Fissurellidae","Diodora","Diodora sayi","Gastropoda",NA,419347,NA,NA,NA,NA,"Floridian"
"7763",697090,697090,697078,"Species","Diodora viridula","(Lamarck, 1822)",4,1,"Mollusca","Fissurellidae","Diodora","Diodora viridula","Gastropoda",NA,419349,NA,NA,NA,NA,"Floridian"
"7764",697093,697093,484406,"Family","Diogenidae","Ortmann, 1892",112,2,"Arthropoda","Diogenidae",NA,NA,"Malacostraca","Decapoda",106736,NA,NA,NA,NA,"Floridian"
"7765",697095,697095,849990,"Species","Diphyes bojani","(Eschscholtz, 1825)",6,2,"Cnidaria","Diphyidae","Diphyes","Diphyes bojani","Hydrozoa","Siphonophorae",135419,NA,NA,NA,NA,"Floridian"
"7766",697112,697112,434877,"Species","Diplodonta notata","Dall & Simpson, 1901",3,1,"Mollusca","Ungulinidae","Diplodonta","Diplodonta notata","Bivalvia",NA,420806,NA,NA,NA,NA,"Floridian"
"7767",697117,697117,434919,"Species","Diplodus holbrookii","(Bean, 1878)",11,4,"Chordata","Sparidae","Diplodus","Diplodus holbrookii","Actinopteri","Perciformes",273972,TRUE,"LC",NA,NA,"Floridian"
"7768",697121,697121,744557,"Species","Diploria labyrinthiformis","(Linnaeus, 1758)",57,3,"Cnidaria","Mussidae","Diploria","Diploria labyrinthiformis","Anthozoa","Scleractinia",289826,TRUE,"LC",NA,NA,"Floridian"
"7769",697124,697124,435318,"Species","Dipsacaster antillensis","Halpern, 1968",2,1,"Echinodermata","Astropectinidae","Dipsacaster","Dipsacaster antillensis","Asteroidea","Paxillosida",178681,NA,NA,NA,NA,"Floridian"
"7770",697128,697128,744586,"Species","Discias atlanticus","Gurney, 1939",5,2,"Arthropoda","Disciadidae","Discias","Discias atlanticus","Malacostraca","Decapoda",240677,NA,NA,NA,NA,"Floridian"
"7771",697136,697136,799828,"Genus","Distichopora","Lamarck, 1816",2,2,"Cnidaria","Stylasteridae","Distichopora",NA,"Hydrozoa","Anthoathecata",205513,NA,NA,NA,NA,"Floridian"
"7772",697139,697139,697138,"Species","Distorsio clathrata","(Lamarck, 1816)",13,3,"Mollusca","Personidae","Distorsio","Distorsio clathrata","Gastropoda","Littorinimorpha",419785,NA,NA,NA,NA,"Floridian"
"7773",697140,697140,697138,"Species","Distorsio constricta","(Broderip, 1833)",6,1,"Mollusca","Personidae","Distorsio","Distorsio constricta","Gastropoda","Littorinimorpha",419786,NA,NA,NA,NA,"Floridian"
"7774",697149,697149,435836,"Species","Dolabrifera dolabrifera","(Rang, 1828)",2,1,"Mollusca","Aplysiidae","Dolabrifera","Dolabrifera dolabrifera","Gastropoda","Anaspidea",224652,NA,NA,NA,NA,"Floridian"
"7775",697150,697150,435869,"Species","Dolicholatirus pauli","(McGinty, 1955)",3,1,"Mollusca","Fasciolariidae","Dolicholatirus","Dolicholatirus pauli","Gastropoda","Neogastropoda",420019,NA,NA,NA,NA,"Floridian"
"7776",697170,697170,436090,"Family","Dorididae","Rafinesque, 1815",8,2,"Mollusca","Dorididae",NA,NA,"Gastropoda","Nudibranchia",9904,NA,NA,NA,NA,"Floridian"
"7777",697173,697173,771746,"Species","Dorosoma petenense","(Günther, 1867)",7,2,"Chordata","Clupeidae","Dorosoma","Dorosoma petenense","Actinopteri","Clupeiformes",276310,TRUE,"LC",NA,NA,"Floridian"
"7778",697174,697174,745818,"Family","Dorvilleidae","Chamberlin, 1919",389,5,"Annelida","Dorvilleidae",NA,NA,"Polychaeta","Eunicida",971,NA,NA,NA,NA,"Floridian"
"7779",697178,697178,436251,"Species","Dosinia concentrica","(Born, 1778)",7,3,"Mollusca","Veneridae","Dosinia","Dosinia concentrica","Bivalvia","Veneroida",507553,NA,NA,NA,NA,"Floridian"
"7780",697184,697184,436416,"Species","Dragmacidon reticulatum","(Ridley & Dendy, 1886)",35,2,"Porifera","Axinellidae","Dragmacidon","Dragmacidon reticulatum","Demospongiae","Axinellida",165558,NA,NA,NA,NA,"Floridian"
"7781",697192,697192,436522,"Species","Drilliola loprestiana","(Calcara, 1841)",7,3,"Mollusca","Borsoniidae","Drilliola","Drilliola loprestiana","Gastropoda","Neogastropoda",183133,NA,NA,NA,NA,"Floridian"
"7782",697194,697194,436868,"Species","Dysidea etheria","de Laubenfels, 1936",5,3,"Porifera","Dysideidae","Dysidea","Dysidea etheria","Demospongiae","Dictyoceratida",164941,NA,NA,NA,NA,"Floridian"
