"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","family","genus","species","class","order","redlist","status","hab","ecoregion"
"1323",654957,654957,487814,"Species","Pareuthria insularis","Fernandez",NA,1,1,"Mollusca","Buccinidae","Pareuthria","Pareuthria insularis","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1324",654958,654958,487814,"Species","Pareuthria michaelseni","(Strebel, 1905)",491217,2,2,"Mollusca","Buccinidae","Pareuthria","Pareuthria michaelseni","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1325",654961,654961,487814,"Species","Pareuthria plumbea","(Philippi, 1844)",491220,28,4,"Mollusca","Buccinidae","Pareuthria","Pareuthria plumbea","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1326",654964,654964,487814,"Species","Pareuthria powelli","Cernohorsky, 1977",491221,5,2,"Mollusca","Buccinidae","Pareuthria","Pareuthria powelli","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1327",654967,654967,487814,"Species","Pareuthria ringei","(Strebel, 1905)",491222,3,3,"Mollusca","Buccinidae","Pareuthria","Pareuthria ringei","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1328",654969,654969,487814,"Species","Pareuthria venustula","Powell, 1951",491225,4,2,"Mollusca","Buccinidae","Pareuthria","Pareuthria venustula","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1329",655012,655012,772566,"Species","Pariphimedia normani","(Cunningham, 1871)",236964,5,1,"Arthropoda","Iphimediidae","Pariphimedia","Pariphimedia normani","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1330",655383,655383,755060,"Species","Patagonotothen canina","(Smitt, 1897)",712787,1,1,"Chordata","Nototheniidae","Patagonotothen","Patagonotothen canina","Actinopteri","Perciformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1331",655698,655698,760968,"Family","Pectinariidae","Quatrefages, 1866",980,1,1,"Annelida","Pectinariidae",NA,NA,"Polychaeta","Terebellida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1332",655766,655766,655763,"Species","Pelagobia longicirrata","Greeff, 1879",130219,1,1,"Annelida","Lopadorrhynchidae","Pelagobia","Pelagobia longicirrata","Polychaeta","Phyllodocida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1333",656004,656004,489263,"Species","Pentamera chiloensis","(Ludwig, 1887)",529595,2,1,"Echinodermata","Phyllophoridae","Pentamera","Pentamera chiloensis","Holothuroidea","Dendrochirotida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1334",656873,656873,490657,"Species","Phalacrocorax atriceps","King, 1828",225759,20,2,"Chordata","Phalacrocoracidae","Phalacrocorax","Phalacrocorax atriceps","Aves","Pelecaniformes",TRUE,"LC",NA,"Channels and Fjords of Southern Chile"
"1335",657276,657276,491261,"Species","Philobrya magellanica","(Stempell, 1899)",533290,7,1,"Mollusca","Philobryidae","Philobrya","Philobrya magellanica","Bivalvia","Arcoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1336",657277,657277,491261,"Species","Philobrya multistriata","Lamy, 1908",504746,2,1,"Mollusca","Philobryidae","Philobrya","Philobrya multistriata","Bivalvia","Arcoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1337",657417,657417,657409,"Species","Pholoe polymorpha","(Hartmann-Schröder, 1962)",534507,2,1,"Annelida","Pholoidae","Pholoe","Pholoe polymorpha","Polychaeta","Phyllodocida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1338",657491,657491,821683,"Species","Photinastoma taeniata","(Wood)",533294,2,2,"Mollusca","Trochidae","Photinastoma","Photinastoma taeniata","Gastropoda",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"1339",657492,657492,821683,"Species","Photinastoma taeniatum","(G. B. Sowerby I, 1825)",533294,1,1,"Mollusca","Calliostomatidae","Photinastoma","Photinastoma taeniatum","Gastropoda",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"1340",657495,657495,552694,"Species","Photinula coerulescens","(King, 1832)",533296,2,2,"Mollusca","Calliostomatidae","Photinula","Photinula coerulescens","Gastropoda",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"1341",657576,657576,755688,"Species","Phoxocephalopsis gallardoi","Barnard & Clark, 1984",237145,1,1,"Arthropoda","Phoxocephalopsidae","Phoxocephalopsis","Phoxocephalopsis gallardoi","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1342",657577,657577,755688,"Species","Phoxocephalopsis zimmeri","Schellenberg, 1931",237313,3,1,"Arthropoda","Phoxocephalopsidae","Phoxocephalopsis","Phoxocephalopsis zimmeri","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1343",657586,657586,772508,"Species","Phoxorgia sinuata","(K.H. Barnard, 1932)",237209,25,2,"Arthropoda","Phoxocephalidae","Phoxorgia","Phoxorgia sinuata","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1344",659253,659253,494322,"Species","Pleurotomella ohlini","(Strebel, 1905)",432846,2,1,"Mollusca",NA,"Pleurotomella","Pleurotomella ohlini","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1345",659334,659334,494462,"Species","Plocamium cartilagineum","(Linnaeus) P.S.Dixon, 1967",145782,1,1,"Rhodophyta","Plocamiaceae","Plocamium","Plocamium cartilagineum","Florideophyceae","Plocamiales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1346",659368,659368,821743,"Species","Plumocolumella bidens","(Topsent)",NA,5,1,"Porifera","Myxillidae","Plumocolumella","Plumocolumella bidens","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1347",659471,659471,659470,"Subspecies","Podocerus cristatus rotundatus","Schellenberg, 1931",550164,2,1,"Arthropoda","Podoceridae","Podocerus","Podocerus cristatus","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1348",659827,659827,773039,"Species","Polycheria acanthocephala","Schellenberg, 1931",237214,1,1,"Arthropoda","Dexaminidae","Polycheria","Polycheria acanthocephala","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1349",659829,659829,773039,"Species","Polycheria antarctica","(Stebbing, 1875)",237412,1,1,"Arthropoda","Dexaminidae","Polycheria","Polycheria antarctica","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1350",659837,659837,773039,"Species","Polycheria macrophtalma","Schellenberg, 1931",237388,2,1,"Arthropoda","Dexaminidae","Polycheria","Polycheria macrophtalma","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1351",660641,660641,756748,"Species","Portlandia chilenica","(Dall)",NA,2,1,"Mollusca","Yoldiidae","Portlandia","Portlandia chilenica","Bivalvia","Nuculanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1352",660645,660645,756748,"Species","Portlandia indolens","(Dall)",NA,2,1,"Mollusca","Yoldiidae","Portlandia","Portlandia indolens","Bivalvia","Nuculanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1353",660652,660652,756748,"Species","Portlandia profundorum","(Melvill & Standen)",NA,2,1,"Mollusca","Yoldiidae","Portlandia","Portlandia profundorum","Bivalvia","Nuculanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1354",660843,660843,497227,"Species","Powellisetia microlirata","Ponder & Worsfold, 1994",533330,1,1,"Mollusca","Rissoidae","Powellisetia","Powellisetia microlirata","Gastropoda","Littorinimorpha",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1355",660954,660954,497397,"Species","Primnoella chilensis","(Phillipi, 1894)",409495,11,3,"Cnidaria","Primnoidae","Primnoella","Primnoella chilensis","Anthozoa","Alcyonacea",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1356",661201,661201,772527,"Species","Probolisca elliptica","(Schellenberg, 1931)",236947,6,1,"Arthropoda","Stenothoidae","Probolisca","Probolisca elliptica","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1357",661202,661202,772527,"Species","Probolisca nasutigenes","(Stebbing, 1888)",236990,4,1,"Arthropoda","Stenothoidae","Probolisca","Probolisca nasutigenes","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1358",661203,661203,772527,"Species","Probolisca ovata","(Stebbing, 1888)",237461,5,1,"Arthropoda","Stenothoidae","Probolisca","Probolisca ovata","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1359",661365,661365,756927,"Species","Proharpinia antipoda","Schellenberg, 1931",237002,33,1,"Arthropoda","Phoxocephalidae","Proharpinia","Proharpinia antipoda","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1360",661367,661367,756927,"Species","Proharpinia stephenseni","(Schellenberg, 1931)",236996,12,1,"Arthropoda","Phoxocephalidae","Proharpinia","Proharpinia stephenseni","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1361",661524,661524,498272,"Species","Prosipho antarctidis","(Pelseneer, 1903)",491310,1,1,"Mollusca","Buccinidae","Prosipho","Prosipho antarctidis","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1362",661631,661631,774603,"Species","Protellopsis kergueleni","Stebbing, 1888",237350,2,1,"Arthropoda","Caprellidae","Protellopsis","Protellopsis kergueleni","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1363",661657,661657,661656,"Species","Protocirrineris antarctica","(Monro)",NA,1,1,"Annelida","Cirratulidae","Protocirrineris","Protocirrineris antarctica","Polychaeta","Spionida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1364",661660,661660,697174,"Genus","Protodorvillea","Pettibone, 1961",129272,1,1,"Annelida","Dorvilleidae","Protodorvillea",NA,"Polychaeta","Eunicida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1365",661794,661794,774602,"Species","Protorchestia nitida","(Dana, 1852)",237358,10,1,"Arthropoda","Talitridae","Protorchestia","Protorchestia nitida","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1366",661891,661891,498825,"Species","Psalidaster mordax","Fisher, 1940",172695,1,1,"Echinodermata","Asteriidae","Psalidaster","Psalidaster mordax","Asteroidea","Forcipulatida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1367",662046,662046,772459,"Species","Pseudanchinoe tuberculata","(Burton)",NA,1,1,"Porifera","Microcionidae","Pseudanchinoe","Pseudanchinoe tuberculata","Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1368",662125,662125,499361,"Species","Pseudharpinia dentata","Schellenberg, 1931",237510,21,1,"Arthropoda","Phoxocephalidae","Pseudharpinia","Pseudharpinia dentata","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1369",662127,662127,499361,"Species","Pseudharpinia obtusifrons","(Stebbing, 1888)",237086,2,1,"Arthropoda","Phoxocephalidae","Pseudharpinia","Pseudharpinia obtusifrons","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1370",662135,662135,774631,"Species","Pseudiphimediella glabra","(Schellenberg, 1931)",237199,12,1,"Arthropoda","Iphimediidae","Pseudiphimediella","Pseudiphimediella glabra","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1371",662136,662136,774631,"Species","Pseudiphimediella nodosa","(Dana, 1852)",237277,8,1,"Arthropoda","Iphimediidae","Pseudiphimediella","Pseudiphimediella nodosa","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1372",662293,662293,554421,"Subspecies","Pseudocnus dubiosus leonina","(Semper)",174059,34,1,"Echinodermata","Cucumariidae","Pseudocnus","Pseudocnus dubiosus","Holothuroidea","Dendrochirotida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1373",662310,662310,792756,"Species","Pseudocorystes sicarius","(Poeppig, 1836)",440358,1,1,"Arthropoda","Atelecyclidae","Pseudocorystes","Pseudocorystes sicarius","Malacostraca","Decapoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1374",662825,662825,769705,"Genus","Pseudotanais","Sars, 1882",136246,1,1,"Arthropoda","Pseudotanaidae","Pseudotanais",NA,"Malacostraca","Tanaidacea",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1375",662978,662978,815912,"Species","Psolidiella spectabilis","(Ludwig)",NA,2,1,"Echinodermata","Cucumariidae","Psolidiella","Psolidiella spectabilis","Holothuroidea","Dendrochirotida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1376",663003,663003,1042423,"Species","Psolus patagonicus","Ekman, 1925",528865,6,2,"Echinodermata","Psolidae","Psolus","Psolus patagonicus","Holothuroidea","Dendrochirotida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1377",663014,663014,500757,"Subspecies","Psolus squamatus segregatus","Perrier",NA,3,1,"Echinodermata","Psolidae","Psolus",NA,"Holothuroidea","Dendrochirotida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1378",663416,663416,501467,"Species","Puffinus griseus","(Gmelin, 1789)",137202,20,3,"Chordata","Procellariidae","Puffinus","Puffinus griseus","Aves","Procellariiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1379",663444,663444,501522,"Species","Pullenia subcarinata","(d'Orbigny, 1839)",113115,2,1,"Foraminifera","Nonionidae","Pullenia","Pullenia subcarinata","Globothalamea","Rotaliida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1380",663582,663582,835981,"Species","Pupatonia magellanica","Ponder & Worsfold, 1994",533347,1,1,"Mollusca","Eatoniellidae","Pupatonia","Pupatonia magellanica","Gastropoda","Littorinimorpha",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1381",663959,663959,774300,"Species","Pyrostephos vanhoeffeni","Moser, 1925",231599,1,1,"Cnidaria","Pyrostephidae","Pyrostephos","Pyrostephos vanhoeffeni","Hydrozoa","Siphonophorae",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1382",664688,664688,664659,"Species","Rhachotropis schellenbergi","Andres, 1982",237667,1,1,"Arthropoda","Eusiridae","Rhachotropis","Rhachotropis schellenbergi","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1383",665000,665000,788319,"Species","Rhizosolenia simplex","Karsten, 1905",341506,5,1,"Ochrophyta","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia simplex","Bacillariophyceae","Rhizosoleniales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1384",665170,665170,504343,"Species","Rhynchospio glutaea","(Ehlers, 1897)",174830,8,1,"Annelida","Spionidae","Rhynchospio","Rhynchospio glutaea","Polychaeta","Spionida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1385",665587,665587,1042334,"Genus","Rossia","Owen, 1834",138481,2,1,"Mollusca","Sepiolidae","Rossia",NA,"Cephalopoda","Sepiida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1386",665727,665727,505134,"Species","Sabatieria coomansi","Chen, 1999",229834,2,1,"Nematoda","Comesomatidae","Sabatieria","Sabatieria coomansi","Chromadorea","Araeolaimida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1387",667062,667062,507523,"Genus","Scina","Prestandrea, 1833",101810,13,1,"Arthropoda","Scinidae","Scina",NA,"Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1388",667157,667157,758723,"Species","Scissurella clathrata","Strebel, 1908",493046,5,1,"Mollusca","Scissurellidae","Scissurella","Scissurella clathrata","Gastropoda",NA,NA,NA,NA,"Channels and Fjords of Southern Chile"
"1389",667190,667190,758735,"Species","Scleroconcha frons","Kornicker, 1975",451263,1,1,"Arthropoda","Philomedidae","Scleroconcha","Scleroconcha frons","Ostracoda","Myodocopida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1390",667710,667710,508584,"Species","Seba subantarctica","Schellenberg, 1931",237107,7,2,"Arthropoda","Sebidae","Seba","Seba subantarctica","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1391",667949,667949,758991,"Species","Semipallium nasans","(Philippi)",NA,1,1,"Mollusca","Pectinidae","Semipallium","Semipallium nasans","Bivalvia","Pectinoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1392",668329,668329,509630,"Species","Sertularella unilateralis","Allman",NA,2,1,"Cnidaria","Sertulariidae","Sertularella","Sertularella unilateralis","Hydrozoa","Leptothecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1393",668552,668552,772995,"Species","Silicula patagonica","(Dall, 1908)",506452,2,1,"Mollusca","Siliculidae","Silicula","Silicula patagonica","Bivalvia","Nuculanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1394",669038,669038,772572,"Species","Socarnoides unidentatus","(Schellenberg, 1931)",237687,1,1,"Arthropoda","Lysianassidae","Socarnoides","Socarnoides unidentatus","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1395",669173,669173,700571,"Species","Solen macha","Molina",NA,1,1,"Mollusca","Solenidae","Solen","Solen macha","Bivalvia","Euheterodonta incertae sedis",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1396",669673,669673,512167,"Genus","Spinocalanus","Giesbrecht, 1888",104236,8,1,"Arthropoda","Spinocalanidae","Spinocalanus",NA,NA,"Calanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1397",670041,670041,759882,"Species","Sporadopora dichotoma","(Moseley, 1876)",174791,6,2,"Cnidaria","Stylasteridae","Sporadopora","Sporadopora dichotoma","Hydrozoa","Anthoathecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1398",670052,670052,768966,"Species","Sprattus fuegensis","(Jenyns, 1842)",272281,3,3,"Chordata","Clupeidae","Sprattus","Sprattus fuegensis","Actinopteri","Clupeiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1399",670281,670281,759978,"Species","Staurotheca jaederholmi","Stechow, 1920",231586,3,1,"Cnidaria","Sertulariidae","Staurotheca","Staurotheca jaederholmi","Hydrozoa","Leptothecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1400",670462,670462,848850,"Genus","Stenhelia","Boeck, 1865",115327,1,1,"Arthropoda","Miraciidae","Stenhelia",NA,NA,"Harpacticoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1401",670577,670577,670566,"Species","Stenothoe magellanica","Rauschert, 1998",237108,2,1,"Arthropoda","Stenothoidae","Stenothoe","Stenothoe magellanica","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1402",670691,670691,774675,"Species","Stephensenia haematopus","Schellenberg, 1928",237736,1,1,"Arthropoda","Lysianassidae","Stephensenia","Stephensenia haematopus","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1403",670707,670707,760134,"Species","Sterechinus bernasconiae","Larrain, 1975",513027,2,1,"Echinodermata","Echinidae","Sterechinus","Sterechinus bernasconiae","Echinoidea","Camarodonta",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1404",670732,670732,513806,"Species","Stereomastis suhmi","(Bate, 1878)",383000,6,2,"Arthropoda","Polychelidae","Stereomastis","Stereomastis suhmi","Malacostraca","Decapoda",TRUE,"LC",NA,"Channels and Fjords of Southern Chile"
"1405",670746,670746,760151,"Genus","Sterna","Linnaeus, 1758",137047,6,1,"Chordata","Sternidae","Sterna",NA,"Aves","Charadriiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1406",670958,670958,772571,"Species","Stomacontion pepinii","(Stebbing, 1888)",237737,2,1,"Arthropoda","Lysianassidae","Stomacontion","Stomacontion pepinii","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1407",670993,670993,760234,"Species","Stomias gracilis","Garman, 1899",234829,1,1,"Chordata","Stomiidae","Stomias","Stomias gracilis","Actinopteri","Stomiiformes",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1408",671035,671035,822072,"Species","Straminotrophon plicatus","(Lightfoot)",NA,4,1,"Mollusca","Turridae","Straminotrophon","Straminotrophon plicatus","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1409",671544,671544,515141,"Genus","Suberites","Nardo, 1833",132072,6,2,"Porifera","Suberitidae","Suberites",NA,"Demospongiae","Suberitida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1410",671868,671868,515723,"Species","Symplectoscyphus subdichotomus","(Kirchenpauer, 1884)",174552,2,1,"Cnidaria","Sertulariidae","Symplectoscyphus","Symplectoscyphus subdichotomus","Hydrozoa","Leptothecata",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1411",671919,671919,768736,"Family","Synallactidae","Ludwig, 1894",123185,1,1,"Echinodermata","Synallactidae",NA,NA,"Holothuroidea","Aspidochirotida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1412",672032,672032,515940,"Species","Synapseudes ideos","(Gardiner)",244640,20,1,"Arthropoda","Metapseudidae","Synapseudes","Synapseudes ideos","Malacostraca","Tanaidacea",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1413",672061,672061,760638,"Species","Synasterope dimorpha","(Hartmann, 1965) Kornicker, 1975",451164,1,1,"Arthropoda","Cylindroleberididae","Synasterope","Synasterope dimorpha","Ostracoda","Myodocopida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1414",672062,672062,760638,"Species","Synasterope mystax","Kornicker, 1975",451169,1,1,"Arthropoda","Cylindroleberididae","Synasterope","Synasterope mystax","Ostracoda","Myodocopida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1415",672278,672278,770506,"Genus","Syracosphaera","Lohmann, 1902",115084,1,1,"Haptophyta","Syracosphaeraceae","Syracosphaera",NA,"Prymnesiophyceae","Syracosphaerales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1416",672670,672670,769393,"Genus","Tedania","Gray, 1867",131974,19,2,"Porifera","Tedaniidae","Tedania",NA,"Demospongiae","Poecilosclerida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1417",673468,673468,822135,"Species","Tetrapygus niger","(Molina, 1782)",513606,1,1,"Echinodermata","Arbaciidae","Tetrapygus","Tetrapygus niger","Echinoidea","Arbacioida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1418",673508,673508,518305,"Species","Textularia candeiana","d'Orbigny, 1839",417660,1,1,"Foraminifera","Textulariidae","Textularia","Textularia candeiana","Globothalamea","Textulariida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1419",673622,673622,771692,"Species","Thalassarche melanophris","(Temminck, 1828)",343995,16611,3,"Chordata","Diomedeidae","Thalassarche","Thalassarche melanophris","Aves","Procellariiformes",TRUE,"NT",NA,"Channels and Fjords of Southern Chile"
"1420",673659,673659,518563,"Species","Thalassiosira eccentrica","(Ehrenberg) Cleve, 1904",148922,1,1,"Ochrophyta","Thalassiosiraceae","Thalassiosira","Thalassiosira eccentrica","Bacillariophyceae","Thalassiosirales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1421",673682,673682,518638,"Species","Thalassiothrix antarctica","A.Schimper ex G.Karsten, 1905",341540,2,1,"Ochrophyta","Thalassionemataceae","Thalassiothrix","Thalassiothrix antarctica","Bacillariophyceae","Thalassionematales",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1422",673793,673793,742089,"Genus","Tharyx","Webster & Benedict, 1887",129249,1,1,"Annelida","Cirratulidae","Tharyx",NA,"Polychaeta","Terebellida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1423",674215,674215,779007,"Species","Thymops birsteini","(Zarenkov & Semenov, 1972)",382876,1,1,"Arthropoda","Nephropidae","Thymops","Thymops birsteini","Malacostraca","Decapoda",TRUE,"LC",NA,"Channels and Fjords of Southern Chile"
"1424",674386,674386,519924,"Species","Tindaria virens","(Dall, 1890)",506456,2,2,"Mollusca","Tindariidae","Tindaria","Tindaria virens","Bivalvia","Nuculanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1425",674387,674387,822162,"Species","Tindariopsis virens","(Dall)",NA,1,1,"Mollusca","Nuculanidae","Tindariopsis","Tindariopsis virens","Bivalvia","Nuculanoida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1426",674489,674489,761638,"Species","Toledonia perplexa","Dall, 1902",509702,3,1,"Mollusca","Cylichnidae","Toledonia","Toledonia perplexa","Gastropoda","Cephalaspidea",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1427",674570,674570,774601,"Species","Tonocote introflexidus","Clark & Barnard, 1988",237439,7,2,"Arthropoda","Zobrachoidae","Tonocote","Tonocote introflexidus","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1428",674571,674571,774601,"Species","Tonocote magellani","Clark & Barnard, 1986",237014,3,2,"Arthropoda","Zobrachoidae","Tonocote","Tonocote magellani","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1429",674622,674622,569904,"Species","Torometopa compacta","(Stebbing, 1888)",236941,1,1,"Arthropoda","Stenothoidae","Torometopa","Torometopa compacta","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1430",674624,674624,569904,"Species","Torometopa crenatipalmata","(Stebbing, 1888)",237382,1,1,"Arthropoda","Stenothoidae","Torometopa","Torometopa crenatipalmata","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1431",674630,674630,569904,"Species","Torometopa parallelocheir","(Stebbing, 1888)",236968,1,1,"Arthropoda","Stenothoidae","Torometopa","Torometopa parallelocheir","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1432",674850,674850,774689,"Species","Trachythyone lechleri","(Lampert, 1885)",529710,1,1,"Echinodermata","Cucumariidae","Trachythyone","Trachythyone lechleri","Holothuroidea","Dendrochirotida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1433",674883,674883,774614,"Species","Transorchestia chiliensis","(Milne Edwards, 1840)",237554,6,1,"Arthropoda","Talitridae","Transorchestia","Transorchestia chiliensis","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1434",675413,861099,521517,"Species","Triloculina rotunda","Schlumberger, 1893",112768,1,1,"Foraminifera","Hauerinidae","Triloculina","Triloculina rotunda","Tubothalamea","Miliolida",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1435",675554,675554,780134,"Species","Triprotella amica","Arimoto, 1970",431097,2,1,"Arthropoda","Caprellidae","Triprotella","Triprotella amica","Malacostraca","Amphipoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1436",675753,675753,559337,"Species","Trochita pileus","(Lamarck, 1822)",533535,21,3,"Mollusca","Calyptraeidae","Trochita","Trochita pileus","Gastropoda","Littorinimorpha",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1437",675856,675856,762100,"Species","Tromina fenestrata","Powell",491379,1,1,"Mollusca","Muricidae","Tromina","Tromina fenestrata","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
"1438",675875,675875,701218,"Species","Trophon geversianus","(Pallas, 1774)",197512,18,3,"Mollusca","Muricidae","Trophon","Trophon geversianus","Gastropoda","Neogastropoda",NA,NA,NA,"Channels and Fjords of Southern Chile"
